Year,Geography,GeoCode,Sex,Age group,Skill,Proficiency level,Value
2012,British Columbia,59,Both sexes,35 to 44 years,Literacy,2 or below,40.7
2012,British Columbia,59,Both sexes,35 to 44 years,Numeracy,2 or below,46.3
2012,British Columbia,59,Both sexes,45 to 54 years,Literacy,2 or below,52.2
2012,British Columbia,59,Both sexes,45 to 54 years,Numeracy,2 or below,60.0
2012,British Columbia,59,Both sexes,55 to 65 years,Literacy,2 or below,52.2
2012,British Columbia,59,Both sexes,55 to 65 years,Numeracy,2 or below,56.2
2012,British Columbia,59,Males,Total age groups,Literacy,2 or below,44.2
2012,British Columbia,59,Males,Total age groups,Numeracy,2 or below,47.0
2012,British Columbia,59,Males,16 to 24 years,Literacy,2 or below,44.1
2012,British Columbia,59,Males,16 to 24 years,Numeracy,2 or below,50.2
2012,British Columbia,59,Males,25 to 34 years,Literacy,2 or below,42.2
2012,British Columbia,59,Males,25 to 34 years,Numeracy,2 or below,43.6
2012,British Columbia,59,Males,35 to 44 years,Literacy,2 or below,44.1
2012,British Columbia,59,Males,35 to 44 years,Numeracy,2 or below,43.6
2012,British Columbia,59,Males,45 to 54 years,Literacy,2 or below,45.9
2012,British Columbia,59,Males,45 to 54 years,Numeracy,2 or below,52.4
2012,British Columbia,59,Males,55 to 65 years,Literacy,2 or below,44.4
2012,British Columbia,59,Males,55 to 65 years,Numeracy,2 or below,44.6
2012,British Columbia,59,Females,Total age groups,Literacy,2 or below,47.5
2012,British Columbia,59,Females,Total age groups,Numeracy,2 or below,57.7
2012,British Columbia,59,Females,16 to 24 years,Literacy,2 or below,42.4
2012,British Columbia,59,Females,16 to 24 years,Numeracy,2 or below,54.5
2012,British Columbia,59,Females,25 to 34 years,Literacy,2 or below,35.9
2012,British Columbia,59,Females,25 to 34 years,Numeracy,2 or below,46.9
2012,British Columbia,59,Females,35 to 44 years,Literacy,2 or below,37.4
2012,British Columbia,59,Females,35 to 44 years,Numeracy,2 or below,49.0
2012,British Columbia,59,Females,45 to 54 years,Literacy,2 or below,58.3
2012,British Columbia,59,Females,45 to 54 years,Numeracy,2 or below,67.4
2012,British Columbia,59,Females,55 to 65 years,Literacy,2 or below,59.8
2012,British Columbia,59,Females,55 to 65 years,Numeracy,2 or below,67.4
2012,Yukon,60,Both sexes,Total age groups,Literacy,2 or below,44.3
2012,Yukon,60,Both sexes,Total age groups,Numeracy,2 or below,55.8
2012,Yukon,60,Both sexes,16 to 24 years,Literacy,2 or below,57.6
2012,Yukon,60,Both sexes,16 to 24 years,Numeracy,2 or below,64.9
2012,Yukon,60,Both sexes,25 to 34 years,Literacy,2 or below,43.6
2012,Yukon,60,Both sexes,25 to 34 years,Numeracy,2 or below,62.0
2012,Yukon,60,Both sexes,35 to 44 years,Literacy,2 or below,42.1
2012,Yukon,60,Both sexes,35 to 44 years,Numeracy,2 or below,49.6
2012,Yukon,60,Both sexes,45 to 54 years,Literacy,2 or below,35.7
2012,Yukon,60,Both sexes,45 to 54 years,Numeracy,2 or below,48.4
2012,Yukon,60,Both sexes,55 to 65 years,Literacy,2 or below,47.0
2012,Yukon,60,Both sexes,55 to 65 years,Numeracy,2 or below,57.9
2012,Yukon,60,Males,Total age groups,Literacy,2 or below,45.0
2012,Yukon,60,Males,Total age groups,Numeracy,2 or below,51.8
2012,Yukon,60,Males,16 to 24 years,Literacy,2 or below,48.3
2012,Yukon,60,Males,16 to 24 years,Numeracy,2 or below,58.6
2012,Yukon,60,Males,25 to 34 years,Literacy,2 or below,53.8
2012,Yukon,60,Males,25 to 34 years,Numeracy,2 or below,65.8
2012,Yukon,60,Males,35 to 44 years,Literacy,2 or below,38.3
2012,Yukon,60,Males,35 to 44 years,Numeracy,2 or below,41.8
2012,Yukon,60,Males,45 to 54 years,Literacy,2 or below,38.1
2012,Yukon,60,Males,45 to 54 years,Numeracy,2 or below,41.3
2012,Yukon,60,Males,55 to 65 years,Literacy,2 or below,48.4
2012,Yukon,60,Males,55 to 65 years,Numeracy,2 or below,55.0
2012,Yukon,60,Females,Total age groups,Literacy,2 or below,43.7
2012,Yukon,60,Females,Total age groups,Numeracy,2 or below,59.8
2012,Yukon,60,Females,16 to 24 years,Literacy,2 or below,67.4
2012,Yukon,60,Females,16 to 24 years,Numeracy,2 or below,71.5
2012,Yukon,60,Females,25 to 34 years,Literacy,2 or below,33.3
2012,Yukon,60,Females,25 to 34 years,Numeracy,2 or below,58.2
2012,Yukon,60,Females,35 to 44 years,Literacy,2 or below,45.3
2012,Yukon,60,Females,35 to 44 years,Numeracy,2 or below,56.3
2012,Yukon,60,Females,45 to 54 years,Literacy,2 or below,33.3
2012,Yukon,60,Females,45 to 54 years,Numeracy,2 or below,55.6
2012,Yukon,60,Females,55 to 65 years,Literacy,2 or below,45.4
2012,Yukon,60,Females,55 to 65 years,Numeracy,2 or below,61.1
2012,Northwest Territories,61,Both sexes,Total age groups,Literacy,2 or below,63.9
2012,Northwest Territories,61,Both sexes,Total age groups,Numeracy,2 or below,69.7
2012,Northwest Territories,61,Both sexes,16 to 24 years,Literacy,2 or below,68.5
2012,Northwest Territories,61,Both sexes,16 to 24 years,Numeracy,2 or below,73.2
2012,Northwest Territories,61,Both sexes,25 to 34 years,Literacy,2 or below,54.7
2012,Northwest Territories,61,Both sexes,25 to 34 years,Numeracy,2 or below,62.2
2012,Northwest Territories,61,Both sexes,35 to 44 years,Literacy,2 or below,57.7
2012,Northwest Territories,61,Both sexes,35 to 44 years,Numeracy,2 or below,65.8
2012,Northwest Territories,61,Both sexes,45 to 54 years,Literacy,2 or below,71.0
2012,Northwest Territories,61,Both sexes,45 to 54 years,Numeracy,2 or below,75.9
2012,Northwest Territories,61,Both sexes,55 to 65 years,Literacy,2 or below,70.0
2012,Northwest Territories,61,Both sexes,55 to 65 years,Numeracy,2 or below,73.5
2012,Northwest Territories,61,Males,Total age groups,Literacy,2 or below,63.0
2012,Northwest Territories,61,Males,Total age groups,Numeracy,2 or below,66.1
2012,Northwest Territories,61,Males,16 to 24 years,Literacy,2 or below,69.0
2012,Northwest Territories,61,Males,16 to 24 years,Numeracy,2 or below,70.2
2012,Northwest Territories,61,Males,25 to 34 years,Literacy,2 or below,55.7
2012,Northwest Territories,61,Males,25 to 34 years,Numeracy,2 or below,60.0
2012,Northwest Territories,61,Males,35 to 44 years,Literacy,2 or below,53.9
2012,Northwest Territories,61,Males,35 to 44 years,Numeracy,2 or below,60.7
2012,Northwest Territories,61,Males,45 to 54 years,Literacy,2 or below,68.4
2012,Northwest Territories,61,Males,45 to 54 years,Numeracy,2 or below,71.1
2012,Northwest Territories,61,Males,55 to 65 years,Literacy,2 or below,69.7
2012,Northwest Territories,61,Males,55 to 65 years,Numeracy,2 or below,69.5
2012,Northwest Territories,61,Females,Total age groups,Literacy,2 or below,64.7
2012,Northwest Territories,61,Females,Total age groups,Numeracy,2 or below,73.6
2012,Northwest Territories,61,Females,16 to 24 years,Literacy,2 or below,68.0
2012,Northwest Territories,61,Females,16 to 24 years,Numeracy,2 or below,76.6
2012,Northwest Territories,61,Females,25 to 34 years,Literacy,2 or below,53.7
2012,Northwest Territories,61,Females,25 to 34 years,Numeracy,2 or below,64.2
2012,Northwest Territories,61,Females,35 to 44 years,Literacy,2 or below,62.0
2012,Northwest Territories,61,Females,35 to 44 years,Numeracy,2 or below,71.7
2012,Northwest Territories,61,Females,45 to 54 years,Literacy,2 or below,73.6
2012,Northwest Territories,61,Females,45 to 54 years,Numeracy,2 or below,80.5
2012,Northwest Territories,61,Females,55 to 65 years,Literacy,2 or below,70.3
2012,Northwest Territories,61,Females,55 to 65 years,Numeracy,2 or below,78.5
2012,Nunavut,62,Both sexes,Total age groups,Literacy,2 or below,83.1
2012,Nunavut,62,Both sexes,Total age groups,Numeracy,2 or below,87.3
2012,Nunavut,62,Both sexes,16 to 24 years,Literacy,2 or below,90.7
2012,Nunavut,62,Both sexes,16 to 24 years,Numeracy,2 or below,93.2
2012,Nunavut,62,Both sexes,25 to 34 years,Literacy,2 or below,79.1
2012,Nunavut,62,Both sexes,25 to 34 years,Numeracy,2 or below,84.4
2012,Nunavut,62,Both sexes,35 to 44 years,Literacy,2 or below,80.2
2012,Nunavut,62,Both sexes,35 to 44 years,Numeracy,2 or below,84.3
2012,Nunavut,62,Both sexes,45 to 54 years,Literacy,2 or below,81.9
2012,Nunavut,62,Both sexes,45 to 54 years,Numeracy,2 or below,87.1
2012,Nunavut,62,Both sexes,55 to 65 years,Literacy,2 or below,81.7
2012,Nunavut,62,Both sexes,55 to 65 years,Numeracy,2 or below,85.5
2012,Nunavut,62,Males,Total age groups,Literacy,2 or below,83.1
2012,Nunavut,62,Males,Total age groups,Numeracy,2 or below,84.7
2012,Nunavut,62,Males,16 to 24 years,Literacy,2 or below,91.1
2012,Nunavut,62,Males,16 to 24 years,Numeracy,2 or below,91.5
2012,Nunavut,62,Males,25 to 34 years,Literacy,2 or below,77.3
2012,Nunavut,62,Males,25 to 34 years,Numeracy,2 or below,79.2
2012,Nunavut,62,Males,35 to 44 years,Literacy,2 or below,81.1
2012,Nunavut,62,Males,35 to 44 years,Numeracy,2 or below,81.5
2012,Nunavut,62,Males,45 to 54 years,Literacy,2 or below,84.0
2012,Nunavut,62,Males,45 to 54 years,Numeracy,2 or below,86.4
2012,Nunavut,62,Males,55 to 65 years,Literacy,2 or below,78.4
2012,Nunavut,62,Males,55 to 65 years,Numeracy,2 or below,82.6
2012,Nunavut,62,Females,Total age groups,Literacy,2 or below,83.2
2012,Nunavut,62,Females,Total age groups,Numeracy,2 or below,90.0
2012,Nunavut,62,Females,16 to 24 years,Literacy,2 or below,90.2
2012,Nunavut,62,Females,16 to 24 years,Numeracy,2 or below,95.0
2012,Nunavut,62,Females,25 to 34 years,Literacy,2 or below,80.8
2012,Nunavut,62,Females,25 to 34 years,Numeracy,2 or below,89.5
2012,Nunavut,62,Females,35 to 44 years,Literacy,2 or below,79.4
2012,Nunavut,62,Females,35 to 44 years,Numeracy,2 or below,87.0
2012,Nunavut,62,Females,45 to 54 years,Literacy,2 or below,79.5
2012,Nunavut,62,Females,45 to 54 years,Numeracy,2 or below,88.0
2012,Nunavut,62,Females,55 to 65 years,Literacy,2 or below,85.2
2012,Nunavut,62,Females,55 to 65 years,Numeracy,2 or below,88.6
2012,Canada,,Both sexes,Total age groups,Literacy,3 or above,51.5
2012,Canada,,Both sexes,Total age groups,Numeracy,3 or above,45.3
2012,Canada,,Both sexes,16 to 24 years,Literacy,3 or above,53.6
2012,Canada,,Both sexes,16 to 24 years,Numeracy,3 or above,46.6
2012,Canada,,Both sexes,25 to 34 years,Literacy,3 or above,60.1
2012,Canada,,Both sexes,25 to 34 years,Numeracy,3 or above,53.3
2012,Canada,,Both sexes,35 to 44 years,Literacy,3 or above,57.6
2012,Canada,,Both sexes,35 to 44 years,Numeracy,3 or above,51.0
2012,Canada,,Both sexes,45 to 54 years,Literacy,3 or above,47.1
2012,Canada,,Both sexes,45 to 54 years,Numeracy,3 or above,42.4
2012,Canada,,Both sexes,55 to 65 years,Literacy,3 or above,40.3
2012,Canada,,Both sexes,55 to 65 years,Numeracy,3 or above,34.2
2012,Canada,,Males,Total age groups,Literacy,3 or above,52.4
2012,Canada,,Males,Total age groups,Numeracy,3 or above,51.0
2012,Canada,,Males,16 to 24 years,Literacy,3 or above,52.9
2012,Canada,,Males,16 to 24 years,Numeracy,3 or above,50.1
2012,Canada,,Males,25 to 34 years,Literacy,3 or above,59.8
2012,Canada,,Males,25 to 34 years,Numeracy,3 or above,57.8
2012,Canada,,Males,35 to 44 years,Literacy,3 or above,57.8
2012,Canada,,Males,35 to 44 years,Numeracy,3 or above,56.9
2012,Canada,,Males,45 to 54 years,Literacy,3 or above,49.3
2012,Canada,,Males,45 to 54 years,Numeracy,3 or above,49.0
2012,Canada,,Males,55 to 65 years,Literacy,3 or above,42.7
2012,Canada,,Males,55 to 65 years,Numeracy,3 or above,41.8
2012,Canada,,Females,Total age groups,Literacy,3 or above,50.6
2012,Canada,,Females,Total age groups,Numeracy,3 or above,39.6
2012,Canada,,Females,16 to 24 years,Literacy,3 or above,54.4
2012,Canada,,Females,16 to 24 years,Numeracy,3 or above,43.0
2012,Canada,,Females,25 to 34 years,Literacy,3 or above,60.4
2012,Canada,,Females,25 to 34 years,Numeracy,3 or above,48.8
2012,Canada,,Females,35 to 44 years,Literacy,3 or above,57.3
2012,Canada,,Females,35 to 44 years,Numeracy,3 or above,45.0
2012,Canada,,Females,45 to 54 years,Literacy,3 or above,44.8
2012,Canada,,Females,45 to 54 years,Numeracy,3 or above,35.7
2012,Canada,,Females,55 to 65 years,Literacy,3 or above,37.9
2012,Canada,,Females,55 to 65 years,Numeracy,3 or above,26.9
2012,Newfoundland and Labrador,10,Both sexes,Total age groups,Literacy,3 or above,43.2
2012,Newfoundland and Labrador,10,Both sexes,Total age groups,Numeracy,3 or above,34.5
2012,Newfoundland and Labrador,10,Both sexes,16 to 24 years,Literacy,3 or above,51.5
2012,Newfoundland and Labrador,10,Both sexes,16 to 24 years,Numeracy,3 or above,45.4
2012,Newfoundland and Labrador,10,Both sexes,25 to 34 years,Literacy,3 or above,57.5
2012,Newfoundland and Labrador,10,Both sexes,25 to 34 years,Numeracy,3 or above,48.1
2012,Newfoundland and Labrador,10,Both sexes,35 to 44 years,Literacy,3 or above,51.9
2012,Newfoundland and Labrador,10,Both sexes,35 to 44 years,Numeracy,3 or above,43.3
2012,Newfoundland and Labrador,10,Both sexes,45 to 54 years,Literacy,3 or above,38.6
2012,Newfoundland and Labrador,10,Both sexes,45 to 54 years,Numeracy,3 or above,28.6
2012,Newfoundland and Labrador,10,Both sexes,55 to 65 years,Literacy,3 or above,26.6
2012,Newfoundland and Labrador,10,Both sexes,55 to 65 years,Numeracy,3 or above,17.9
2012,Newfoundland and Labrador,10,Males,Total age groups,Literacy,3 or above,42.7
2012,Newfoundland and Labrador,10,Males,Total age groups,Numeracy,3 or above,37.8
2012,Newfoundland and Labrador,10,Males,16 to 24 years,Literacy,3 or above,49.2
2012,Newfoundland and Labrador,10,Males,16 to 24 years,Numeracy,3 or above,46.7
2012,Newfoundland and Labrador,10,Males,25 to 34 years,Literacy,3 or above,59.4
2012,Newfoundland and Labrador,10,Males,25 to 34 years,Numeracy,3 or above,53.9
2012,Newfoundland and Labrador,10,Males,35 to 44 years,Literacy,3 or above,48.6
2012,Newfoundland and Labrador,10,Males,35 to 44 years,Numeracy,3 or above,45.5
2012,Newfoundland and Labrador,10,Males,45 to 54 years,Literacy,3 or above,38.6
2012,Newfoundland and Labrador,10,Males,45 to 54 years,Numeracy,3 or above,31.1
2012,Newfoundland and Labrador,10,Males,55 to 65 years,Literacy,3 or above,27.6
2012,Newfoundland and Labrador,10,Males,55 to 65 years,Numeracy,3 or above,22.6
2012,Newfoundland and Labrador,10,Females,Total age groups,Literacy,3 or above,43.6
2012,Newfoundland and Labrador,10,Females,Total age groups,Numeracy,3 or above,31.3
2012,Newfoundland and Labrador,10,Females,16 to 24 years,Literacy,3 or above,53.9
2012,Newfoundland and Labrador,10,Females,16 to 24 years,Numeracy,3 or above,44.0
2012,Newfoundland and Labrador,10,Females,25 to 34 years,Literacy,3 or above,55.7
2012,Newfoundland and Labrador,10,Females,25 to 34 years,Numeracy,3 or above,42.5
2012,Newfoundland and Labrador,10,Females,35 to 44 years,Literacy,3 or above,54.9
2012,Newfoundland and Labrador,10,Females,35 to 44 years,Numeracy,3 or above,41.4
2012,Newfoundland and Labrador,10,Females,45 to 54 years,Literacy,3 or above,38.7
2012,Newfoundland and Labrador,10,Females,45 to 54 years,Numeracy,3 or above,26.3
2012,Newfoundland and Labrador,10,Females,55 to 65 years,Literacy,3 or above,25.6
2012,Newfoundland and Labrador,10,Females,55 to 65 years,Numeracy,3 or above,13.3
2012,Prince Edward Island,11,Both sexes,Total age groups,Literacy,3 or above,54.7
2012,Prince Edward Island,11,Both sexes,Total age groups,Numeracy,3 or above,44.2
2012,Prince Edward Island,11,Both sexes,16 to 24 years,Literacy,3 or above,55.9
2012,Prince Edward Island,11,Both sexes,16 to 24 years,Numeracy,3 or above,45.7
2012,Prince Edward Island,11,Both sexes,25 to 34 years,Literacy,3 or above,67.7
2012,Prince Edward Island,11,Both sexes,25 to 34 years,Numeracy,3 or above,54.5
2012,Prince Edward Island,11,Both sexes,35 to 44 years,Literacy,3 or above,62.4
2012,Prince Edward Island,11,Both sexes,35 to 44 years,Numeracy,3 or above,49.7
2012,Prince Edward Island,11,Both sexes,45 to 54 years,Literacy,3 or above,48.8
2012,Prince Edward Island,11,Both sexes,45 to 54 years,Numeracy,3 or above,39.0
2012,Prince Edward Island,11,Both sexes,55 to 65 years,Literacy,3 or above,44.8
2012,Prince Edward Island,11,Both sexes,55 to 65 years,Numeracy,3 or above,37.1
2012,Prince Edward Island,11,Males,Total age groups,Literacy,3 or above,52.4
2012,Prince Edward Island,11,Males,Total age groups,Numeracy,3 or above,45.9
2012,Prince Edward Island,11,Males,16 to 24 years,Literacy,3 or above,56.4
2012,Prince Edward Island,11,Males,16 to 24 years,Numeracy,3 or above,47.9
2012,Prince Edward Island,11,Males,25 to 34 years,Literacy,3 or above,67.4
2012,Prince Edward Island,11,Males,25 to 34 years,Numeracy,3 or above,60.1
2012,Prince Edward Island,11,Males,35 to 44 years,Literacy,3 or above,59.1
2012,Prince Edward Island,11,Males,35 to 44 years,Numeracy,3 or above,51.1
2012,Prince Edward Island,11,Males,45 to 54 years,Literacy,3 or above,41.2
2012,Prince Edward Island,11,Males,45 to 54 years,Numeracy,3 or above,38.4
2012,Prince Edward Island,11,Males,55 to 65 years,Literacy,3 or above,45.6
2012,Prince Edward Island,11,Males,55 to 65 years,Numeracy,3 or above,38.6
2012,Prince Edward Island,11,Females,Total age groups,Literacy,3 or above,56.9
2012,Prince Edward Island,11,Females,Total age groups,Numeracy,3 or above,42.6
2012,Prince Edward Island,11,Females,16 to 24 years,Literacy,3 or above,55.5
2012,Prince Edward Island,11,Females,16 to 24 years,Numeracy,3 or above,43.5
2012,Prince Edward Island,11,Females,25 to 34 years,Literacy,3 or above,67.9
2012,Prince Edward Island,11,Females,25 to 34 years,Numeracy,3 or above,49.5
2012,Prince Edward Island,11,Females,35 to 44 years,Literacy,3 or above,65.6
2012,Prince Edward Island,11,Females,35 to 44 years,Numeracy,3 or above,48.3
2012,Prince Edward Island,11,Females,45 to 54 years,Literacy,3 or above,56.3
2012,Prince Edward Island,11,Females,45 to 54 years,Numeracy,3 or above,39.7
2012,Prince Edward Island,11,Females,55 to 65 years,Literacy,3 or above,44.0
2012,Prince Edward Island,11,Females,55 to 65 years,Numeracy,3 or above,35.6
2012,Nova Scotia,12,Both sexes,Total age groups,Literacy,3 or above,49.7
2012,Nova Scotia,12,Both sexes,Total age groups,Numeracy,3 or above,41.8
2012,Nova Scotia,12,Both sexes,16 to 24 years,Literacy,3 or above,45.6
2012,Nova Scotia,12,Both sexes,16 to 24 years,Numeracy,3 or above,38.7
2012,Nova Scotia,12,Both sexes,25 to 34 years,Literacy,3 or above,62.3
2012,Nova Scotia,12,Both sexes,25 to 34 years,Numeracy,3 or above,52.7
2012,Nova Scotia,12,Both sexes,35 to 44 years,Literacy,3 or above,58.6
2012,Nova Scotia,12,Both sexes,35 to 44 years,Numeracy,3 or above,50.2
2012,Nova Scotia,12,Both sexes,45 to 54 years,Literacy,3 or above,47.5
2012,Nova Scotia,12,Both sexes,45 to 54 years,Numeracy,3 or above,38.9
2012,Nova Scotia,12,Both sexes,55 to 65 years,Literacy,3 or above,38.8
2012,Nova Scotia,12,Both sexes,55 to 65 years,Numeracy,3 or above,32.4
2012,Nova Scotia,12,Males,Total age groups,Literacy,3 or above,50.7
2012,Nova Scotia,12,Males,Total age groups,Numeracy,3 or above,48.0
2012,Nova Scotia,12,Males,16 to 24 years,Literacy,3 or above,48.8
2012,Nova Scotia,12,Males,16 to 24 years,Numeracy,3 or above,45.2
2012,Nova Scotia,12,Males,25 to 34 years,Literacy,3 or above,67.3
2012,Nova Scotia,12,Males,25 to 34 years,Numeracy,3 or above,64.6
2012,Nova Scotia,12,Males,35 to 44 years,Literacy,3 or above,57.5
2012,Nova Scotia,12,Males,35 to 44 years,Numeracy,3 or above,55.0
2012,Nova Scotia,12,Males,45 to 54 years,Literacy,3 or above,44.7
2012,Nova Scotia,12,Males,45 to 54 years,Numeracy,3 or above,41.0
2012,Nova Scotia,12,Males,55 to 65 years,Literacy,3 or above,41.3
2012,Nova Scotia,12,Males,55 to 65 years,Numeracy,3 or above,40.2
2012,Nova Scotia,12,Females,Total age groups,Literacy,3 or above,48.8
2012,Nova Scotia,12,Females,Total age groups,Numeracy,3 or above,35.9
2012,Nova Scotia,12,Females,16 to 24 years,Literacy,3 or above,42.5
2012,Nova Scotia,12,Females,16 to 24 years,Numeracy,3 or above,32.4
2012,Nova Scotia,12,Females,25 to 34 years,Literacy,3 or above,57.8
2012,Nova Scotia,12,Females,25 to 34 years,Numeracy,3 or above,42.1
2012,Nova Scotia,12,Females,35 to 44 years,Literacy,3 or above,59.6
2012,Nova Scotia,12,Females,35 to 44 years,Numeracy,3 or above,45.8
2012,Nova Scotia,12,Females,45 to 54 years,Literacy,3 or above,50.2
2012,Nova Scotia,12,Females,45 to 54 years,Numeracy,3 or above,36.9
2012,Nova Scotia,12,Females,55 to 65 years,Literacy,3 or above,36.5
2012,Nova Scotia,12,Females,55 to 65 years,Numeracy,3 or above,24.9
2012,New Brunswick,13,Both sexes,Total age groups,Literacy,3 or above,46.5
2012,New Brunswick,13,Both sexes,Total age groups,Numeracy,3 or above,36.9
2012,New Brunswick,13,Both sexes,16 to 24 years,Literacy,3 or above,40.6
2012,New Brunswick,13,Both sexes,16 to 24 years,Numeracy,3 or above,32.1
2012,New Brunswick,13,Both sexes,25 to 34 years,Literacy,3 or above,61.8
2012,New Brunswick,13,Both sexes,25 to 34 years,Numeracy,3 or above,49.2
2012,New Brunswick,13,Both sexes,35 to 44 years,Literacy,3 or above,56.9
2012,New Brunswick,13,Both sexes,35 to 44 years,Numeracy,3 or above,44.3
2012,New Brunswick,13,Both sexes,45 to 54 years,Literacy,3 or above,42.5
2012,New Brunswick,13,Both sexes,45 to 54 years,Numeracy,3 or above,35.9
2012,New Brunswick,13,Both sexes,55 to 65 years,Literacy,3 or above,35.6
2012,New Brunswick,13,Both sexes,55 to 65 years,Numeracy,3 or above,26.8
2012,New Brunswick,13,Males,Total age groups,Literacy,3 or above,46.2
2012,New Brunswick,13,Males,Total age groups,Numeracy,3 or above,41.9
2012,New Brunswick,13,Males,16 to 24 years,Literacy,3 or above,37.5
2012,New Brunswick,13,Males,16 to 24 years,Numeracy,3 or above,32.3
2012,New Brunswick,13,Males,25 to 34 years,Literacy,3 or above,65.6
2012,New Brunswick,13,Males,25 to 34 years,Numeracy,3 or above,59.8
2012,New Brunswick,13,Males,35 to 44 years,Literacy,3 or above,57.6
2012,New Brunswick,13,Males,35 to 44 years,Numeracy,3 or above,51.6
2012,New Brunswick,13,Males,45 to 54 years,Literacy,3 or above,37.5
2012,New Brunswick,13,Males,45 to 54 years,Numeracy,3 or above,36.0
2012,New Brunswick,13,Males,55 to 65 years,Literacy,3 or above,38.0
2012,New Brunswick,13,Males,55 to 65 years,Numeracy,3 or above,34.1
2012,New Brunswick,13,Females,Total age groups,Literacy,3 or above,46.9
2012,New Brunswick,13,Females,Total age groups,Numeracy,3 or above,32.1
2012,New Brunswick,13,Females,16 to 24 years,Literacy,3 or above,43.9
2012,New Brunswick,13,Females,16 to 24 years,Numeracy,3 or above,31.9
2012,New Brunswick,13,Females,25 to 34 years,Literacy,3 or above,58.3
2012,New Brunswick,13,Females,25 to 34 years,Numeracy,3 or above,39.2
2012,New Brunswick,13,Females,35 to 44 years,Literacy,3 or above,56.1
2012,New Brunswick,13,Females,35 to 44 years,Numeracy,3 or above,37.1
2012,New Brunswick,13,Females,45 to 54 years,Literacy,3 or above,47.3
2012,New Brunswick,13,Females,45 to 54 years,Numeracy,3 or above,35.9
2012,New Brunswick,13,Females,55 to 65 years,Literacy,3 or above,33.2
2012,New Brunswick,13,Females,55 to 65 years,Numeracy,3 or above,19.9
2012,Quebec,24,Both sexes,Total age groups,Literacy,3 or above,46.8
2012,Quebec,24,Both sexes,Total age groups,Numeracy,3 or above,43.9
2012,Quebec,24,Both sexes,16 to 24 years,Literacy,3 or above,51.3
2012,Quebec,24,Both sexes,16 to 24 years,Numeracy,3 or above,50.0
2012,Quebec,24,Both sexes,25 to 34 years,Literacy,3 or above,60.3
2012,Quebec,24,Both sexes,25 to 34 years,Numeracy,3 or above,56.5
2012,Quebec,24,Both sexes,35 to 44 years,Literacy,3 or above,55.3
2012,Quebec,24,Both sexes,35 to 44 years,Numeracy,3 or above,50.7
2012,Quebec,24,Both sexes,45 to 54 years,Literacy,3 or above,40.1
2012,Quebec,24,Both sexes,45 to 54 years,Numeracy,3 or above,38.3
2012,Quebec,24,Both sexes,55 to 65 years,Literacy,3 or above,30.7
2012,Quebec,24,Both sexes,55 to 65 years,Numeracy,3 or above,27.8
2012,Quebec,24,Males,Total age groups,Literacy,3 or above,47.7
2012,Quebec,24,Males,Total age groups,Numeracy,3 or above,48.6
2012,Quebec,24,Males,16 to 24 years,Literacy,3 or above,47.7
2012,Quebec,24,Males,16 to 24 years,Numeracy,3 or above,49.5
2012,Quebec,24,Males,25 to 34 years,Literacy,3 or above,59.5
2012,Quebec,24,Males,25 to 34 years,Numeracy,3 or above,60.0
2012,Quebec,24,Males,35 to 44 years,Literacy,3 or above,56.8
2012,Quebec,24,Males,35 to 44 years,Numeracy,3 or above,55.7
2012,Quebec,24,Males,45 to 54 years,Literacy,3 or above,42.8
2012,Quebec,24,Males,45 to 54 years,Numeracy,3 or above,45.1
2012,Quebec,24,Males,55 to 65 years,Literacy,3 or above,33.6
2012,Quebec,24,Males,55 to 65 years,Numeracy,3 or above,34.5
2012,Quebec,24,Females,Total age groups,Literacy,3 or above,45.9
2012,Quebec,24,Females,Total age groups,Numeracy,3 or above,39.1
2012,Quebec,24,Females,16 to 24 years,Literacy,3 or above,55.1
2012,Quebec,24,Females,16 to 24 years,Numeracy,3 or above,50.5
2012,Quebec,24,Females,25 to 34 years,Literacy,3 or above,61.3
2012,Quebec,24,Females,25 to 34 years,Numeracy,3 or above,52.9
2012,Quebec,24,Females,35 to 44 years,Literacy,3 or above,53.9
2012,Quebec,24,Females,35 to 44 years,Numeracy,3 or above,45.5
2012,Quebec,24,Females,45 to 54 years,Literacy,3 or above,37.3
2012,Quebec,24,Females,45 to 54 years,Numeracy,3 or above,31.3
2012,Quebec,24,Females,55 to 65 years,Literacy,3 or above,28.0
2012,Quebec,24,Females,55 to 65 years,Numeracy,3 or above,21.3
2012,Ontario,35,Both sexes,Total age groups,Literacy,3 or above,53.2
2012,Ontario,35,Both sexes,Total age groups,Numeracy,3 or above,46.2
2012,Ontario,35,Both sexes,16 to 24 years,Literacy,3 or above,55.8
2012,Ontario,35,Both sexes,16 to 24 years,Numeracy,3 or above,46.7
2012,Ontario,35,Both sexes,25 to 34 years,Literacy,3 or above,58.9
2012,Ontario,35,Both sexes,25 to 34 years,Numeracy,3 or above,51.8
2012,Ontario,35,Both sexes,35 to 44 years,Literacy,3 or above,58.3
2012,Ontario,35,Both sexes,35 to 44 years,Numeracy,3 or above,51.3
2012,Ontario,35,Both sexes,45 to 54 years,Literacy,3 or above,50.1
2012,Ontario,35,Both sexes,45 to 54 years,Numeracy,3 or above,45.5
2012,Ontario,35,Both sexes,55 to 65 years,Literacy,3 or above,43.5
2012,Ontario,35,Both sexes,55 to 65 years,Numeracy,3 or above,35.5
2012,Ontario,35,Males,Total age groups,Literacy,3 or above,54.3
