Year,Âge au décès,Sexe,Causes of death,Value
2016,45 à 49 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",1.3
2016,45 à 49 ans,Femmes,Diabète sucré,3.1
2016,45 à 49 ans,Femmes,Maladies du coeur,13.0
2016,45 à 49 ans,Femmes,Grippe et pneumopathie,2.2
2016,45 à 49 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2016,45 à 49 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,1.2
2016,50 à 54 ans,Les deux sexes,Tumeurs malignes,111.1
2016,50 à 54 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",1.0
2016,50 à 54 ans,Les deux sexes,Diabète sucré,7.2
2016,50 à 54 ans,Les deux sexes,Maladies du coeur,46.7
2016,50 à 54 ans,Les deux sexes,Grippe et pneumopathie,4.4
2016,50 à 54 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2016,50 à 54 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,4.6
2016,50 à 54 ans,Hommes,Tumeurs malignes,101.3
2016,50 à 54 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",1.2
2016,50 à 54 ans,Hommes,Diabète sucré,9.7
2016,50 à 54 ans,Hommes,Maladies du coeur,71.3
2016,50 à 54 ans,Hommes,Grippe et pneumopathie,5.1
2016,50 à 54 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2016,50 à 54 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,4.3
2016,50 à 54 ans,Femmes,Tumeurs malignes,121.0
2016,50 à 54 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.8
2016,50 à 54 ans,Femmes,Diabète sucré,4.7
2016,50 à 54 ans,Femmes,Maladies du coeur,21.9
2016,50 à 54 ans,Femmes,Grippe et pneumopathie,3.7
2016,50 à 54 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2016,50 à 54 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,5.0
2016,55 à 64 ans,Les deux sexes,Tumeurs malignes,262.5
2016,55 à 64 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",2.7
2016,55 à 64 ans,Les deux sexes,Diabète sucré,15.7
2016,55 à 64 ans,Les deux sexes,Maladies du coeur,99.8
2016,55 à 64 ans,Les deux sexes,Grippe et pneumopathie,8.3
2016,55 à 64 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2016,55 à 64 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,19.3
2016,55 à 64 ans,Hommes,Tumeurs malignes,278.3
2016,55 à 64 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",2.7
2016,55 à 64 ans,Hommes,Diabète sucré,20.6
2016,55 à 64 ans,Hommes,Maladies du coeur,150.3
2016,55 à 64 ans,Hommes,Grippe et pneumopathie,10.1
2016,55 à 64 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2016,55 à 64 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,21.6
2016,55 à 64 ans,Femmes,Tumeurs malignes,247.0
2016,55 à 64 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",2.7
2016,55 à 64 ans,Femmes,Diabète sucré,10.8
2016,55 à 64 ans,Femmes,Maladies du coeur,49.9
2016,55 à 64 ans,Femmes,Grippe et pneumopathie,6.6
2016,55 à 64 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2016,55 à 64 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,17.1
2016,55 à 59 ans,Les deux sexes,Tumeurs malignes,198.2
2016,55 à 59 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",2.0
2016,55 à 59 ans,Les deux sexes,Diabète sucré,10.7
2016,55 à 59 ans,Les deux sexes,Maladies du coeur,78.4
2016,55 à 59 ans,Les deux sexes,Grippe et pneumopathie,7.5
2016,55 à 59 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2016,55 à 59 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,12.1
2016,55 à 59 ans,Hommes,Tumeurs malignes,201.5
2016,55 à 59 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",2.0
2016,55 à 59 ans,Hommes,Diabète sucré,13.7
2016,55 à 59 ans,Hommes,Maladies du coeur,120.6
2016,55 à 59 ans,Hommes,Grippe et pneumopathie,9.2
2016,55 à 59 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2016,55 à 59 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,14.2
2016,55 à 59 ans,Femmes,Tumeurs malignes,194.9
2016,55 à 59 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",2.0
2016,55 à 59 ans,Femmes,Diabète sucré,7.7
2016,55 à 59 ans,Femmes,Maladies du coeur,36.5
2016,55 à 59 ans,Femmes,Grippe et pneumopathie,5.7
2016,55 à 59 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2016,55 à 59 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,10.1
2016,60 à 64 ans,Les deux sexes,Tumeurs malignes,336.8
2016,60 à 64 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",3.5
2016,60 à 64 ans,Les deux sexes,Diabète sucré,21.4
2016,60 à 64 ans,Les deux sexes,Maladies du coeur,124.4
2016,60 à 64 ans,Les deux sexes,Grippe et pneumopathie,9.3
2016,60 à 64 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2016,60 à 64 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,27.6
2016,60 à 64 ans,Hommes,Tumeurs malignes,367.8
2016,60 à 64 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",3.5
2016,60 à 64 ans,Hommes,Diabète sucré,28.7
2016,60 à 64 ans,Hommes,Maladies du coeur,184.9
2016,60 à 64 ans,Hommes,Grippe et pneumopathie,11.1
2016,60 à 64 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2016,60 à 64 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,30.2
2016,60 à 64 ans,Femmes,Tumeurs malignes,306.5
2016,60 à 64 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",3.5
2016,60 à 64 ans,Femmes,Diabète sucré,14.3
2016,60 à 64 ans,Femmes,Maladies du coeur,65.3
2016,60 à 64 ans,Femmes,Grippe et pneumopathie,7.6
2016,60 à 64 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2016,60 à 64 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,25.1
2016,65 à 74 ans,Les deux sexes,Tumeurs malignes,622.5
2016,65 à 74 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",8.4
2016,65 à 74 ans,Les deux sexes,Diabète sucré,42.9
2016,65 à 74 ans,Les deux sexes,Maladies du coeur,240.4
2016,65 à 74 ans,Les deux sexes,Grippe et pneumopathie,19.6
2016,65 à 74 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.1
2016,65 à 74 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,77.1
2016,65 à 74 ans,Hommes,Tumeurs malignes,707.9
2016,65 à 74 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",10.5
2016,65 à 74 ans,Hommes,Diabète sucré,56.6
2016,65 à 74 ans,Hommes,Maladies du coeur,334.3
2016,65 à 74 ans,Hommes,Grippe et pneumopathie,24.2
2016,65 à 74 ans,Hommes,Acute bronchitis and bronchiolitis,0.1
2016,65 à 74 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,85.5
2016,65 à 74 ans,Femmes,Tumeurs malignes,542.5
2016,65 à 74 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",6.4
2016,65 à 74 ans,Femmes,Diabète sucré,30.2
2016,65 à 74 ans,Femmes,Maladies du coeur,152.5
2016,65 à 74 ans,Femmes,Grippe et pneumopathie,15.3
2016,65 à 74 ans,Femmes,Acute bronchitis and bronchiolitis,0.1
2016,65 à 74 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,69.2
2016,65 à 69 ans,Les deux sexes,Tumeurs malignes,519.1
2016,65 à 69 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",6.9
2016,65 à 69 ans,Les deux sexes,Diabète sucré,34.5
2016,65 à 69 ans,Les deux sexes,Maladies du coeur,196.5
2016,65 à 69 ans,Les deux sexes,Grippe et pneumopathie,15.8
2016,65 à 69 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.1
2016,65 à 69 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,55.1
2016,65 à 69 ans,Hommes,Tumeurs malignes,587.9
2016,65 à 69 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",8.0
2016,65 à 69 ans,Hommes,Diabète sucré,45.2
2016,65 à 69 ans,Hommes,Maladies du coeur,281.9
2016,65 à 69 ans,Hommes,Grippe et pneumopathie,18.5
2016,65 à 69 ans,Hommes,Acute bronchitis and bronchiolitis,0.1
2016,65 à 69 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,59.7
2016,65 à 69 ans,Femmes,Tumeurs malignes,453.6
2016,65 à 69 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",5.9
2016,65 à 69 ans,Femmes,Diabète sucré,24.2
2016,65 à 69 ans,Femmes,Maladies du coeur,115.1
2016,65 à 69 ans,Femmes,Grippe et pneumopathie,13.2
2016,65 à 69 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2016,65 à 69 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,50.7
2016,70 à 74 ans,Les deux sexes,Tumeurs malignes,764.4
2016,70 à 74 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",10.4
2016,70 à 74 ans,Les deux sexes,Diabète sucré,54.6
2016,70 à 74 ans,Les deux sexes,Maladies du coeur,300.7
2016,70 à 74 ans,Les deux sexes,Grippe et pneumopathie,24.7
2016,70 à 74 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.1
2016,70 à 74 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,107.3
2016,70 à 74 ans,Hommes,Tumeurs malignes,876.5
2016,70 à 74 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",14.1
2016,70 à 74 ans,Hommes,Diabète sucré,72.5
2016,70 à 74 ans,Hommes,Maladies du coeur,407.9
2016,70 à 74 ans,Hommes,Grippe et pneumopathie,32.2
2016,70 à 74 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2016,70 à 74 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,121.7
2016,70 à 74 ans,Femmes,Tumeurs malignes,662.1
2016,70 à 74 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",7.0
2016,70 à 74 ans,Femmes,Diabète sucré,38.2
2016,70 à 74 ans,Femmes,Maladies du coeur,202.8
2016,70 à 74 ans,Femmes,Grippe et pneumopathie,18.0
2016,70 à 74 ans,Femmes,Acute bronchitis and bronchiolitis,0.1
2016,70 à 74 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,94.2
2016,75 à 84 ans,Les deux sexes,Tumeurs malignes,1253.4
2016,75 à 84 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",27.1
2016,75 à 84 ans,Les deux sexes,Diabète sucré,108.9
2016,75 à 84 ans,Les deux sexes,Maladies du coeur,724.4
2016,75 à 84 ans,Les deux sexes,Grippe et pneumopathie,75.1
2016,75 à 84 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.7
2016,75 à 84 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,230.1
2016,75 à 84 ans,Hommes,Tumeurs malignes,1541.5
2016,75 à 84 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",32.0
2016,75 à 84 ans,Hommes,Diabète sucré,133.3
2016,75 à 84 ans,Hommes,Maladies du coeur,933.2
2016,75 à 84 ans,Hommes,Grippe et pneumopathie,88.8
2016,75 à 84 ans,Hommes,Acute bronchitis and bronchiolitis,0.9
2016,75 à 84 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,259.7
2016,75 à 84 ans,Femmes,Tumeurs malignes,1020.6
2016,75 à 84 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",23.1
2016,75 à 84 ans,Femmes,Diabète sucré,89.2
2016,75 à 84 ans,Femmes,Maladies du coeur,555.7
2016,75 à 84 ans,Femmes,Grippe et pneumopathie,64.1
2016,75 à 84 ans,Femmes,Acute bronchitis and bronchiolitis,0.6
2016,75 à 84 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,206.1
2016,75 à 79 ans,Les deux sexes,Tumeurs malignes,1080.7
2016,75 à 79 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",20.1
2016,75 à 79 ans,Les deux sexes,Diabète sucré,86.8
2016,75 à 79 ans,Les deux sexes,Maladies du coeur,531.1
2016,75 à 79 ans,Les deux sexes,Grippe et pneumopathie,50.5
2016,75 à 79 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.4
2016,75 à 79 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,180.4
2016,75 à 79 ans,Hommes,Tumeurs malignes,1311.1
2016,75 à 79 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",23.6
2016,75 à 79 ans,Hommes,Diabète sucré,108.0
2016,75 à 79 ans,Hommes,Maladies du coeur,701.3
2016,75 à 79 ans,Hommes,Grippe et pneumopathie,61.6
2016,75 à 79 ans,Hommes,Acute bronchitis and bronchiolitis,0.6
2016,75 à 79 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,200.8
2016,75 à 79 ans,Femmes,Tumeurs malignes,886.2
2016,75 à 79 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",17.1
2016,75 à 79 ans,Femmes,Diabète sucré,68.9
2016,75 à 79 ans,Femmes,Maladies du coeur,387.3
2016,75 à 79 ans,Femmes,Grippe et pneumopathie,41.1
2016,75 à 79 ans,Femmes,Acute bronchitis and bronchiolitis,0.2
2016,75 à 79 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,163.1
2016,80 à 84 ans,Les deux sexes,Tumeurs malignes,1490.6
2016,80 à 84 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",36.7
2016,80 à 84 ans,Les deux sexes,Diabète sucré,139.3
2016,80 à 84 ans,Les deux sexes,Maladies du coeur,990.0
2016,80 à 84 ans,Les deux sexes,Grippe et pneumopathie,108.9
2016,80 à 84 ans,Les deux sexes,Acute bronchitis and bronchiolitis,1.2
2016,80 à 84 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,298.3
2016,80 à 84 ans,Hommes,Tumeurs malignes,1876.8
2016,80 à 84 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",44.2
2016,80 à 84 ans,Hommes,Diabète sucré,170.1
2016,80 à 84 ans,Hommes,Maladies du coeur,1270.7
2016,80 à 84 ans,Hommes,Grippe et pneumopathie,128.4
2016,80 à 84 ans,Hommes,Acute bronchitis and bronchiolitis,1.2
2016,80 à 84 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,345.5
2016,80 à 84 ans,Femmes,Tumeurs malignes,1196.9
2016,80 à 84 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",31.1
2016,80 à 84 ans,Femmes,Diabète sucré,115.8
2016,80 à 84 ans,Femmes,Maladies du coeur,776.5
2016,80 à 84 ans,Femmes,Grippe et pneumopathie,94.1
2016,80 à 84 ans,Femmes,Acute bronchitis and bronchiolitis,1.2
2016,80 à 84 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,262.5
2016,85 ans et plus,Les deux sexes,Tumeurs malignes,2066.4
2016,85 ans et plus,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",79.6
2016,85 ans et plus,Les deux sexes,Diabète sucré,278.0
2016,85 ans et plus,Les deux sexes,Maladies du coeur,2892.0
2016,85 ans et plus,Les deux sexes,Grippe et pneumopathie,442.8
2016,85 ans et plus,Les deux sexes,Acute bronchitis and bronchiolitis,3.6
2016,85 ans et plus,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,557.8
2016,85 ans et plus,Hommes,Tumeurs malignes,2856.5
2016,85 ans et plus,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",107.3
2016,85 ans et plus,Hommes,Diabète sucré,320.0
2016,85 ans et plus,Hommes,Maladies du coeur,3262.6
2016,85 ans et plus,Hommes,Grippe et pneumopathie,518.5
2016,85 ans et plus,Hommes,Acute bronchitis and bronchiolitis,4.0
2016,85 ans et plus,Hommes,Maladies chroniques des voies respiratoires inférieures,750.3
2016,85 ans et plus,Femmes,Tumeurs malignes,1645.3
2016,85 ans et plus,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",64.8
2016,85 ans et plus,Femmes,Diabète sucré,255.6
2016,85 ans et plus,Femmes,Maladies du coeur,2694.4
2016,85 ans et plus,Femmes,Grippe et pneumopathie,402.5
2016,85 ans et plus,Femmes,Acute bronchitis and bronchiolitis,3.3
2016,85 ans et plus,Femmes,Maladies chroniques des voies respiratoires inférieures,455.2
2016,85 à 89 ans,Les deux sexes,Tumeurs malignes,1920.3
2016,85 à 89 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",65.0
2016,85 à 89 ans,Les deux sexes,Diabète sucré,223.6
2016,85 à 89 ans,Les deux sexes,Maladies du coeur,1884.9
2016,85 à 89 ans,Les deux sexes,Grippe et pneumopathie,266.4
2016,85 à 89 ans,Les deux sexes,Acute bronchitis and bronchiolitis,1.8
2016,85 à 89 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,457.9
2016,85 à 89 ans,Hommes,Tumeurs malignes,2615.0
2016,85 à 89 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",92.3
2016,85 à 89 ans,Hommes,Diabète sucré,270.5
2016,85 à 89 ans,Hommes,Maladies du coeur,2347.7
2016,85 à 89 ans,Hommes,Grippe et pneumopathie,337.3
2016,85 à 89 ans,Hommes,Acute bronchitis and bronchiolitis,2.7
2016,85 à 89 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,588.7
2016,85 à 89 ans,Femmes,Tumeurs malignes,1489.1
2016,85 à 89 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",48.0
2016,85 à 89 ans,Femmes,Diabète sucré,194.5
2016,85 à 89 ans,Femmes,Maladies du coeur,1597.7
2016,85 à 89 ans,Femmes,Grippe et pneumopathie,222.5
2016,85 à 89 ans,Femmes,Acute bronchitis and bronchiolitis,1.3
2016,85 à 89 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,376.8
2016,90 ans et plus,Les deux sexes,Tumeurs malignes,2311.8
2016,90 ans et plus,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",104.0
2016,90 ans et plus,Les deux sexes,Diabète sucré,369.4
2016,90 ans et plus,Les deux sexes,Maladies du coeur,4583.3
2016,90 ans et plus,Les deux sexes,Grippe et pneumopathie,739.1
2016,90 ans et plus,Les deux sexes,Acute bronchitis and bronchiolitis,6.5
2016,90 ans et plus,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,725.5
2016,90 ans et plus,Hommes,Tumeurs malignes,3395.4
2016,90 ans et plus,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",140.8
2016,90 ans et plus,Hommes,Diabète sucré,430.6
2016,90 ans et plus,Hommes,Maladies du coeur,5303.7
2016,90 ans et plus,Hommes,Grippe et pneumopathie,922.8
2016,90 ans et plus,Hommes,Acute bronchitis and bronchiolitis,7.1
2016,90 ans et plus,Hommes,Maladies chroniques des voies respiratoires inférieures,1110.9
2016,90 ans et plus,Femmes,Tumeurs malignes,1872.8
2016,90 ans et plus,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",89.1
2016,90 ans et plus,Femmes,Diabète sucré,344.6
2016,90 ans et plus,Femmes,Maladies du coeur,4291.5
2016,90 ans et plus,Femmes,Grippe et pneumopathie,664.7
2016,90 ans et plus,Femmes,Acute bronchitis and bronchiolitis,6.2
2016,90 ans et plus,Femmes,Maladies chroniques des voies respiratoires inférieures,569.3
2017,Tous les âges,Les deux sexes,Tumeurs malignes,219.2
2017,Tous les âges,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",4.4
2017,Tous les âges,Les deux sexes,Diabète sucré,19.0
2017,Tous les âges,Les deux sexes,Maladies du coeur,146.5
2017,Tous les âges,Les deux sexes,Grippe et pneumopathie,20.4
2017,Tous les âges,Les deux sexes,Acute bronchitis and bronchiolitis,0.1
2017,Tous les âges,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,35.3
2017,Tous les âges,Hommes,Tumeurs malignes,233.3
2017,Tous les âges,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",4.7
2017,Tous les âges,Hommes,Diabète sucré,21.6
2017,Tous les âges,Hommes,Maladies du coeur,159.6
2017,Tous les âges,Hommes,Grippe et pneumopathie,18.4
2017,Tous les âges,Hommes,Acute bronchitis and bronchiolitis,0.1
2017,Tous les âges,Hommes,Maladies chroniques des voies respiratoires inférieures,34.8
2017,Tous les âges,Femmes,Tumeurs malignes,205.3
2017,Tous les âges,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",4.1
2017,Tous les âges,Femmes,Diabète sucré,16.4
2017,Tous les âges,Femmes,Maladies du coeur,133.6
2017,Tous les âges,Femmes,Grippe et pneumopathie,22.3
2017,Tous les âges,Femmes,Acute bronchitis and bronchiolitis,0.1
2017,Tous les âges,Femmes,Maladies chroniques des voies respiratoires inférieures,35.8
2017,1 à 14 ans,Les deux sexes,Tumeurs malignes,1.9
2017,1 à 14 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.1
2017,1 à 14 ans,Les deux sexes,Diabète sucré,0.0
2017,1 à 14 ans,Les deux sexes,Maladies du coeur,0.4
2017,1 à 14 ans,Les deux sexes,Grippe et pneumopathie,0.4
2017,1 à 14 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2017,1 à 14 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.1
2017,1 à 14 ans,Hommes,Tumeurs malignes,2.4
2017,1 à 14 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.0
2017,1 à 14 ans,Hommes,Diabète sucré,0.0
2017,1 à 14 ans,Hommes,Maladies du coeur,0.5
2017,1 à 14 ans,Hommes,Grippe et pneumopathie,0.4
2017,1 à 14 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2017,1 à 14 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.0
2017,1 à 14 ans,Femmes,Tumeurs malignes,1.4
2017,1 à 14 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.1
2017,1 à 14 ans,Femmes,Diabète sucré,0.0
2017,1 à 14 ans,Femmes,Maladies du coeur,0.3
2017,1 à 14 ans,Femmes,Grippe et pneumopathie,0.3
2017,1 à 14 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2017,1 à 14 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.1
2017,1 à 4 ans,Les deux sexes,Tumeurs malignes,2.2
2017,1 à 4 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.1
2017,1 à 4 ans,Les deux sexes,Diabète sucré,0.0
2017,1 à 4 ans,Les deux sexes,Maladies du coeur,0.5
2017,1 à 4 ans,Les deux sexes,Grippe et pneumopathie,0.8
2017,1 à 4 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2017,1 à 4 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.1
2017,1 à 4 ans,Hommes,Tumeurs malignes,2.8
2017,1 à 4 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.0
2017,1 à 4 ans,Hommes,Diabète sucré,0.0
2017,1 à 4 ans,Hommes,Maladies du coeur,0.6
2017,1 à 4 ans,Hommes,Grippe et pneumopathie,0.9
2017,1 à 4 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2017,1 à 4 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.0
2017,1 à 4 ans,Femmes,Tumeurs malignes,1.6
2017,1 à 4 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.1
2017,1 à 4 ans,Femmes,Diabète sucré,0.0
2017,1 à 4 ans,Femmes,Maladies du coeur,0.4
2017,1 à 4 ans,Femmes,Grippe et pneumopathie,0.8
2017,1 à 4 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2017,1 à 4 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.1
2017,5 à 9 ans,Les deux sexes,Tumeurs malignes,2.1
2017,5 à 9 ans,Les deux sexes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.0
2017,5 à 9 ans,Les deux sexes,Diabète sucré,0.0
2017,5 à 9 ans,Les deux sexes,Maladies du coeur,0.3
2017,5 à 9 ans,Les deux sexes,Grippe et pneumopathie,0.0
2017,5 à 9 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2017,5 à 9 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.0
2017,5 à 9 ans,Hommes,Tumeurs malignes,2.4
2017,5 à 9 ans,Hommes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.0
2017,5 à 9 ans,Hommes,Diabète sucré,0.0
2017,5 à 9 ans,Hommes,Maladies du coeur,0.5
2017,5 à 9 ans,Hommes,Grippe et pneumopathie,0.1
2017,5 à 9 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2017,5 à 9 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.0
2017,5 à 9 ans,Femmes,Tumeurs malignes,1.8
2017,5 à 9 ans,Femmes,"Tumeurs in situ, tumeurs bénignes et tumeurs à évolution imprévisible ou inconnue",0.0
2017,5 à 9 ans,Femmes,Diabète sucré,0.0
