Year,Géographie,GeoCode,Sexe,Groupe d'âge,Compétences,Niveau de compétence,Value
2012,Saskatchewan,47,Les deux sexes,16 à 24 ans,Alphabétisme,2 ou moins,54.0
2012,Saskatchewan,47,Les deux sexes,16 à 24 ans,Arithmétique,2 ou moins,62.0
2012,Saskatchewan,47,Les deux sexes,25 à 34 ans,Alphabétisme,2 ou moins,45.1
2012,Saskatchewan,47,Les deux sexes,25 à 34 ans,Arithmétique,2 ou moins,50.8
2012,Saskatchewan,47,Les deux sexes,35 à 44 ans,Alphabétisme,2 ou moins,43.3
2012,Saskatchewan,47,Les deux sexes,35 à 44 ans,Arithmétique,2 ou moins,47.3
2012,Saskatchewan,47,Les deux sexes,45 à 54 ans,Alphabétisme,2 ou moins,50.2
2012,Saskatchewan,47,Les deux sexes,45 à 54 ans,Arithmétique,2 ou moins,56.5
2012,Saskatchewan,47,Les deux sexes,55 à 65 ans,Alphabétisme,2 ou moins,56.4
2012,Saskatchewan,47,Les deux sexes,55 à 65 ans,Arithmétique,2 ou moins,65.5
2012,Saskatchewan,47,Hommes,Groupe d'âge totale,Alphabétisme,2 ou moins,51.6
2012,Saskatchewan,47,Hommes,Groupe d'âge totale,Arithmétique,2 ou moins,52.0
2012,Saskatchewan,47,Hommes,16 à 24 ans,Alphabétisme,2 ou moins,55.2
2012,Saskatchewan,47,Hommes,16 à 24 ans,Arithmétique,2 ou moins,57.3
2012,Saskatchewan,47,Hommes,25 à 34 ans,Alphabétisme,2 ou moins,47.2
2012,Saskatchewan,47,Hommes,25 à 34 ans,Arithmétique,2 ou moins,46.9
2012,Saskatchewan,47,Hommes,35 à 44 ans,Alphabétisme,2 ou moins,46.6
2012,Saskatchewan,47,Hommes,35 à 44 ans,Arithmétique,2 ou moins,41.9
2012,Saskatchewan,47,Hommes,45 à 54 ans,Alphabétisme,2 ou moins,50.1
2012,Saskatchewan,47,Hommes,45 à 54 ans,Arithmétique,2 ou moins,52.7
2012,Saskatchewan,47,Hommes,55 à 65 ans,Alphabétisme,2 ou moins,58.9
2012,Saskatchewan,47,Hommes,55 à 65 ans,Arithmétique,2 ou moins,60.5
2012,Saskatchewan,47,Femmes,Groupe d'âge totale,Alphabétisme,2 ou moins,48.1
2012,Saskatchewan,47,Femmes,Groupe d'âge totale,Arithmétique,2 ou moins,61.1
2012,Saskatchewan,47,Femmes,16 à 24 ans,Alphabétisme,2 ou moins,52.6
2012,Saskatchewan,47,Femmes,16 à 24 ans,Arithmétique,2 ou moins,67.0
2012,Saskatchewan,47,Femmes,25 à 34 ans,Alphabétisme,2 ou moins,42.9
2012,Saskatchewan,47,Femmes,25 à 34 ans,Arithmétique,2 ou moins,54.7
2012,Saskatchewan,47,Femmes,35 à 44 ans,Alphabétisme,2 ou moins,39.9
2012,Saskatchewan,47,Femmes,35 à 44 ans,Arithmétique,2 ou moins,52.7
2012,Saskatchewan,47,Femmes,45 à 54 ans,Alphabétisme,2 ou moins,50.4
2012,Saskatchewan,47,Femmes,45 à 54 ans,Arithmétique,2 ou moins,60.4
2012,Saskatchewan,47,Femmes,55 à 65 ans,Alphabétisme,2 ou moins,54.1
2012,Saskatchewan,47,Femmes,55 à 65 ans,Arithmétique,2 ou moins,70.5
2012,Alberta,48,Les deux sexes,Groupe d'âge totale,Alphabétisme,2 ou moins,44.9
2012,Alberta,48,Les deux sexes,Groupe d'âge totale,Arithmétique,2 ou moins,52.7
2012,Alberta,48,Les deux sexes,16 à 24 ans,Alphabétisme,2 ou moins,44.7
2012,Alberta,48,Les deux sexes,16 à 24 ans,Arithmétique,2 ou moins,53.4
2012,Alberta,48,Les deux sexes,25 à 34 ans,Alphabétisme,2 ou moins,36.5
2012,Alberta,48,Les deux sexes,25 à 34 ans,Arithmétique,2 ou moins,46.3
2012,Alberta,48,Les deux sexes,35 à 44 ans,Alphabétisme,2 ou moins,40.7
2012,Alberta,48,Les deux sexes,35 à 44 ans,Arithmétique,2 ou moins,50.1
2012,Alberta,48,Les deux sexes,45 à 54 ans,Alphabétisme,2 ou moins,48.3
2012,Alberta,48,Les deux sexes,45 à 54 ans,Arithmétique,2 ou moins,53.0
2012,Alberta,48,Les deux sexes,55 à 65 ans,Alphabétisme,2 ou moins,56.9
2012,Alberta,48,Les deux sexes,55 à 65 ans,Arithmétique,2 ou moins,62.9
2012,Alberta,48,Hommes,Groupe d'âge totale,Alphabétisme,2 ou moins,43.4
2012,Alberta,48,Hommes,Groupe d'âge totale,Arithmétique,2 ou moins,46.3
2012,Alberta,48,Hommes,16 à 24 ans,Alphabétisme,2 ou moins,43.6
2012,Alberta,48,Hommes,16 à 24 ans,Arithmétique,2 ou moins,49.1
2012,Alberta,48,Hommes,25 à 34 ans,Alphabétisme,2 ou moins,35.2
2012,Alberta,48,Hommes,25 à 34 ans,Arithmétique,2 ou moins,41.4
2012,Alberta,48,Hommes,35 à 44 ans,Alphabétisme,2 ou moins,41.8
2012,Alberta,48,Hommes,35 à 44 ans,Arithmétique,2 ou moins,46.7
2012,Alberta,48,Hommes,45 à 54 ans,Alphabétisme,2 ou moins,45.7
2012,Alberta,48,Hommes,45 à 54 ans,Arithmétique,2 ou moins,43.8
2012,Alberta,48,Hommes,55 à 65 ans,Alphabétisme,2 ou moins,53.6
2012,Alberta,48,Hommes,55 à 65 ans,Arithmétique,2 ou moins,52.8
2012,Alberta,48,Femmes,Groupe d'âge totale,Alphabétisme,2 ou moins,46.5
2012,Alberta,48,Femmes,Groupe d'âge totale,Arithmétique,2 ou moins,59.4
2012,Alberta,48,Femmes,16 à 24 ans,Alphabétisme,2 ou moins,45.8
2012,Alberta,48,Femmes,16 à 24 ans,Arithmétique,2 ou moins,58.1
2012,Alberta,48,Femmes,25 à 34 ans,Alphabétisme,2 ou moins,38.1
2012,Alberta,48,Femmes,25 à 34 ans,Arithmétique,2 ou moins,51.5
2012,Alberta,48,Femmes,35 à 44 ans,Alphabétisme,2 ou moins,39.5
2012,Alberta,48,Femmes,35 à 44 ans,Arithmétique,2 ou moins,53.7
2012,Alberta,48,Femmes,45 à 54 ans,Alphabétisme,2 ou moins,51.1
2012,Alberta,48,Femmes,45 à 54 ans,Arithmétique,2 ou moins,62.7
2012,Alberta,48,Femmes,55 à 65 ans,Alphabétisme,2 ou moins,60.2
2012,Alberta,48,Femmes,55 à 65 ans,Arithmétique,2 ou moins,73.1
2012,Colombie-Britannique,59,Les deux sexes,Groupe d'âge totale,Alphabétisme,2 ou moins,45.9
2012,Colombie-Britannique,59,Les deux sexes,Groupe d'âge totale,Arithmétique,2 ou moins,52.3
2012,Colombie-Britannique,59,Les deux sexes,16 à 24 ans,Alphabétisme,2 ou moins,43.2
2012,Colombie-Britannique,59,Les deux sexes,16 à 24 ans,Arithmétique,2 ou moins,52.3
2012,Colombie-Britannique,59,Les deux sexes,25 à 34 ans,Alphabétisme,2 ou moins,39.1
2012,Colombie-Britannique,59,Les deux sexes,25 à 34 ans,Arithmétique,2 ou moins,45.2
2012,Colombie-Britannique,59,Les deux sexes,35 à 44 ans,Alphabétisme,2 ou moins,40.7
2012,Colombie-Britannique,59,Les deux sexes,35 à 44 ans,Arithmétique,2 ou moins,46.3
2012,Colombie-Britannique,59,Les deux sexes,45 à 54 ans,Alphabétisme,2 ou moins,52.2
2012,Colombie-Britannique,59,Les deux sexes,45 à 54 ans,Arithmétique,2 ou moins,60.0
2012,Colombie-Britannique,59,Les deux sexes,55 à 65 ans,Alphabétisme,2 ou moins,52.2
2012,Colombie-Britannique,59,Les deux sexes,55 à 65 ans,Arithmétique,2 ou moins,56.2
2012,Colombie-Britannique,59,Hommes,Groupe d'âge totale,Alphabétisme,2 ou moins,44.2
2012,Colombie-Britannique,59,Hommes,Groupe d'âge totale,Arithmétique,2 ou moins,47.0
2012,Colombie-Britannique,59,Hommes,16 à 24 ans,Alphabétisme,2 ou moins,44.1
2012,Colombie-Britannique,59,Hommes,16 à 24 ans,Arithmétique,2 ou moins,50.2
2012,Colombie-Britannique,59,Hommes,25 à 34 ans,Alphabétisme,2 ou moins,42.2
2012,Colombie-Britannique,59,Hommes,25 à 34 ans,Arithmétique,2 ou moins,43.6
2012,Colombie-Britannique,59,Hommes,35 à 44 ans,Alphabétisme,2 ou moins,44.1
2012,Colombie-Britannique,59,Hommes,35 à 44 ans,Arithmétique,2 ou moins,43.6
2012,Colombie-Britannique,59,Hommes,45 à 54 ans,Alphabétisme,2 ou moins,45.9
2012,Colombie-Britannique,59,Hommes,45 à 54 ans,Arithmétique,2 ou moins,52.4
2012,Colombie-Britannique,59,Hommes,55 à 65 ans,Alphabétisme,2 ou moins,44.4
2012,Colombie-Britannique,59,Hommes,55 à 65 ans,Arithmétique,2 ou moins,44.6
2012,Colombie-Britannique,59,Femmes,Groupe d'âge totale,Alphabétisme,2 ou moins,47.5
2012,Colombie-Britannique,59,Femmes,Groupe d'âge totale,Arithmétique,2 ou moins,57.7
2012,Colombie-Britannique,59,Femmes,16 à 24 ans,Alphabétisme,2 ou moins,42.4
2012,Colombie-Britannique,59,Femmes,16 à 24 ans,Arithmétique,2 ou moins,54.5
2012,Colombie-Britannique,59,Femmes,25 à 34 ans,Alphabétisme,2 ou moins,35.9
2012,Colombie-Britannique,59,Femmes,25 à 34 ans,Arithmétique,2 ou moins,46.9
2012,Colombie-Britannique,59,Femmes,35 à 44 ans,Alphabétisme,2 ou moins,37.4
2012,Colombie-Britannique,59,Femmes,35 à 44 ans,Arithmétique,2 ou moins,49.0
2012,Colombie-Britannique,59,Femmes,45 à 54 ans,Alphabétisme,2 ou moins,58.3
2012,Colombie-Britannique,59,Femmes,45 à 54 ans,Arithmétique,2 ou moins,67.4
2012,Colombie-Britannique,59,Femmes,55 à 65 ans,Alphabétisme,2 ou moins,59.8
2012,Colombie-Britannique,59,Femmes,55 à 65 ans,Arithmétique,2 ou moins,67.4
2012,Yukon,60,Les deux sexes,Groupe d'âge totale,Alphabétisme,2 ou moins,44.3
2012,Yukon,60,Les deux sexes,Groupe d'âge totale,Arithmétique,2 ou moins,55.8
2012,Yukon,60,Les deux sexes,16 à 24 ans,Alphabétisme,2 ou moins,57.6
2012,Yukon,60,Les deux sexes,16 à 24 ans,Arithmétique,2 ou moins,64.9
2012,Yukon,60,Les deux sexes,25 à 34 ans,Alphabétisme,2 ou moins,43.6
2012,Yukon,60,Les deux sexes,25 à 34 ans,Arithmétique,2 ou moins,62.0
2012,Yukon,60,Les deux sexes,35 à 44 ans,Alphabétisme,2 ou moins,42.1
2012,Yukon,60,Les deux sexes,35 à 44 ans,Arithmétique,2 ou moins,49.6
2012,Yukon,60,Les deux sexes,45 à 54 ans,Alphabétisme,2 ou moins,35.7
2012,Yukon,60,Les deux sexes,45 à 54 ans,Arithmétique,2 ou moins,48.4
2012,Yukon,60,Les deux sexes,55 à 65 ans,Alphabétisme,2 ou moins,47.0
2012,Yukon,60,Les deux sexes,55 à 65 ans,Arithmétique,2 ou moins,57.9
2012,Yukon,60,Hommes,Groupe d'âge totale,Alphabétisme,2 ou moins,45.0
2012,Yukon,60,Hommes,Groupe d'âge totale,Arithmétique,2 ou moins,51.8
2012,Yukon,60,Hommes,16 à 24 ans,Alphabétisme,2 ou moins,48.3
2012,Yukon,60,Hommes,16 à 24 ans,Arithmétique,2 ou moins,58.6
2012,Yukon,60,Hommes,25 à 34 ans,Alphabétisme,2 ou moins,53.8
2012,Yukon,60,Hommes,25 à 34 ans,Arithmétique,2 ou moins,65.8
2012,Yukon,60,Hommes,35 à 44 ans,Alphabétisme,2 ou moins,38.3
2012,Yukon,60,Hommes,35 à 44 ans,Arithmétique,2 ou moins,41.8
2012,Yukon,60,Hommes,45 à 54 ans,Alphabétisme,2 ou moins,38.1
2012,Yukon,60,Hommes,45 à 54 ans,Arithmétique,2 ou moins,41.3
2012,Yukon,60,Hommes,55 à 65 ans,Alphabétisme,2 ou moins,48.4
2012,Yukon,60,Hommes,55 à 65 ans,Arithmétique,2 ou moins,55.0
2012,Yukon,60,Femmes,Groupe d'âge totale,Alphabétisme,2 ou moins,43.7
2012,Yukon,60,Femmes,Groupe d'âge totale,Arithmétique,2 ou moins,59.8
2012,Yukon,60,Femmes,16 à 24 ans,Alphabétisme,2 ou moins,67.4
2012,Yukon,60,Femmes,16 à 24 ans,Arithmétique,2 ou moins,71.5
2012,Yukon,60,Femmes,25 à 34 ans,Alphabétisme,2 ou moins,33.3
2012,Yukon,60,Femmes,25 à 34 ans,Arithmétique,2 ou moins,58.2
2012,Yukon,60,Femmes,35 à 44 ans,Alphabétisme,2 ou moins,45.3
2012,Yukon,60,Femmes,35 à 44 ans,Arithmétique,2 ou moins,56.3
2012,Yukon,60,Femmes,45 à 54 ans,Alphabétisme,2 ou moins,33.3
2012,Yukon,60,Femmes,45 à 54 ans,Arithmétique,2 ou moins,55.6
2012,Yukon,60,Femmes,55 à 65 ans,Alphabétisme,2 ou moins,45.4
2012,Yukon,60,Femmes,55 à 65 ans,Arithmétique,2 ou moins,61.1
2012,Territoires du Nord-Ouest,61,Les deux sexes,Groupe d'âge totale,Alphabétisme,2 ou moins,63.9
2012,Territoires du Nord-Ouest,61,Les deux sexes,Groupe d'âge totale,Arithmétique,2 ou moins,69.7
2012,Territoires du Nord-Ouest,61,Les deux sexes,16 à 24 ans,Alphabétisme,2 ou moins,68.5
2012,Territoires du Nord-Ouest,61,Les deux sexes,16 à 24 ans,Arithmétique,2 ou moins,73.2
2012,Territoires du Nord-Ouest,61,Les deux sexes,25 à 34 ans,Alphabétisme,2 ou moins,54.7
2012,Territoires du Nord-Ouest,61,Les deux sexes,25 à 34 ans,Arithmétique,2 ou moins,62.2
2012,Territoires du Nord-Ouest,61,Les deux sexes,35 à 44 ans,Alphabétisme,2 ou moins,57.7
2012,Territoires du Nord-Ouest,61,Les deux sexes,35 à 44 ans,Arithmétique,2 ou moins,65.8
2012,Territoires du Nord-Ouest,61,Les deux sexes,45 à 54 ans,Alphabétisme,2 ou moins,71.0
2012,Territoires du Nord-Ouest,61,Les deux sexes,45 à 54 ans,Arithmétique,2 ou moins,75.9
2012,Territoires du Nord-Ouest,61,Les deux sexes,55 à 65 ans,Alphabétisme,2 ou moins,70.0
2012,Territoires du Nord-Ouest,61,Les deux sexes,55 à 65 ans,Arithmétique,2 ou moins,73.5
2012,Territoires du Nord-Ouest,61,Hommes,Groupe d'âge totale,Alphabétisme,2 ou moins,63.0
2012,Territoires du Nord-Ouest,61,Hommes,Groupe d'âge totale,Arithmétique,2 ou moins,66.1
2012,Territoires du Nord-Ouest,61,Hommes,16 à 24 ans,Alphabétisme,2 ou moins,69.0
2012,Territoires du Nord-Ouest,61,Hommes,16 à 24 ans,Arithmétique,2 ou moins,70.2
2012,Territoires du Nord-Ouest,61,Hommes,25 à 34 ans,Alphabétisme,2 ou moins,55.7
2012,Territoires du Nord-Ouest,61,Hommes,25 à 34 ans,Arithmétique,2 ou moins,60.0
2012,Territoires du Nord-Ouest,61,Hommes,35 à 44 ans,Alphabétisme,2 ou moins,53.9
2012,Territoires du Nord-Ouest,61,Hommes,35 à 44 ans,Arithmétique,2 ou moins,60.7
2012,Territoires du Nord-Ouest,61,Hommes,45 à 54 ans,Alphabétisme,2 ou moins,68.4
2012,Territoires du Nord-Ouest,61,Hommes,45 à 54 ans,Arithmétique,2 ou moins,71.1
2012,Territoires du Nord-Ouest,61,Hommes,55 à 65 ans,Alphabétisme,2 ou moins,69.7
2012,Territoires du Nord-Ouest,61,Hommes,55 à 65 ans,Arithmétique,2 ou moins,69.5
2012,Territoires du Nord-Ouest,61,Femmes,Groupe d'âge totale,Alphabétisme,2 ou moins,64.7
2012,Territoires du Nord-Ouest,61,Femmes,Groupe d'âge totale,Arithmétique,2 ou moins,73.6
2012,Territoires du Nord-Ouest,61,Femmes,16 à 24 ans,Alphabétisme,2 ou moins,68.0
2012,Territoires du Nord-Ouest,61,Femmes,16 à 24 ans,Arithmétique,2 ou moins,76.6
2012,Territoires du Nord-Ouest,61,Femmes,25 à 34 ans,Alphabétisme,2 ou moins,53.7
2012,Territoires du Nord-Ouest,61,Femmes,25 à 34 ans,Arithmétique,2 ou moins,64.2
2012,Territoires du Nord-Ouest,61,Femmes,35 à 44 ans,Alphabétisme,2 ou moins,62.0
2012,Territoires du Nord-Ouest,61,Femmes,35 à 44 ans,Arithmétique,2 ou moins,71.7
2012,Territoires du Nord-Ouest,61,Femmes,45 à 54 ans,Alphabétisme,2 ou moins,73.6
2012,Territoires du Nord-Ouest,61,Femmes,45 à 54 ans,Arithmétique,2 ou moins,80.5
2012,Territoires du Nord-Ouest,61,Femmes,55 à 65 ans,Alphabétisme,2 ou moins,70.3
2012,Territoires du Nord-Ouest,61,Femmes,55 à 65 ans,Arithmétique,2 ou moins,78.5
2012,Nunavut,62,Les deux sexes,Groupe d'âge totale,Alphabétisme,2 ou moins,83.1
2012,Nunavut,62,Les deux sexes,Groupe d'âge totale,Arithmétique,2 ou moins,87.3
2012,Nunavut,62,Les deux sexes,16 à 24 ans,Alphabétisme,2 ou moins,90.7
2012,Nunavut,62,Les deux sexes,16 à 24 ans,Arithmétique,2 ou moins,93.2
2012,Nunavut,62,Les deux sexes,25 à 34 ans,Alphabétisme,2 ou moins,79.1
2012,Nunavut,62,Les deux sexes,25 à 34 ans,Arithmétique,2 ou moins,84.4
2012,Nunavut,62,Les deux sexes,35 à 44 ans,Alphabétisme,2 ou moins,80.2
2012,Nunavut,62,Les deux sexes,35 à 44 ans,Arithmétique,2 ou moins,84.3
2012,Nunavut,62,Les deux sexes,45 à 54 ans,Alphabétisme,2 ou moins,81.9
2012,Nunavut,62,Les deux sexes,45 à 54 ans,Arithmétique,2 ou moins,87.1
2012,Nunavut,62,Les deux sexes,55 à 65 ans,Alphabétisme,2 ou moins,81.7
2012,Nunavut,62,Les deux sexes,55 à 65 ans,Arithmétique,2 ou moins,85.5
2012,Nunavut,62,Hommes,Groupe d'âge totale,Alphabétisme,2 ou moins,83.1
2012,Nunavut,62,Hommes,Groupe d'âge totale,Arithmétique,2 ou moins,84.7
2012,Nunavut,62,Hommes,16 à 24 ans,Alphabétisme,2 ou moins,91.1
2012,Nunavut,62,Hommes,16 à 24 ans,Arithmétique,2 ou moins,91.5
2012,Nunavut,62,Hommes,25 à 34 ans,Alphabétisme,2 ou moins,77.3
2012,Nunavut,62,Hommes,25 à 34 ans,Arithmétique,2 ou moins,79.2
2012,Nunavut,62,Hommes,35 à 44 ans,Alphabétisme,2 ou moins,81.1
2012,Nunavut,62,Hommes,35 à 44 ans,Arithmétique,2 ou moins,81.5
2012,Nunavut,62,Hommes,45 à 54 ans,Alphabétisme,2 ou moins,84.0
2012,Nunavut,62,Hommes,45 à 54 ans,Arithmétique,2 ou moins,86.4
2012,Nunavut,62,Hommes,55 à 65 ans,Alphabétisme,2 ou moins,78.4
2012,Nunavut,62,Hommes,55 à 65 ans,Arithmétique,2 ou moins,82.6
2012,Nunavut,62,Femmes,Groupe d'âge totale,Alphabétisme,2 ou moins,83.2
2012,Nunavut,62,Femmes,Groupe d'âge totale,Arithmétique,2 ou moins,90.0
2012,Nunavut,62,Femmes,16 à 24 ans,Alphabétisme,2 ou moins,90.2
2012,Nunavut,62,Femmes,16 à 24 ans,Arithmétique,2 ou moins,95.0
2012,Nunavut,62,Femmes,25 à 34 ans,Alphabétisme,2 ou moins,80.8
2012,Nunavut,62,Femmes,25 à 34 ans,Arithmétique,2 ou moins,89.5
2012,Nunavut,62,Femmes,35 à 44 ans,Alphabétisme,2 ou moins,79.4
2012,Nunavut,62,Femmes,35 à 44 ans,Arithmétique,2 ou moins,87.0
2012,Nunavut,62,Femmes,45 à 54 ans,Alphabétisme,2 ou moins,79.5
2012,Nunavut,62,Femmes,45 à 54 ans,Arithmétique,2 ou moins,88.0
2012,Nunavut,62,Femmes,55 à 65 ans,Alphabétisme,2 ou moins,85.2
2012,Nunavut,62,Femmes,55 à 65 ans,Arithmétique,2 ou moins,88.6
2012,Canada,,Les deux sexes,Groupe d'âge totale,Alphabétisme,3 ou plus,51.5
2012,Canada,,Les deux sexes,Groupe d'âge totale,Arithmétique,3 ou plus,45.3
2012,Canada,,Les deux sexes,16 à 24 ans,Alphabétisme,3 ou plus,53.6
2012,Canada,,Les deux sexes,16 à 24 ans,Arithmétique,3 ou plus,46.6
2012,Canada,,Les deux sexes,25 à 34 ans,Alphabétisme,3 ou plus,60.1
2012,Canada,,Les deux sexes,25 à 34 ans,Arithmétique,3 ou plus,53.3
2012,Canada,,Les deux sexes,35 à 44 ans,Alphabétisme,3 ou plus,57.6
2012,Canada,,Les deux sexes,35 à 44 ans,Arithmétique,3 ou plus,51.0
2012,Canada,,Les deux sexes,45 à 54 ans,Alphabétisme,3 ou plus,47.1
2012,Canada,,Les deux sexes,45 à 54 ans,Arithmétique,3 ou plus,42.4
2012,Canada,,Les deux sexes,55 à 65 ans,Alphabétisme,3 ou plus,40.3
2012,Canada,,Les deux sexes,55 à 65 ans,Arithmétique,3 ou plus,34.2
2012,Canada,,Hommes,Groupe d'âge totale,Alphabétisme,3 ou plus,52.4
2012,Canada,,Hommes,Groupe d'âge totale,Arithmétique,3 ou plus,51.0
2012,Canada,,Hommes,16 à 24 ans,Alphabétisme,3 ou plus,52.9
2012,Canada,,Hommes,16 à 24 ans,Arithmétique,3 ou plus,50.1
2012,Canada,,Hommes,25 à 34 ans,Alphabétisme,3 ou plus,59.8
2012,Canada,,Hommes,25 à 34 ans,Arithmétique,3 ou plus,57.8
2012,Canada,,Hommes,35 à 44 ans,Alphabétisme,3 ou plus,57.8
2012,Canada,,Hommes,35 à 44 ans,Arithmétique,3 ou plus,56.9
2012,Canada,,Hommes,45 à 54 ans,Alphabétisme,3 ou plus,49.3
2012,Canada,,Hommes,45 à 54 ans,Arithmétique,3 ou plus,49.0
2012,Canada,,Hommes,55 à 65 ans,Alphabétisme,3 ou plus,42.7
2012,Canada,,Hommes,55 à 65 ans,Arithmétique,3 ou plus,41.8
2012,Canada,,Femmes,Groupe d'âge totale,Alphabétisme,3 ou plus,50.6
2012,Canada,,Femmes,Groupe d'âge totale,Arithmétique,3 ou plus,39.6
2012,Canada,,Femmes,16 à 24 ans,Alphabétisme,3 ou plus,54.4
2012,Canada,,Femmes,16 à 24 ans,Arithmétique,3 ou plus,43.0
2012,Canada,,Femmes,25 à 34 ans,Alphabétisme,3 ou plus,60.4
2012,Canada,,Femmes,25 à 34 ans,Arithmétique,3 ou plus,48.8
2012,Canada,,Femmes,35 à 44 ans,Alphabétisme,3 ou plus,57.3
2012,Canada,,Femmes,35 à 44 ans,Arithmétique,3 ou plus,45.0
2012,Canada,,Femmes,45 à 54 ans,Alphabétisme,3 ou plus,44.8
2012,Canada,,Femmes,45 à 54 ans,Arithmétique,3 ou plus,35.7
2012,Canada,,Femmes,55 à 65 ans,Alphabétisme,3 ou plus,37.9
2012,Canada,,Femmes,55 à 65 ans,Arithmétique,3 ou plus,26.9
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,Groupe d'âge totale,Alphabétisme,3 ou plus,43.2
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,Groupe d'âge totale,Arithmétique,3 ou plus,34.5
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,16 à 24 ans,Alphabétisme,3 ou plus,51.5
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,16 à 24 ans,Arithmétique,3 ou plus,45.4
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,25 à 34 ans,Alphabétisme,3 ou plus,57.5
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,25 à 34 ans,Arithmétique,3 ou plus,48.1
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,35 à 44 ans,Alphabétisme,3 ou plus,51.9
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,35 à 44 ans,Arithmétique,3 ou plus,43.3
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,45 à 54 ans,Alphabétisme,3 ou plus,38.6
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,45 à 54 ans,Arithmétique,3 ou plus,28.6
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,55 à 65 ans,Alphabétisme,3 ou plus,26.6
2012,Terre-Neuve-et-Labrador,10,Les deux sexes,55 à 65 ans,Arithmétique,3 ou plus,17.9
2012,Terre-Neuve-et-Labrador,10,Hommes,Groupe d'âge totale,Alphabétisme,3 ou plus,42.7
2012,Terre-Neuve-et-Labrador,10,Hommes,Groupe d'âge totale,Arithmétique,3 ou plus,37.8
2012,Terre-Neuve-et-Labrador,10,Hommes,16 à 24 ans,Alphabétisme,3 ou plus,49.2
2012,Terre-Neuve-et-Labrador,10,Hommes,16 à 24 ans,Arithmétique,3 ou plus,46.7
2012,Terre-Neuve-et-Labrador,10,Hommes,25 à 34 ans,Alphabétisme,3 ou plus,59.4
2012,Terre-Neuve-et-Labrador,10,Hommes,25 à 34 ans,Arithmétique,3 ou plus,53.9
2012,Terre-Neuve-et-Labrador,10,Hommes,35 à 44 ans,Alphabétisme,3 ou plus,48.6
2012,Terre-Neuve-et-Labrador,10,Hommes,35 à 44 ans,Arithmétique,3 ou plus,45.5
2012,Terre-Neuve-et-Labrador,10,Hommes,45 à 54 ans,Alphabétisme,3 ou plus,38.6
2012,Terre-Neuve-et-Labrador,10,Hommes,45 à 54 ans,Arithmétique,3 ou plus,31.1
2012,Terre-Neuve-et-Labrador,10,Hommes,55 à 65 ans,Alphabétisme,3 ou plus,27.6
2012,Terre-Neuve-et-Labrador,10,Hommes,55 à 65 ans,Arithmétique,3 ou plus,22.6
2012,Terre-Neuve-et-Labrador,10,Femmes,Groupe d'âge totale,Alphabétisme,3 ou plus,43.6
2012,Terre-Neuve-et-Labrador,10,Femmes,Groupe d'âge totale,Arithmétique,3 ou plus,31.3
2012,Terre-Neuve-et-Labrador,10,Femmes,16 à 24 ans,Alphabétisme,3 ou plus,53.9
2012,Terre-Neuve-et-Labrador,10,Femmes,16 à 24 ans,Arithmétique,3 ou plus,44.0
2012,Terre-Neuve-et-Labrador,10,Femmes,25 à 34 ans,Alphabétisme,3 ou plus,55.7
2012,Terre-Neuve-et-Labrador,10,Femmes,25 à 34 ans,Arithmétique,3 ou plus,42.5
2012,Terre-Neuve-et-Labrador,10,Femmes,35 à 44 ans,Alphabétisme,3 ou plus,54.9
2012,Terre-Neuve-et-Labrador,10,Femmes,35 à 44 ans,Arithmétique,3 ou plus,41.4
2012,Terre-Neuve-et-Labrador,10,Femmes,45 à 54 ans,Alphabétisme,3 ou plus,38.7
2012,Terre-Neuve-et-Labrador,10,Femmes,45 à 54 ans,Arithmétique,3 ou plus,26.3
2012,Terre-Neuve-et-Labrador,10,Femmes,55 à 65 ans,Alphabétisme,3 ou plus,25.6
2012,Terre-Neuve-et-Labrador,10,Femmes,55 à 65 ans,Arithmétique,3 ou plus,13.3
2012,Île-du-Prince-Édouard,11,Les deux sexes,Groupe d'âge totale,Alphabétisme,3 ou plus,54.7
2012,Île-du-Prince-Édouard,11,Les deux sexes,Groupe d'âge totale,Arithmétique,3 ou plus,44.2
2012,Île-du-Prince-Édouard,11,Les deux sexes,16 à 24 ans,Alphabétisme,3 ou plus,55.9
2012,Île-du-Prince-Édouard,11,Les deux sexes,16 à 24 ans,Arithmétique,3 ou plus,45.7
2012,Île-du-Prince-Édouard,11,Les deux sexes,25 à 34 ans,Alphabétisme,3 ou plus,67.7
2012,Île-du-Prince-Édouard,11,Les deux sexes,25 à 34 ans,Arithmétique,3 ou plus,54.5
2012,Île-du-Prince-Édouard,11,Les deux sexes,35 à 44 ans,Alphabétisme,3 ou plus,62.4
2012,Île-du-Prince-Édouard,11,Les deux sexes,35 à 44 ans,Arithmétique,3 ou plus,49.7
