Year,data.Geography,data.Economic family type,data.Household food security status,GeoCode,Value
2018,British Columbia,Persons not in an economic family,Food secure,59,76.2
2018,British Columbia,Persons not in an economic family,Food insecure,59,23.8
2018,British Columbia,Persons not in an economic family,"Food insecure, marginal",59,4.6
2018,British Columbia,Persons not in an economic family,"Food insecure, moderate or severe",59,19.2
2018,British Columbia,Persons not in an economic family,"Food insecure, moderate",59,9.6
2018,British Columbia,Persons not in an economic family,"Food insecure, severe",59,9.6
2018,British Columbia,Elderly persons not in an economic family,Food secure,59,84.6
2018,British Columbia,Elderly persons not in an economic family,Food insecure,59,15.4
2018,British Columbia,Elderly persons not in an economic family,"Food insecure, marginal",59,4.4
2018,British Columbia,Elderly persons not in an economic family,"Food insecure, moderate or severe",59,11.0
2018,British Columbia,Elderly persons not in an economic family,"Food insecure, moderate",59,7.4
2018,British Columbia,Elderly persons not in an economic family,"Food insecure, severe",59,3.6
2018,British Columbia,Elderly males not in an economic family,Food secure,59,81.3
2018,British Columbia,Elderly males not in an economic family,Food insecure,59,18.7
2018,British Columbia,Elderly males not in an economic family,"Food insecure, marginal",59,
2018,British Columbia,Elderly males not in an economic family,"Food insecure, moderate or severe",59,13.7
2018,British Columbia,Elderly males not in an economic family,"Food insecure, moderate",59,9.3
2018,British Columbia,Elderly males not in an economic family,"Food insecure, severe",59,
2018,British Columbia,Elderly females not in an economic family,Food secure,59,86.6
2018,British Columbia,Elderly females not in an economic family,Food insecure,59,13.4
2018,British Columbia,Elderly females not in an economic family,"Food insecure, marginal",59,
2018,British Columbia,Elderly females not in an economic family,"Food insecure, moderate or severe",59,9.3
2018,British Columbia,Elderly females not in an economic family,"Food insecure, moderate",59,6.2
2018,British Columbia,Elderly females not in an economic family,"Food insecure, severe",59,3.1
2018,British Columbia,Non-elderly persons not in an economic family,Food secure,59,73.2
2018,British Columbia,Non-elderly persons not in an economic family,Food insecure,59,26.8
2018,British Columbia,Non-elderly persons not in an economic family,"Food insecure, marginal",59,4.7
2018,British Columbia,Non-elderly persons not in an economic family,"Food insecure, moderate or severe",59,22.0
2018,British Columbia,Non-elderly persons not in an economic family,"Food insecure, moderate",59,10.4
2018,British Columbia,Non-elderly persons not in an economic family,"Food insecure, severe",59,11.7
2018,British Columbia,Non-elderly males not in an economic family,Food secure,59,71.5
2018,British Columbia,Non-elderly males not in an economic family,Food insecure,59,28.5
2018,British Columbia,Non-elderly males not in an economic family,"Food insecure, marginal",59,3.5
2018,British Columbia,Non-elderly males not in an economic family,"Food insecure, moderate or severe",59,25.0
2018,British Columbia,Non-elderly males not in an economic family,"Food insecure, moderate",59,10.8
2018,British Columbia,Non-elderly males not in an economic family,"Food insecure, severe",59,14.1
2018,British Columbia,Non-elderly females not in an economic family,Food secure,59,75.1
2018,British Columbia,Non-elderly females not in an economic family,Food insecure,59,24.9
2018,British Columbia,Non-elderly females not in an economic family,"Food insecure, marginal",59,
2018,British Columbia,Non-elderly females not in an economic family,"Food insecure, moderate or severe",59,18.8
2018,British Columbia,Non-elderly females not in an economic family,"Food insecure, moderate",59,9.9
2018,British Columbia,Non-elderly females not in an economic family,"Food insecure, severe",59,8.9
2019,Canada,All persons,Food secure,,84.1
2019,Canada,All persons,Food insecure,,15.9
2019,Canada,All persons,"Food insecure, marginal",,5.1
2019,Canada,All persons,"Food insecure, moderate or severe",,10.8
2019,Canada,All persons,"Food insecure, moderate",,7.6
2019,Canada,All persons,"Food insecure, severe",,3.2
2019,Canada,Persons in economic families,Food secure,,84.9
2019,Canada,Persons in economic families,Food insecure,,15.1
2019,Canada,Persons in economic families,"Food insecure, marginal",,5.0
2019,Canada,Persons in economic families,"Food insecure, moderate or severe",,10.1
2019,Canada,Persons in economic families,"Food insecure, moderate",,7.4
2019,Canada,Persons in economic families,"Food insecure, severe",,2.7
2019,Canada,Persons in elderly families,Food secure,,92.4
2019,Canada,Persons in elderly families,Food insecure,,7.6
2019,Canada,Persons in elderly families,"Food insecure, marginal",,2.7
2019,Canada,Persons in elderly families,"Food insecure, moderate or severe",,4.9
2019,Canada,Persons in elderly families,"Food insecure, moderate",,3.7
2019,Canada,Persons in elderly families,"Food insecure, severe",,1.3
2019,Canada,Persons in elderly couples,Food secure,,94.9
2019,Canada,Persons in elderly couples,Food insecure,,5.1
2019,Canada,Persons in elderly couples,"Food insecure, marginal",,2.1
2019,Canada,Persons in elderly couples,"Food insecure, moderate or severe",,3.0
2019,Canada,Persons in elderly couples,"Food insecure, moderate",,2.6
2019,Canada,Persons in elderly couples,"Food insecure, severe",,0.5
2019,Canada,Persons in other elderly families,Food secure,,86.8
2019,Canada,Persons in other elderly families,Food insecure,,13.2
2019,Canada,Persons in other elderly families,"Food insecure, marginal",,
2019,Canada,Persons in other elderly families,"Food insecure, moderate or severe",,9.2
2019,Canada,Persons in other elderly families,"Food insecure, moderate",,6.2
2019,Canada,Persons in other elderly families,"Food insecure, severe",,
2019,Canada,Persons in non-elderly families,Food secure,,83.7
2019,Canada,Persons in non-elderly families,Food insecure,,16.3
2019,Canada,Persons in non-elderly families,"Food insecure, marginal",,5.4
2019,Canada,Persons in non-elderly families,"Food insecure, moderate or severe",,10.9
2019,Canada,Persons in non-elderly families,"Food insecure, moderate",,8.0
2019,Canada,Persons in non-elderly families,"Food insecure, severe",,2.9
2019,Canada,Persons in couples,Food secure,,89.1
2019,Canada,Persons in couples,Food insecure,,10.9
2019,Canada,Persons in couples,"Food insecure, marginal",,3.8
2019,Canada,Persons in couples,"Food insecure, moderate or severe",,7.1
2019,Canada,Persons in couples,"Food insecure, moderate",,5.0
2019,Canada,Persons in couples,"Food insecure, severe",,2.1
2019,Canada,Persons in couple families with children,Food secure,,83.6
2019,Canada,Persons in couple families with children,Food insecure,,16.4
2019,Canada,Persons in couple families with children,"Food insecure, marginal",,6.4
2019,Canada,Persons in couple families with children,"Food insecure, moderate or severe",,10.0
2019,Canada,Persons in couple families with children,"Food insecure, moderate",,8.0
2019,Canada,Persons in couple families with children,"Food insecure, severe",,2.0
2019,Canada,Persons in couple families with other relatives,Food secure,,88.4
2019,Canada,Persons in couple families with other relatives,Food insecure,,11.6
2019,Canada,Persons in couple families with other relatives,"Food insecure, marginal",,3.7
2019,Canada,Persons in couple families with other relatives,"Food insecure, moderate or severe",,7.9
2019,Canada,Persons in couple families with other relatives,"Food insecure, moderate",,5.4
2019,Canada,Persons in couple families with other relatives,"Food insecure, severe",,2.5
2019,Canada,Persons in lone-parent families,Food secure,,61.3
2019,Canada,Persons in lone-parent families,Food insecure,,38.7
2019,Canada,Persons in lone-parent families,"Food insecure, marginal",,8.0
2019,Canada,Persons in lone-parent families,"Food insecure, moderate or severe",,30.7
2019,Canada,Persons in lone-parent families,"Food insecure, moderate",,20.6
2019,Canada,Persons in lone-parent families,"Food insecure, severe",,10.1
2019,Canada,Persons in male lone-parent families,Food secure,,67.9
2019,Canada,Persons in male lone-parent families,Food insecure,,32.1
2019,Canada,Persons in male lone-parent families,"Food insecure, marginal",,
2019,Canada,Persons in male lone-parent families,"Food insecure, moderate or severe",,22.7
2019,Canada,Persons in male lone-parent families,"Food insecure, moderate",,11.0
2019,Canada,Persons in male lone-parent families,"Food insecure, severe",,
2019,Canada,Persons in female lone-parent families,Food secure,,59.5
2019,Canada,Persons in female lone-parent families,Food insecure,,40.5
2019,Canada,Persons in female lone-parent families,"Food insecure, marginal",,7.6
2019,Canada,Persons in female lone-parent families,"Food insecure, moderate or severe",,32.9
2019,Canada,Persons in female lone-parent families,"Food insecure, moderate",,23.2
2019,Canada,Persons in female lone-parent families,"Food insecure, severe",,9.6
2019,Canada,Persons in other non-elderly families,Food secure,,81.7
2019,Canada,Persons in other non-elderly families,Food insecure,,18.3
2019,Canada,Persons in other non-elderly families,"Food insecure, marginal",,4.5
2019,Canada,Persons in other non-elderly families,"Food insecure, moderate or severe",,13.7
2019,Canada,Persons in other non-elderly families,"Food insecure, moderate",,9.4
2019,Canada,Persons in other non-elderly families,"Food insecure, severe",,4.3
2019,Canada,Persons not in an economic family,Food secure,,80.2
2019,Canada,Persons not in an economic family,Food insecure,,19.8
2019,Canada,Persons not in an economic family,"Food insecure, marginal",,5.3
2019,Canada,Persons not in an economic family,"Food insecure, moderate or severe",,14.5
2019,Canada,Persons not in an economic family,"Food insecure, moderate",,8.5
2019,Canada,Persons not in an economic family,"Food insecure, severe",,6.0
2019,Canada,Elderly persons not in an economic family,Food secure,,90.0
2019,Canada,Elderly persons not in an economic family,Food insecure,,10.0
2019,Canada,Elderly persons not in an economic family,"Food insecure, marginal",,3.2
2019,Canada,Elderly persons not in an economic family,"Food insecure, moderate or severe",,6.8
2019,Canada,Elderly persons not in an economic family,"Food insecure, moderate",,5.1
2019,Canada,Elderly persons not in an economic family,"Food insecure, severe",,1.7
2019,Canada,Elderly males not in an economic family,Food secure,,90.1
2019,Canada,Elderly males not in an economic family,Food insecure,,9.9
2019,Canada,Elderly males not in an economic family,"Food insecure, marginal",,2.8
2019,Canada,Elderly males not in an economic family,"Food insecure, moderate or severe",,7.1
2019,Canada,Elderly males not in an economic family,"Food insecure, moderate",,5.2
2019,Canada,Elderly males not in an economic family,"Food insecure, severe",,1.8
2019,Canada,Elderly females not in an economic family,Food secure,,89.9
2019,Canada,Elderly females not in an economic family,Food insecure,,10.1
2019,Canada,Elderly females not in an economic family,"Food insecure, marginal",,3.4
2019,Canada,Elderly females not in an economic family,"Food insecure, moderate or severe",,6.7
2019,Canada,Elderly females not in an economic family,"Food insecure, moderate",,5.1
2019,Canada,Elderly females not in an economic family,"Food insecure, severe",,1.6
2019,Canada,Non-elderly persons not in an economic family,Food secure,,75.7
2019,Canada,Non-elderly persons not in an economic family,Food insecure,,24.3
2019,Canada,Non-elderly persons not in an economic family,"Food insecure, marginal",,6.2
2019,Canada,Non-elderly persons not in an economic family,"Food insecure, moderate or severe",,18.1
2019,Canada,Non-elderly persons not in an economic family,"Food insecure, moderate",,10.1
2019,Canada,Non-elderly persons not in an economic family,"Food insecure, severe",,8.0
2019,Canada,Non-elderly males not in an economic family,Food secure,,77.0
2019,Canada,Non-elderly males not in an economic family,Food insecure,,23.0
2019,Canada,Non-elderly males not in an economic family,"Food insecure, marginal",,5.9
2019,Canada,Non-elderly males not in an economic family,"Food insecure, moderate or severe",,17.1
2019,Canada,Non-elderly males not in an economic family,"Food insecure, moderate",,10.2
2019,Canada,Non-elderly males not in an economic family,"Food insecure, severe",,6.8
2019,Canada,Non-elderly females not in an economic family,Food secure,,74.1
2019,Canada,Non-elderly females not in an economic family,Food insecure,,25.9
2019,Canada,Non-elderly females not in an economic family,"Food insecure, marginal",,6.6
2019,Canada,Non-elderly females not in an economic family,"Food insecure, moderate or severe",,19.3
2019,Canada,Non-elderly females not in an economic family,"Food insecure, moderate",,9.9
2019,Canada,Non-elderly females not in an economic family,"Food insecure, severe",,9.4
2019,Atlantic provinces,All persons,Food secure,,82.8
2019,Atlantic provinces,All persons,Food insecure,,17.2
2019,Atlantic provinces,All persons,"Food insecure, marginal",,5.3
2019,Atlantic provinces,All persons,"Food insecure, moderate or severe",,11.9
2019,Atlantic provinces,All persons,"Food insecure, moderate",,8.1
2019,Atlantic provinces,All persons,"Food insecure, severe",,3.8
2019,Atlantic provinces,Persons in economic families,Food secure,,84.1
2019,Atlantic provinces,Persons in economic families,Food insecure,,15.9
2019,Atlantic provinces,Persons in economic families,"Food insecure, marginal",,5.0
2019,Atlantic provinces,Persons in economic families,"Food insecure, moderate or severe",,11.0
2019,Atlantic provinces,Persons in economic families,"Food insecure, moderate",,8.0
2019,Atlantic provinces,Persons in economic families,"Food insecure, severe",,3.0
2019,Atlantic provinces,Persons in elderly families,Food secure,,92.8
2019,Atlantic provinces,Persons in elderly families,Food insecure,,7.2
2019,Atlantic provinces,Persons in elderly families,"Food insecure, marginal",,2.7
2019,Atlantic provinces,Persons in elderly families,"Food insecure, moderate or severe",,4.5
2019,Atlantic provinces,Persons in elderly families,"Food insecure, moderate",,3.5
2019,Atlantic provinces,Persons in elderly families,"Food insecure, severe",,
2019,Atlantic provinces,Persons in elderly couples,Food secure,,93.5
2019,Atlantic provinces,Persons in elderly couples,Food insecure,,6.5
2019,Atlantic provinces,Persons in elderly couples,"Food insecure, marginal",,3.0
2019,Atlantic provinces,Persons in elderly couples,"Food insecure, moderate or severe",,3.6
2019,Atlantic provinces,Persons in elderly couples,"Food insecure, moderate",,3.1
2019,Atlantic provinces,Persons in elderly couples,"Food insecure, severe",,
2019,Atlantic provinces,Persons in other elderly families,Food secure,,90.9
2019,Atlantic provinces,Persons in other elderly families,Food insecure,,9.1
2019,Atlantic provinces,Persons in other elderly families,"Food insecure, marginal",,
2019,Atlantic provinces,Persons in other elderly families,"Food insecure, moderate or severe",,7.1
2019,Atlantic provinces,Persons in other elderly families,"Food insecure, moderate",,
2019,Atlantic provinces,Persons in other elderly families,"Food insecure, severe",,
2019,Atlantic provinces,Persons in non-elderly families,Food secure,,82.1
2019,Atlantic provinces,Persons in non-elderly families,Food insecure,,17.9
2019,Atlantic provinces,Persons in non-elderly families,"Food insecure, marginal",,5.5
2019,Atlantic provinces,Persons in non-elderly families,"Food insecure, moderate or severe",,12.4
2019,Atlantic provinces,Persons in non-elderly families,"Food insecure, moderate",,9.0
2019,Atlantic provinces,Persons in non-elderly families,"Food insecure, severe",,3.4
2019,Atlantic provinces,Persons in couples,Food secure,,89.3
2019,Atlantic provinces,Persons in couples,Food insecure,,10.7
2019,Atlantic provinces,Persons in couples,"Food insecure, marginal",,3.5
2019,Atlantic provinces,Persons in couples,"Food insecure, moderate or severe",,7.2
2019,Atlantic provinces,Persons in couples,"Food insecure, moderate",,4.6
2019,Atlantic provinces,Persons in couples,"Food insecure, severe",,2.6
2019,Atlantic provinces,Persons in couple families with children,Food secure,,80.7
2019,Atlantic provinces,Persons in couple families with children,Food insecure,,19.3
2019,Atlantic provinces,Persons in couple families with children,"Food insecure, marginal",,6.6
2019,Atlantic provinces,Persons in couple families with children,"Food insecure, moderate or severe",,12.7
2019,Atlantic provinces,Persons in couple families with children,"Food insecure, moderate",,10.5
2019,Atlantic provinces,Persons in couple families with children,"Food insecure, severe",,2.1
2019,Atlantic provinces,Persons in couple families with other relatives,Food secure,,89.3
2019,Atlantic provinces,Persons in couple families with other relatives,Food insecure,,10.7
2019,Atlantic provinces,Persons in couple families with other relatives,"Food insecure, marginal",,
2019,Atlantic provinces,Persons in couple families with other relatives,"Food insecure, moderate or severe",,8.6
2019,Atlantic provinces,Persons in couple families with other relatives,"Food insecure, moderate",,6.0
2019,Atlantic provinces,Persons in couple families with other relatives,"Food insecure, severe",,
2019,Atlantic provinces,Persons in lone-parent families,Food secure,,58.3
2019,Atlantic provinces,Persons in lone-parent families,Food insecure,,41.7
2019,Atlantic provinces,Persons in lone-parent families,"Food insecure, marginal",,10.5
2019,Atlantic provinces,Persons in lone-parent families,"Food insecure, moderate or severe",,31.2
2019,Atlantic provinces,Persons in lone-parent families,"Food insecure, moderate",,18.7
2019,Atlantic provinces,Persons in lone-parent families,"Food insecure, severe",,12.5
2019,Atlantic provinces,Persons in male lone-parent families,Food secure,,65.5
2019,Atlantic provinces,Persons in male lone-parent families,Food insecure,,34.5
2019,Atlantic provinces,Persons in male lone-parent families,"Food insecure, marginal",,
2019,Atlantic provinces,Persons in male lone-parent families,"Food insecure, moderate or severe",,25.3
2019,Atlantic provinces,Persons in male lone-parent families,"Food insecure, moderate",,
2019,Atlantic provinces,Persons in male lone-parent families,"Food insecure, severe",,
2019,Atlantic provinces,Persons in female lone-parent families,Food secure,,56.3
2019,Atlantic provinces,Persons in female lone-parent families,Food insecure,,43.7
2019,Atlantic provinces,Persons in female lone-parent families,"Food insecure, marginal",,
2019,Atlantic provinces,Persons in female lone-parent families,"Food insecure, moderate or severe",,32.9
2019,Atlantic provinces,Persons in female lone-parent families,"Food insecure, moderate",,20.7
2019,Atlantic provinces,Persons in female lone-parent families,"Food insecure, severe",,12.2
2019,Atlantic provinces,Persons in other non-elderly families,Food secure,,82.0
2019,Atlantic provinces,Persons in other non-elderly families,Food insecure,,18.0
2019,Atlantic provinces,Persons in other non-elderly families,"Food insecure, marginal",,5.8
2019,Atlantic provinces,Persons in other non-elderly families,"Food insecure, moderate or severe",,12.1
2019,Atlantic provinces,Persons in other non-elderly families,"Food insecure, moderate",,8.3
2019,Atlantic provinces,Persons in other non-elderly families,"Food insecure, severe",,3.8
2019,Atlantic provinces,Persons not in an economic family,Food secure,,76.5
2019,Atlantic provinces,Persons not in an economic family,Food insecure,,23.5
2019,Atlantic provinces,Persons not in an economic family,"Food insecure, marginal",,7.2
2019,Atlantic provinces,Persons not in an economic family,"Food insecure, moderate or severe",,16.3
2019,Atlantic provinces,Persons not in an economic family,"Food insecure, moderate",,8.4
2019,Atlantic provinces,Persons not in an economic family,"Food insecure, severe",,8.0
2019,Atlantic provinces,Elderly persons not in an economic family,Food secure,,87.7
2019,Atlantic provinces,Elderly persons not in an economic family,Food insecure,,12.3
2019,Atlantic provinces,Elderly persons not in an economic family,"Food insecure, marginal",,4.2
2019,Atlantic provinces,Elderly persons not in an economic family,"Food insecure, moderate or severe",,8.1
2019,Atlantic provinces,Elderly persons not in an economic family,"Food insecure, moderate",,6.3
2019,Atlantic provinces,Elderly persons not in an economic family,"Food insecure, severe",,1.8
2019,Atlantic provinces,Elderly males not in an economic family,Food secure,,86.8
2019,Atlantic provinces,Elderly males not in an economic family,Food insecure,,13.2
2019,Atlantic provinces,Elderly males not in an economic family,"Food insecure, marginal",,4.7
2019,Atlantic provinces,Elderly males not in an economic family,"Food insecure, moderate or severe",,8.5
2019,Atlantic provinces,Elderly males not in an economic family,"Food insecure, moderate",,6.2
2019,Atlantic provinces,Elderly males not in an economic family,"Food insecure, severe",,
2019,Atlantic provinces,Elderly females not in an economic family,Food secure,,88.2
2019,Atlantic provinces,Elderly females not in an economic family,Food insecure,,11.8
2019,Atlantic provinces,Elderly females not in an economic family,"Food insecure, marginal",,3.9
2019,Atlantic provinces,Elderly females not in an economic family,"Food insecure, moderate or severe",,7.9
2019,Atlantic provinces,Elderly females not in an economic family,"Food insecure, moderate",,6.4
2019,Atlantic provinces,Elderly females not in an economic family,"Food insecure, severe",,
2019,Atlantic provinces,Non-elderly persons not in an economic family,Food secure,,70.1
2019,Atlantic provinces,Non-elderly persons not in an economic family,Food insecure,,29.9
2019,Atlantic provinces,Non-elderly persons not in an economic family,"Food insecure, marginal",,8.9
2019,Atlantic provinces,Non-elderly persons not in an economic family,"Food insecure, moderate or severe",,21.0
2019,Atlantic provinces,Non-elderly persons not in an economic family,"Food insecure, moderate",,9.5
2019,Atlantic provinces,Non-elderly persons not in an economic family,"Food insecure, severe",,11.5
2019,Atlantic provinces,Non-elderly males not in an economic family,Food secure,,69.2
2019,Atlantic provinces,Non-elderly males not in an economic family,Food insecure,,30.8
2019,Atlantic provinces,Non-elderly males not in an economic family,"Food insecure, marginal",,7.7
2019,Atlantic provinces,Non-elderly males not in an economic family,"Food insecure, moderate or severe",,23.1
2019,Atlantic provinces,Non-elderly males not in an economic family,"Food insecure, moderate",,11.1
2019,Atlantic provinces,Non-elderly males not in an economic family,"Food insecure, severe",,12.0
2019,Atlantic provinces,Non-elderly females not in an economic family,Food secure,,71.2
2019,Atlantic provinces,Non-elderly females not in an economic family,Food insecure,,28.8
2019,Atlantic provinces,Non-elderly females not in an economic family,"Food insecure, marginal",,10.2
2019,Atlantic provinces,Non-elderly females not in an economic family,"Food insecure, moderate or severe",,18.6
2019,Atlantic provinces,Non-elderly females not in an economic family,"Food insecure, moderate",,7.7
2019,Atlantic provinces,Non-elderly females not in an economic family,"Food insecure, severe",,10.9
2019,Newfoundland and Labrador,All persons,Food secure,10,82.3
2019,Newfoundland and Labrador,All persons,Food insecure,10,17.7
2019,Newfoundland and Labrador,All persons,"Food insecure, marginal",10,5.6
2019,Newfoundland and Labrador,All persons,"Food insecure, moderate or severe",10,12.0
2019,Newfoundland and Labrador,All persons,"Food insecure, moderate",10,9.0
2019,Newfoundland and Labrador,All persons,"Food insecure, severe",10,3.0
2019,Newfoundland and Labrador,Persons in economic families,Food secure,10,83.6
2019,Newfoundland and Labrador,Persons in economic families,Food insecure,10,16.4
2019,Newfoundland and Labrador,Persons in economic families,"Food insecure, marginal",10,5.4
2019,Newfoundland and Labrador,Persons in economic families,"Food insecure, moderate or severe",10,11.0
2019,Newfoundland and Labrador,Persons in economic families,"Food insecure, moderate",10,8.7
2019,Newfoundland and Labrador,Persons in economic families,"Food insecure, severe",10,2.3
2019,Newfoundland and Labrador,Persons in elderly families,Food secure,10,92.5
2019,Newfoundland and Labrador,Persons in elderly families,Food insecure,10,7.5
2019,Newfoundland and Labrador,Persons in elderly families,"Food insecure, marginal",10,4.6
2019,Newfoundland and Labrador,Persons in elderly families,"Food insecure, moderate or severe",10,2.9
2019,Newfoundland and Labrador,Persons in elderly families,"Food insecure, moderate",10,
2019,Newfoundland and Labrador,Persons in elderly families,"Food insecure, severe",10,
2019,Newfoundland and Labrador,Persons in elderly couples,Food secure,10,92.4
2019,Newfoundland and Labrador,Persons in elderly couples,Food insecure,10,7.6
2019,Newfoundland and Labrador,Persons in elderly couples,"Food insecure, marginal",10,
2019,Newfoundland and Labrador,Persons in elderly couples,"Food insecure, moderate or severe",10,
2019,Newfoundland and Labrador,Persons in elderly couples,"Food insecure, moderate",10,
2019,Newfoundland and Labrador,Persons in elderly couples,"Food insecure, severe",10,
2019,Newfoundland and Labrador,Persons in other elderly families,Food secure,10,93.0
2019,Newfoundland and Labrador,Persons in other elderly families,Food insecure,10,
2019,Newfoundland and Labrador,Persons in other elderly families,"Food insecure, marginal",10,
2019,Newfoundland and Labrador,Persons in other elderly families,"Food insecure, moderate or severe",10,
2019,Newfoundland and Labrador,Persons in other elderly families,"Food insecure, moderate",10,
2019,Newfoundland and Labrador,Persons in other elderly families,"Food insecure, severe",10,
2019,Newfoundland and Labrador,Persons in non-elderly families,Food secure,10,81.2
2019,Newfoundland and Labrador,Persons in non-elderly families,Food insecure,10,18.8
2019,Newfoundland and Labrador,Persons in non-elderly families,"Food insecure, marginal",10,5.6
2019,Newfoundland and Labrador,Persons in non-elderly families,"Food insecure, moderate or severe",10,13.1
2019,Newfoundland and Labrador,Persons in non-elderly families,"Food insecure, moderate",10,10.4
2019,Newfoundland and Labrador,Persons in non-elderly families,"Food insecure, severe",10,2.7
2019,Newfoundland and Labrador,Persons in couples,Food secure,10,89.9
2019,Newfoundland and Labrador,Persons in couples,Food insecure,10,10.1
2019,Newfoundland and Labrador,Persons in couples,"Food insecure, marginal",10,
2019,Newfoundland and Labrador,Persons in couples,"Food insecure, moderate or severe",10,7.1
2019,Newfoundland and Labrador,Persons in couples,"Food insecure, moderate",10,6.0
2019,Newfoundland and Labrador,Persons in couples,"Food insecure, severe",10,
2019,Newfoundland and Labrador,Persons in couple families with children,Food secure,10,78.8
2019,Newfoundland and Labrador,Persons in couple families with children,Food insecure,10,21.2
2019,Newfoundland and Labrador,Persons in couple families with children,"Food insecure, marginal",10,6.1
2019,Newfoundland and Labrador,Persons in couple families with children,"Food insecure, moderate or severe",10,15.1
2019,Newfoundland and Labrador,Persons in couple families with children,"Food insecure, moderate",10,13.4
2019,Newfoundland and Labrador,Persons in couple families with children,"Food insecure, severe",10,
2019,Newfoundland and Labrador,Persons in couple families with other relatives,Food secure,10,89.6
2019,Newfoundland and Labrador,Persons in couple families with other relatives,Food insecure,10,
2019,Newfoundland and Labrador,Persons in couple families with other relatives,"Food insecure, marginal",10,
2019,Newfoundland and Labrador,Persons in couple families with other relatives,"Food insecure, moderate or severe",10,
2019,Newfoundland and Labrador,Persons in couple families with other relatives,"Food insecure, moderate",10,
2019,Newfoundland and Labrador,Persons in couple families with other relatives,"Food insecure, severe",10,
2019,Newfoundland and Labrador,Persons in lone-parent families,Food secure,10,51.7
2019,Newfoundland and Labrador,Persons in lone-parent families,Food insecure,10,48.3
2019,Newfoundland and Labrador,Persons in lone-parent families,"Food insecure, marginal",10,
2019,Newfoundland and Labrador,Persons in lone-parent families,"Food insecure, moderate or severe",10,33.0
2019,Newfoundland and Labrador,Persons in lone-parent families,"Food insecure, moderate",10,
2019,Newfoundland and Labrador,Persons in lone-parent families,"Food insecure, severe",10,
2019,Newfoundland and Labrador,Persons in male lone-parent families,Food secure,10,
2019,Newfoundland and Labrador,Persons in male lone-parent families,Food insecure,10,
2019,Newfoundland and Labrador,Persons in male lone-parent families,"Food insecure, marginal",10,
2019,Newfoundland and Labrador,Persons in male lone-parent families,"Food insecure, moderate or severe",10,
2019,Newfoundland and Labrador,Persons in male lone-parent families,"Food insecure, moderate",10,
2019,Newfoundland and Labrador,Persons in male lone-parent families,"Food insecure, severe",10,
2019,Newfoundland and Labrador,Persons in female lone-parent families,Food secure,10,47.4
2019,Newfoundland and Labrador,Persons in female lone-parent families,Food insecure,10,52.6
2019,Newfoundland and Labrador,Persons in female lone-parent families,"Food insecure, marginal",10,
2019,Newfoundland and Labrador,Persons in female lone-parent families,"Food insecure, moderate or severe",10,39.7
2019,Newfoundland and Labrador,Persons in female lone-parent families,"Food insecure, moderate",10,
2019,Newfoundland and Labrador,Persons in female lone-parent families,"Food insecure, severe",10,
2019,Newfoundland and Labrador,Persons in other non-elderly families,Food secure,10,79.1
2019,Newfoundland and Labrador,Persons in other non-elderly families,Food insecure,10,
2019,Newfoundland and Labrador,Persons in other non-elderly families,"Food insecure, marginal",10,
2019,Newfoundland and Labrador,Persons in other non-elderly families,"Food insecure, moderate or severe",10,
2019,Newfoundland and Labrador,Persons in other non-elderly families,"Food insecure, moderate",10,
2019,Newfoundland and Labrador,Persons in other non-elderly families,"Food insecure, severe",10,
2019,Newfoundland and Labrador,Persons not in an economic family,Food secure,10,75.1
2019,Newfoundland and Labrador,Persons not in an economic family,Food insecure,10,24.9
2019,Newfoundland and Labrador,Persons not in an economic family,"Food insecure, marginal",10,7.0
2019,Newfoundland and Labrador,Persons not in an economic family,"Food insecure, moderate or severe",10,17.9
2019,Newfoundland and Labrador,Persons not in an economic family,"Food insecure, moderate",10,10.8
2019,Newfoundland and Labrador,Persons not in an economic family,"Food insecure, severe",10,7.1
2019,Newfoundland and Labrador,Elderly persons not in an economic family,Food secure,10,88.0
2019,Newfoundland and Labrador,Elderly persons not in an economic family,Food insecure,10,12.0
2019,Newfoundland and Labrador,Elderly persons not in an economic family,"Food insecure, marginal",10,
2019,Newfoundland and Labrador,Elderly persons not in an economic family,"Food insecure, moderate or severe",10,6.0
2019,Newfoundland and Labrador,Elderly persons not in an economic family,"Food insecure, moderate",10,6.0
2019,Newfoundland and Labrador,Elderly persons not in an economic family,"Food insecure, severe",10,
2019,Newfoundland and Labrador,Elderly males not in an economic family,Food secure,10,91.9
2019,Newfoundland and Labrador,Elderly males not in an economic family,Food insecure,10,
2019,Newfoundland and Labrador,Elderly males not in an economic family,"Food insecure, marginal",10,
2019,Newfoundland and Labrador,Elderly males not in an economic family,"Food insecure, moderate or severe",10,
2019,Newfoundland and Labrador,Elderly males not in an economic family,"Food insecure, moderate",10,
2019,Newfoundland and Labrador,Elderly males not in an economic family,"Food insecure, severe",10,
2019,Newfoundland and Labrador,Elderly females not in an economic family,Food secure,10,86.1
2019,Newfoundland and Labrador,Elderly females not in an economic family,Food insecure,10,13.9
2019,Newfoundland and Labrador,Elderly females not in an economic family,"Food insecure, marginal",10,
2019,Newfoundland and Labrador,Elderly females not in an economic family,"Food insecure, moderate or severe",10,7.1
2019,Newfoundland and Labrador,Elderly females not in an economic family,"Food insecure, moderate",10,7.1
2019,Newfoundland and Labrador,Elderly females not in an economic family,"Food insecure, severe",10,
