Year,Géographie,Type of provider,Value
2015,Nouveau-Brunswick,Opticiens,0.0
2015,Nouveau-Brunswick,Optométristes,15.6
2015,Nouveau-Brunswick,Ambulanciers paramédicaux,160.1
2015,Nouveau-Brunswick,Pharmaciens,113.5
2015,Nouveau-Brunswick,Techniciens en pharmacie,2.9
2015,Nouveau-Brunswick,Adjoints au médecin,0.7
2015,Nouveau-Brunswick,Médecins,220.6
2015,Nouveau-Brunswick,Physiothérapeutes,67.1
2015,Nouveau-Brunswick,Psychologues,
2015,Nouveau-Brunswick,Psychologues,0.0
2015,Nouveau-Brunswick,Infirmières autorisées,1085.9
2015,Nouveau-Brunswick,Infirmières psychiatriques autorisées,
2015,Nouveau-Brunswick,Infirmières psychiatriques autorisées,0.0
2015,Nouveau-Brunswick,Personnel infirmier réglementé,1532.3
2015,Nouveau-Brunswick,Inhalothérapeutes,48.6
2015,Nouveau-Brunswick,Travailleurs sociaux,221.9
2015,Nouveau-Brunswick,Spécialistes,100.2
2015,Nouveau-Brunswick,Orthophonistes,31.4
2015,Nouveau-Brunswick,Orthophonistes,31.4
2016,Nouveau-Brunswick,Audiologistes,10.1
2016,Nouveau-Brunswick,Chiropraticiens,11.4
2016,Nouveau-Brunswick,Assistants dentaires,69.2
2016,Nouveau-Brunswick,Hygiénistes dentaires,64.1
2016,Nouveau-Brunswick,Dentistes,44.1
2016,Nouveau-Brunswick,Diététistes,49.0
2016,Nouveau-Brunswick,Professionnels de la santé publique environnementale,5.9
2016,Nouveau-Brunswick,Médecins de famille,125.8
2016,Nouveau-Brunswick,Conseillers en génétique,
2016,Nouveau-Brunswick,Conseillers en génétique,0.0
2016,Nouveau-Brunswick,Professionnels de la gestion de l’information sur la santé,16.2
2016,Nouveau-Brunswick,Infirmières auxiliaires autorisées,438.2
2016,Nouveau-Brunswick,Technologistes de laboratoire médical,87.1
2016,Nouveau-Brunswick,Physiciens médicaux,1.8
2016,Nouveau-Brunswick,Technologues en radiation médicale,76.2
2016,Nouveau-Brunswick,Sages-femmes,0.0
2016,Nouveau-Brunswick,Infirmières praticiennes,15.3
2016,Nouveau-Brunswick,Ergothérapeutes,46.8
2016,Nouveau-Brunswick,Opticiens,27.4
2016,Nouveau-Brunswick,Opticiens,27.4
2016,Nouveau-Brunswick,Optométristes,16.2
2016,Nouveau-Brunswick,Ambulanciers paramédicaux,
2016,Nouveau-Brunswick,Ambulanciers paramédicaux,0.0
2016,Nouveau-Brunswick,Pharmaciens,113.3
2016,Nouveau-Brunswick,Techniciens en pharmacie,5.0
2016,Nouveau-Brunswick,Adjoints au médecin,1.0
2016,Nouveau-Brunswick,Médecins,227.3
2016,Nouveau-Brunswick,Physiothérapeutes,67.6
2016,Nouveau-Brunswick,Psychologues,47.7
2016,Nouveau-Brunswick,Infirmières autorisées,1052.3
2016,Nouveau-Brunswick,Infirmières psychiatriques autorisées,
2016,Nouveau-Brunswick,Infirmières psychiatriques autorisées,0.0
2016,Nouveau-Brunswick,Personnel infirmier réglementé,1505.9
2016,Nouveau-Brunswick,Inhalothérapeutes,46.9
2016,Nouveau-Brunswick,Travailleurs sociaux,228.3
2016,Nouveau-Brunswick,Spécialistes,101.5
2016,Nouveau-Brunswick,Orthophonistes,32.1
2016,Nouveau-Brunswick,Orthophonistes,32.1
2017,Nouveau-Brunswick,Audiologistes,9.8
2017,Nouveau-Brunswick,Chiropraticiens,11.0
2017,Nouveau-Brunswick,Assistants dentaires,70.2
2017,Nouveau-Brunswick,Hygiénistes dentaires,66.3
2017,Nouveau-Brunswick,Dentistes,41.9
2017,Nouveau-Brunswick,Diététistes,48.7
2017,Nouveau-Brunswick,Professionnels de la santé publique environnementale,6.5
2017,Nouveau-Brunswick,Médecins de famille,128.9
2017,Nouveau-Brunswick,Conseillers en génétique,
2017,Nouveau-Brunswick,Conseillers en génétique,0.0
2017,Nouveau-Brunswick,Professionnels de la gestion de l’information sur la santé,16.7
2017,Nouveau-Brunswick,Infirmières auxiliaires autorisées,424.2
2017,Nouveau-Brunswick,Technologistes de laboratoire médical,84.4
2017,Nouveau-Brunswick,Physiciens médicaux,1.7
2017,Nouveau-Brunswick,Technologues en radiation médicale,79.6
2017,Nouveau-Brunswick,Sages-femmes,0.4
2017,Nouveau-Brunswick,Infirmières praticiennes,16.3
2017,Nouveau-Brunswick,Ergothérapeutes,48.0
2017,Nouveau-Brunswick,Opticiens,29.2
2017,Nouveau-Brunswick,Optométristes,15.9
2017,Nouveau-Brunswick,Ambulanciers paramédicaux,
2017,Nouveau-Brunswick,Ambulanciers paramédicaux,0.0
2017,Nouveau-Brunswick,Pharmaciens,119.1
2017,Nouveau-Brunswick,Techniciens en pharmacie,10.6
2017,Nouveau-Brunswick,Adjoints au médecin,1.3
2017,Nouveau-Brunswick,Médecins,234.4
2017,Nouveau-Brunswick,Physiothérapeutes,66.4
2017,Nouveau-Brunswick,Psychologues,47.2
2017,Nouveau-Brunswick,Psychotherapists/counselling therapists,
2017,Nouveau-Brunswick,Psychotherapists/counselling therapists,0.0
2017,Nouveau-Brunswick,Infirmières autorisées,1049.4
2017,Nouveau-Brunswick,Infirmières psychiatriques autorisées,
2017,Nouveau-Brunswick,Infirmières psychiatriques autorisées,0.0
2017,Nouveau-Brunswick,Personnel infirmier réglementé,1489.9
2017,Nouveau-Brunswick,Inhalothérapeutes,50.7
2017,Nouveau-Brunswick,Travailleurs sociaux,254.1
2017,Nouveau-Brunswick,Spécialistes,105.5
2017,Nouveau-Brunswick,Orthophonistes,31.4
2017,Nouveau-Brunswick,Orthophonistes,31.4
2018,Nouveau-Brunswick,Audiologistes,9.9
2018,Nouveau-Brunswick,Chiropraticiens,12.2
2018,Nouveau-Brunswick,Assistants dentaires,
2018,Nouveau-Brunswick,Assistants dentaires,0.0
2018,Nouveau-Brunswick,Hygiénistes dentaires,65.9
2018,Nouveau-Brunswick,Dentistes,42.3
2018,Nouveau-Brunswick,Diététistes,51.1
2018,Nouveau-Brunswick,Professionnels de la santé publique environnementale,6.5
2018,Nouveau-Brunswick,Médecins de famille,133.2
2018,Nouveau-Brunswick,Conseillers en génétique,
2018,Nouveau-Brunswick,Conseillers en génétique,0.0
2018,Nouveau-Brunswick,Professionnels de la gestion de l’information sur la santé,
2018,Nouveau-Brunswick,Professionnels de la gestion de l’information sur la santé,0.0
2018,Nouveau-Brunswick,Infirmières auxiliaires autorisées,440.6
2018,Nouveau-Brunswick,Technologistes de laboratoire médical,82.7
2018,Nouveau-Brunswick,Physiciens médicaux,1.7
2018,Nouveau-Brunswick,Technologues en radiation médicale,77.2
2018,Nouveau-Brunswick,Sages-femmes,0.5
2018,Nouveau-Brunswick,Infirmières praticiennes,16.9
2018,Nouveau-Brunswick,Ergothérapeutes,48.4
2018,Nouveau-Brunswick,Opticiens,
2018,Nouveau-Brunswick,Opticiens,0.0
2018,Nouveau-Brunswick,Optométristes,15.4
2018,Nouveau-Brunswick,Ambulanciers paramédicaux,
2018,Nouveau-Brunswick,Ambulanciers paramédicaux,0.0
2018,Nouveau-Brunswick,Pharmaciens,118.7
2018,Nouveau-Brunswick,Techniciens en pharmacie,17.7
2018,Nouveau-Brunswick,Adjoints au médecin,1.2
2018,Nouveau-Brunswick,Médecins,244.7
2018,Nouveau-Brunswick,Physiothérapeutes,70.2
2018,Nouveau-Brunswick,Psychologues,46.2
2018,Nouveau-Brunswick,Psychotherapists/counselling therapists,
2018,Nouveau-Brunswick,Psychotherapists/counselling therapists,0.0
2018,Nouveau-Brunswick,Infirmières autorisées,1043.4
2018,Nouveau-Brunswick,Infirmières psychiatriques autorisées,
2018,Nouveau-Brunswick,Infirmières psychiatriques autorisées,0.0
2018,Nouveau-Brunswick,Personnel infirmier réglementé,1500.8
2018,Nouveau-Brunswick,Inhalothérapeutes,53.2
2018,Nouveau-Brunswick,Travailleurs sociaux,262.4
2018,Nouveau-Brunswick,Spécialistes,111.5
2018,Nouveau-Brunswick,Orthophonistes,31.5
2018,Nouveau-Brunswick,Orthophonistes,31.5
2019,Nouveau-Brunswick,Audiologistes,10.3
2019,Nouveau-Brunswick,Chiropraticiens,12.7
2019,Nouveau-Brunswick,Assistants dentaires,69.0
2019,Nouveau-Brunswick,Hygiénistes dentaires,66.5
2019,Nouveau-Brunswick,Dentistes,42.6
2019,Nouveau-Brunswick,Diététistes,49.8
2019,Nouveau-Brunswick,Professionnels de la santé publique environnementale,6.3
2019,Nouveau-Brunswick,Médecins de famille,136.1
2019,Nouveau-Brunswick,Conseillers en génétique,
2019,Nouveau-Brunswick,Conseillers en génétique,0.0
2019,Nouveau-Brunswick,Professionnels de la gestion de l’information sur la santé,16.1
2019,Nouveau-Brunswick,Infirmières auxiliaires autorisées,422.8
2019,Nouveau-Brunswick,Technologistes de laboratoire médical,84.8
2019,Nouveau-Brunswick,Physiciens médicaux,1.7
2019,Nouveau-Brunswick,Technologues en radiation médicale,74.6
2019,Nouveau-Brunswick,Sages-femmes,0.9
2019,Nouveau-Brunswick,Infirmières praticiennes,17.9
2019,Nouveau-Brunswick,Ergothérapeutes,51.9
2019,Nouveau-Brunswick,Opticiens,32.6
2019,Nouveau-Brunswick,Opticiens,32.6
2019,Nouveau-Brunswick,Optométristes,16.5
2019,Nouveau-Brunswick,Ambulanciers paramédicaux,
2019,Nouveau-Brunswick,Ambulanciers paramédicaux,0.0
2019,Nouveau-Brunswick,Pharmaciens,118.0
2019,Nouveau-Brunswick,Techniciens en pharmacie,31.4
2019,Nouveau-Brunswick,Techniciens en pharmacie,31.4
2019,Nouveau-Brunswick,Adjoints au médecin,1.2
2019,Nouveau-Brunswick,Médecins,247.4
2019,Nouveau-Brunswick,Physiothérapeutes,73.0
2019,Nouveau-Brunswick,Psychologues,46.8
2019,Nouveau-Brunswick,Psychotherapists/counselling therapists,
2019,Nouveau-Brunswick,Psychotherapists/counselling therapists,0.0
2019,Nouveau-Brunswick,Infirmières autorisées,1031.9
2019,Nouveau-Brunswick,Infirmières psychiatriques autorisées,
2019,Nouveau-Brunswick,Infirmières psychiatriques autorisées,0.0
2019,Nouveau-Brunswick,Personnel infirmier réglementé,1472.6
2019,Nouveau-Brunswick,Inhalothérapeutes,55.2
2019,Nouveau-Brunswick,Travailleurs sociaux,266.2
2019,Nouveau-Brunswick,Spécialistes,111.3
2019,Nouveau-Brunswick,Orthophonistes,32.2
2020,Nouveau-Brunswick,Audiologistes,10.5
2020,Nouveau-Brunswick,Chiropraticiens,14.0
2020,Nouveau-Brunswick,Assistants dentaires,72.8
2020,Nouveau-Brunswick,Hygiénistes dentaires,68.4
2020,Nouveau-Brunswick,Dentistes,45.3
2020,Nouveau-Brunswick,Diététistes,49.3
2020,Nouveau-Brunswick,Professionnels de la santé publique environnementale,5.7
2020,Nouveau-Brunswick,Médecins de famille,136.9
2020,Nouveau-Brunswick,Conseillers en génétique,
2020,Nouveau-Brunswick,Conseillers en génétique,0.0
2020,Nouveau-Brunswick,Professionnels de la gestion de l’information sur la santé,15.3
2020,Nouveau-Brunswick,Infirmières auxiliaires autorisées,392.7
2020,Nouveau-Brunswick,Technologistes de laboratoire médical,83.6
2020,Nouveau-Brunswick,Physiciens médicaux,0.8
2020,Nouveau-Brunswick,Technologues en radiation médicale,76.4
2020,Nouveau-Brunswick,Sages-femmes,0.9
2020,Nouveau-Brunswick,Infirmières praticiennes,18.9
2020,Nouveau-Brunswick,Ergothérapeutes,51.3
2020,Nouveau-Brunswick,Opticiens,
2020,Nouveau-Brunswick,Opticiens,0.0
2020,Nouveau-Brunswick,Optométristes,16.5
2020,Nouveau-Brunswick,Ambulanciers paramédicaux,
2020,Nouveau-Brunswick,Ambulanciers paramédicaux,0.0
2020,Nouveau-Brunswick,Pharmaciens,115.2
2020,Nouveau-Brunswick,Techniciens en pharmacie,30.9
2020,Nouveau-Brunswick,Adjoints au médecin,1.3
2020,Nouveau-Brunswick,Médecins,248.8
2020,Nouveau-Brunswick,Physiothérapeutes,75.2
2020,Nouveau-Brunswick,Psychologues,46.5
2020,Nouveau-Brunswick,Psychotherapists/counselling therapists,
2020,Nouveau-Brunswick,Psychotherapists/counselling therapists,0.0
2020,Nouveau-Brunswick,Infirmières autorisées,1018.1
2020,Nouveau-Brunswick,Infirmières psychiatriques autorisées,
2020,Nouveau-Brunswick,Infirmières psychiatriques autorisées,0.0
2020,Nouveau-Brunswick,Personnel infirmier réglementé,1429.8
2020,Nouveau-Brunswick,Inhalothérapeutes,55.2
2020,Nouveau-Brunswick,Travailleurs sociaux,270.6
2020,Nouveau-Brunswick,Spécialistes,112.0
2020,Nouveau-Brunswick,Orthophonistes,32.8
2020,Nouveau-Brunswick,Orthophonistes,32.8
2021,Nouveau-Brunswick,Audiologistes,10.4
2021,Nouveau-Brunswick,Chiropraticiens,13.8
2021,Nouveau-Brunswick,Assistants dentaires,77.8
2021,Nouveau-Brunswick,Hygiénistes dentaires,69.1
2021,Nouveau-Brunswick,Dentistes,45.7
2021,Nouveau-Brunswick,Diététistes,48.5
2021,Nouveau-Brunswick,Professionnels de la santé publique environnementale,5.2
2021,Nouveau-Brunswick,Médecins de famille,139.8
2021,Nouveau-Brunswick,Conseillers en génétique,
2021,Nouveau-Brunswick,Conseillers en génétique,0.0
2021,Nouveau-Brunswick,Professionnels de la gestion de l’information sur la santé,13.8
2021,Nouveau-Brunswick,Infirmières auxiliaires autorisées,433.6
2021,Nouveau-Brunswick,Technologistes de laboratoire médical,84.6
2021,Nouveau-Brunswick,Physiciens médicaux,0.6
2021,Nouveau-Brunswick,Technologues en radiation médicale,76.5
2021,Nouveau-Brunswick,Sages-femmes,0.8
2021,Nouveau-Brunswick,Infirmières praticiennes,20.1
2021,Nouveau-Brunswick,Ergothérapeutes,52.1
2021,Nouveau-Brunswick,Opticiens,34.5
2021,Nouveau-Brunswick,Opticiens,34.5
2021,Nouveau-Brunswick,Optométristes,16.5
2021,Nouveau-Brunswick,Ambulanciers paramédicaux,
2021,Nouveau-Brunswick,Ambulanciers paramédicaux,0.0
2021,Nouveau-Brunswick,Pharmaciens,114.3
2021,Nouveau-Brunswick,Techniciens en pharmacie,31.8
2021,Nouveau-Brunswick,Adjoints au médecin,0.9
2021,Nouveau-Brunswick,Médecins,256.2
2021,Nouveau-Brunswick,Physiothérapeutes,73.4
2021,Nouveau-Brunswick,Psychologues,50.6
2021,Nouveau-Brunswick,Psychotherapists/counselling therapists,46.9
2021,Nouveau-Brunswick,Infirmières autorisées,1019.4
2021,Nouveau-Brunswick,Infirmières psychiatriques autorisées,
2021,Nouveau-Brunswick,Infirmières psychiatriques autorisées,0.0
2021,Nouveau-Brunswick,Personnel infirmier réglementé,1473.1
2021,Nouveau-Brunswick,Inhalothérapeutes,55.0
2021,Nouveau-Brunswick,Travailleurs sociaux,278.1
2021,Nouveau-Brunswick,Spécialistes,116.4
2021,Nouveau-Brunswick,Orthophonistes,31.5
2021,Nouveau-Brunswick,Orthophonistes,31.5
2015,Newfoundland,Audiologistes,6.2
2015,Newfoundland,Chiropraticiens,
2015,Newfoundland,Chiropraticiens,0.0
2015,Newfoundland,Assistants dentaires,
2015,Newfoundland,Assistants dentaires,0.0
2015,Newfoundland,Hygiénistes dentaires,39.2
2015,Newfoundland,Dentistes,38.8
2015,Newfoundland,Diététistes,33.7
2015,Newfoundland,Professionnels de la santé publique environnementale,5.3
2015,Newfoundland,Médecins de famille,126.1
2015,Newfoundland,Conseillers en génétique,1.7
2015,Newfoundland,Professionnels de la gestion de l’information sur la santé,
2015,Newfoundland,Professionnels de la gestion de l’information sur la santé,0.0
2015,Newfoundland,Infirmières auxiliaires autorisées,436.3
2015,Newfoundland,Technologistes de laboratoire médical,102.6
2015,Newfoundland,Physiciens médicaux,1.1
2015,Newfoundland,Technologues en radiation médicale,68.4
2015,Newfoundland,Sages-femmes,
2015,Newfoundland,Sages-femmes,0.0
2015,Newfoundland,Infirmières praticiennes,25.8
2015,Newfoundland,Ergothérapeutes,38.8
2015,Newfoundland,Opticiens,
2015,Newfoundland,Opticiens,0.0
2015,Newfoundland,Optométristes,11.6
2015,Newfoundland,Ambulanciers paramédicaux,
2015,Newfoundland,Ambulanciers paramédicaux,0.0
2015,Newfoundland,Pharmaciens,136.0
2015,Newfoundland,Techniciens en pharmacie,1.1
2015,Newfoundland,Adjoints au médecin,0.2
2015,Newfoundland,Médecins,242.7
2015,Newfoundland,Physiothérapeutes,50.9
2015,Newfoundland,Psychologues,44.7
2015,Newfoundland,Infirmières autorisées,1137.6
2015,Newfoundland,Personnel infirmier réglementé,1599.6
2015,Newfoundland,Inhalothérapeutes,26.7
2015,Newfoundland,Travailleurs sociaux,283.6
2015,Newfoundland,Spécialistes,116.6
2015,Newfoundland,Orthophonistes,25.2
2015,Newfoundland,Orthophonistes,25.2
2016,Newfoundland,Audiologistes,7.4
2016,Newfoundland,Chiropraticiens,12.8
2016,Newfoundland,Assistants dentaires,48.7
2016,Newfoundland,Hygiénistes dentaires,40.6
2016,Newfoundland,Dentistes,38.9
2016,Newfoundland,Diététistes,34.0
2016,Newfoundland,Professionnels de la santé publique environnementale,4.2
2016,Newfoundland,Médecins de famille,128.8
2016,Newfoundland,Conseillers en génétique,1.5
2016,Newfoundland,Professionnels de la gestion de l’information sur la santé,17.6
2016,Newfoundland,Infirmières auxiliaires autorisées,443.3
2016,Newfoundland,Technologistes de laboratoire médical,96.9
2016,Newfoundland,Physiciens médicaux,1.1
2016,Newfoundland,Technologues en radiation médicale,70.1
2016,Newfoundland,Sages-femmes,0.0
2016,Newfoundland,Infirmières praticiennes,28.1
2016,Newfoundland,Ergothérapeutes,39.3
2016,Newfoundland,Opticiens,21.9
2016,Newfoundland,Optométristes,11.5
2016,Newfoundland,Ambulanciers paramédicaux,
2016,Newfoundland,Ambulanciers paramédicaux,0.0
2016,Newfoundland,Pharmaciens,142.0
2016,Newfoundland,Techniciens en pharmacie,2.6
2016,Newfoundland,Adjoints au médecin,
2016,Newfoundland,Adjoints au médecin,0.0
2016,Newfoundland,Médecins,248.4
2016,Newfoundland,Physiothérapeutes,52.7
2016,Newfoundland,Psychologues,47.8
2016,Newfoundland,Infirmières autorisées,1137.6
2016,Newfoundland,Personnel infirmier réglementé,1609.1
2016,Newfoundland,Inhalothérapeutes,28.1
2016,Newfoundland,Travailleurs sociaux,284.8
2016,Newfoundland,Spécialistes,119.6
2016,Newfoundland,Orthophonistes,26.6
2016,Newfoundland,Orthophonistes,26.6
2017,Newfoundland,Audiologistes,7.2
2017,Newfoundland,Chiropraticiens,13.1
2017,Newfoundland,Assistants dentaires,53.2
2017,Newfoundland,Hygiénistes dentaires,41.8
2017,Newfoundland,Dentistes,42.2
2017,Newfoundland,Diététistes,33.5
2017,Newfoundland,Professionnels de la santé publique environnementale,3.8
2017,Newfoundland,Médecins de famille,137.8
2017,Newfoundland,Conseillers en génétique,1.7
2017,Newfoundland,Professionnels de la gestion de l’information sur la santé,17.2
2017,Newfoundland,Infirmières auxiliaires autorisées,454.9
2017,Newfoundland,Technologistes de laboratoire médical,97.7
2017,Newfoundland,Physiciens médicaux,1.5
2017,Newfoundland,Technologues en radiation médicale,74.2
2017,Newfoundland,Sages-femmes,0.2
2017,Newfoundland,Infirmières praticiennes,31.2
2017,Newfoundland,Ergothérapeutes,38.8
2017,Newfoundland,Opticiens,23.7
2017,Newfoundland,Optométristes,11.7
2017,Newfoundland,Ambulanciers paramédicaux,189.7
2017,Newfoundland,Pharmaciens,138.9
2017,Newfoundland,Techniciens en pharmacie,26.3
2017,Newfoundland,Adjoints au médecin,0.2
2017,Newfoundland,Médecins,255.0
2017,Newfoundland,Physiothérapeutes,53.8
2017,Newfoundland,Psychologues,47.3
2017,Newfoundland,Infirmières autorisées,1130.0
2017,Newfoundland,Personnel infirmier réglementé,1616.1
2017,Newfoundland,Inhalothérapeutes,28.0
2017,Newfoundland,Inhalothérapeutes,28.0
2017,Newfoundland,Travailleurs sociaux,288.9
2017,Newfoundland,Spécialistes,117.2
2017,Newfoundland,Orthophonistes,26.9
2017,Newfoundland,Orthophonistes,26.9
2018,Newfoundland,Audiologistes,7.0
2018,Newfoundland,Chiropraticiens,13.3
2018,Newfoundland,Assistants dentaires,
2018,Newfoundland,Assistants dentaires,0.0
2018,Newfoundland,Hygiénistes dentaires,41.9
2018,Newfoundland,Dentistes,44.7
2018,Newfoundland,Diététistes,35.2
2018,Newfoundland,Professionnels de la santé publique environnementale,5.5
2018,Newfoundland,Médecins de famille,137.8
2018,Newfoundland,Conseillers en génétique,1.9
2018,Newfoundland,Professionnels de la gestion de l’information sur la santé,
2018,Newfoundland,Professionnels de la gestion de l’information sur la santé,0.0
2018,Newfoundland,Infirmières auxiliaires autorisées,452.1
2018,Newfoundland,Technologistes de laboratoire médical,97.2
2018,Newfoundland,Physiciens médicaux,1.7
2018,Newfoundland,Technologues en radiation médicale,75.3
2018,Newfoundland,Sages-femmes,0.4
2018,Newfoundland,Infirmières praticiennes,32.0
2018,Newfoundland,Ergothérapeutes,40.7
2018,Newfoundland,Opticiens,
2018,Newfoundland,Opticiens,0.0
2018,Newfoundland,Optométristes,12.2
2018,Newfoundland,Ambulanciers paramédicaux,186.1
2018,Newfoundland,Pharmaciens,143.8
2018,Newfoundland,Techniciens en pharmacie,33.1
2018,Newfoundland,Adjoints au médecin,0.4
2018,Newfoundland,Médecins,269.0
2018,Newfoundland,Physiothérapeutes,55.9
2018,Newfoundland,Psychologues,48.3
2018,Newfoundland,Infirmières autorisées,1116.7
2018,Newfoundland,Personnel infirmier réglementé,1600.8
2018,Newfoundland,Inhalothérapeutes,29.7
2018,Newfoundland,Travailleurs sociaux,295.5
2018,Newfoundland,Spécialistes,131.3
2018,Newfoundland,Orthophonistes,28.0
2018,Newfoundland,Orthophonistes,28.0
2019,Newfoundland,Audiologistes,7.5
2019,Newfoundland,Chiropraticiens,
2019,Newfoundland,Chiropraticiens,0.0
2019,Newfoundland,Assistants dentaires,
2019,Newfoundland,Assistants dentaires,0.0
2019,Newfoundland,Hygiénistes dentaires,44.5
2019,Newfoundland,Dentistes,41.5
2019,Newfoundland,Dentistes,41.5
2019,Newfoundland,Diététistes,34.6
2019,Newfoundland,Diététistes,34.6
2019,Newfoundland,Professionnels de la santé publique environnementale,5.5
2019,Newfoundland,Médecins de famille,132.2
2019,Newfoundland,Conseillers en génétique,1.7
2019,Newfoundland,Professionnels de la gestion de l’information sur la santé,18.7
2019,Newfoundland,Infirmières auxiliaires autorisées,456.6
2019,Newfoundland,Technologistes de laboratoire médical,98.8
2019,Newfoundland,Physiciens médicaux,1.5
2019,Newfoundland,Technologues en radiation médicale,74.3
2019,Newfoundland,Sages-femmes,0.8
2019,Newfoundland,Infirmières praticiennes,35.0
2019,Newfoundland,Ergothérapeutes,41.1
2019,Newfoundland,Opticiens,23.5
2019,Newfoundland,Optométristes,13.6
2019,Newfoundland,Ambulanciers paramédicaux,
2019,Newfoundland,Ambulanciers paramédicaux,0.0
2019,Newfoundland,Pharmaciens,143.7
2019,Newfoundland,Techniciens en pharmacie,37.8
2019,Newfoundland,Adjoints au médecin,0.2
2019,Newfoundland,Médecins,259.3
2019,Newfoundland,Physiothérapeutes,57.3
2019,Newfoundland,Psychologues,53.7
2019,Newfoundland,Infirmières autorisées,1102.5
2019,Newfoundland,Personnel infirmier réglementé,1594.1
2019,Newfoundland,Inhalothérapeutes,30.9
2019,Newfoundland,Travailleurs sociaux,301.9
2019,Newfoundland,Spécialistes,127.0
2019,Newfoundland,Orthophonistes,28.3
2019,Newfoundland,Orthophonistes,28.3
2020,Newfoundland,Audiologistes,8.2
2020,Newfoundland,Chiropraticiens,
2020,Newfoundland,Chiropraticiens,0.0
2020,Newfoundland,Assistants dentaires,
2020,Newfoundland,Assistants dentaires,0.0
2020,Newfoundland,Hygiénistes dentaires,
2020,Newfoundland,Hygiénistes dentaires,0.0
2020,Newfoundland,Dentistes,
2020,Newfoundland,Dentistes,0.0
2020,Newfoundland,Diététistes,33.8
2020,Newfoundland,Diététistes,33.8
2020,Newfoundland,Professionnels de la santé publique environnementale,4.6
2020,Newfoundland,Médecins de famille,131.2
2020,Newfoundland,Conseillers en génétique,1.7
2020,Newfoundland,Professionnels de la gestion de l’information sur la santé,16.5
2020,Newfoundland,Infirmières auxiliaires autorisées,458.6
2020,Newfoundland,Technologistes de laboratoire médical,108.2
2020,Newfoundland,Physiciens médicaux,0.6
2020,Newfoundland,Technologues en radiation médicale,75.2
2020,Newfoundland,Sages-femmes,1.0
2020,Newfoundland,Infirmières praticiennes,36.6
2020,Newfoundland,Ergothérapeutes,42.2
2020,Newfoundland,Opticiens,
2020,Newfoundland,Opticiens,0.0
2020,Newfoundland,Optométristes,10.5
2020,Newfoundland,Ambulanciers paramédicaux,
2020,Newfoundland,Ambulanciers paramédicaux,0.0
2020,Newfoundland,Pharmaciens,145.0
2020,Newfoundland,Techniciens en pharmacie,39.5
2020,Newfoundland,Adjoints au médecin,0.2
2020,Newfoundland,Médecins,261.0
2020,Newfoundland,Physiothérapeutes,58.5
2020,Newfoundland,Psychologues,46.8
2020,Newfoundland,Infirmières autorisées,1119.2
2020,Newfoundland,Personnel infirmier réglementé,1614.4
2020,Newfoundland,Inhalothérapeutes,30.7
2020,Newfoundland,Travailleurs sociaux,308.2
2020,Newfoundland,Spécialistes,129.9
2020,Newfoundland,Orthophonistes,28.8
2020,Newfoundland,Orthophonistes,28.8
2021,Newfoundland,Audiologistes,9.0
2021,Newfoundland,Chiropraticiens,
2021,Newfoundland,Chiropraticiens,0.0
2021,Newfoundland,Assistants dentaires,
2021,Newfoundland,Assistants dentaires,0.0
2021,Newfoundland,Hygiénistes dentaires,51.7
2021,Newfoundland,Dentistes,
2021,Newfoundland,Dentistes,0.0
2021,Newfoundland,Diététistes,34.4
2021,Newfoundland,Professionnels de la santé publique environnementale,5.0
2021,Newfoundland,Médecins de famille,133.5
2021,Newfoundland,Conseillers en génétique,1.5
2021,Newfoundland,Professionnels de la gestion de l’information sur la santé,12.5
2021,Newfoundland,Infirmières auxiliaires autorisées,466.4
2021,Newfoundland,Technologistes de laboratoire médical,106.6
2021,Newfoundland,Physiciens médicaux,0.4
2021,Newfoundland,Technologues en radiation médicale,75.1
2021,Newfoundland,Sages-femmes,1.0
2021,Newfoundland,Infirmières praticiennes,39.8
2021,Newfoundland,Ergothérapeutes,42.6
2021,Newfoundland,Opticiens,24.0
2021,Newfoundland,Optométristes,11.5
2021,Newfoundland,Ambulanciers paramédicaux,
2021,Newfoundland,Ambulanciers paramédicaux,0.0
2021,Newfoundland,Pharmaciens,145.0
2021,Newfoundland,Techniciens en pharmacie,44.8
2021,Newfoundland,Adjoints au médecin,0.6
2021,Newfoundland,Médecins,264.7
2021,Newfoundland,Physiothérapeutes,59.7
2021,Newfoundland,Psychologues,46.5
2021,Newfoundland,Infirmières autorisées,1141.9
2021,Newfoundland,Personnel infirmier réglementé,1648.1
2021,Newfoundland,Inhalothérapeutes,29.6
2021,Newfoundland,Travailleurs sociaux,320.6
2021,Newfoundland,Spécialistes,131.2
2021,Newfoundland,Orthophonistes,29.2
2021,Newfoundland,Orthophonistes,29.2
2015,Territoires du Nord-Ouest,Audiologistes,4.5
2015,Territoires du Nord-Ouest,Chiropraticiens,
2015,Territoires du Nord-Ouest,Chiropraticiens,0.0
2015,Territoires du Nord-Ouest,Assistants dentaires,
2015,Territoires du Nord-Ouest,Assistants dentaires,0.0
2015,Territoires du Nord-Ouest,Hygiénistes dentaires,59.5
2015,Territoires du Nord-Ouest,Dentistes,189.5
2015,Territoires du Nord-Ouest,Diététistes,
2015,Territoires du Nord-Ouest,Diététistes,0.0
2015,Territoires du Nord-Ouest,Professionnels de la santé publique environnementale,14.9
2015,Territoires du Nord-Ouest,Professionnels de la santé publique environnementale,14.9
