Year,Géographie,Status,Sexe,Groupe d'âge,GeoCode,Value
2016,Nouveau-Brunswick,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,13,7
2016,Nouveau-Brunswick,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,13,11
2016,Nouveau-Brunswick,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,13,12
2016,Nouveau-Brunswick,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,13,9
2016,Nouveau-Brunswick,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,13,14
2016,Nouveau-Brunswick,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,13,14
2016,Nouveau-Brunswick,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,13,10
2016,Nouveau-Brunswick,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,13,19
2016,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,24,7
2016,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,24,8
2016,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,24,6
2016,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,24,11
2016,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,24,14
2016,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,24,8
2016,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,24,13
2016,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,24,17
2016,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,24,9
2016,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,24,14
2016,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,24,18
2016,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,24,9
2016,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,24,3
2016,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,24,4
2016,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,24,1
2016,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,24,5
2016,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,24,7
2016,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,24,3
2016,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,24,6
2016,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,24,8
2016,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,24,3
2016,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,24,6
2016,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,24,9
2016,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,24,4
2016,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,24,4
2016,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,24,4
2016,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,24,5
2016,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,24,6
2016,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,24,7
2016,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,24,5
2016,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,24,7
2016,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,24,8
2016,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,24,6
2016,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,24,8
2016,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,24,10
2016,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,24,5
2016,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,35,5
2016,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,35,6
2016,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,35,4
2016,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,35,10
2016,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,35,11
2016,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,35,9
2016,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,35,13
2016,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,35,14
2016,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,35,11
2016,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,35,14
2016,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,35,15
2016,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,35,13
2016,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,35,2
2016,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,35,3
2016,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,35,1
2016,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,35,4
2016,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,35,5
2016,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,35,3
2016,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,35,6
2016,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,35,7
2016,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,35,4
2016,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,35,6
2016,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,35,7
2016,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,35,5
2016,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,35,3
2016,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,35,3
2016,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,35,3
2016,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,35,6
2016,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,35,6
2016,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,35,6
2016,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,35,7
2016,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,35,7
2016,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,35,7
2016,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,35,8
2016,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,35,8
2016,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,35,8
2016,Manitoba,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,46,6
2016,Manitoba,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,46,7
2016,Manitoba,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,46,6
2016,Manitoba,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,46,11
2016,Manitoba,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,46,11
2016,Manitoba,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,46,12
2016,Manitoba,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,46,15
2016,Manitoba,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,46,14
2016,Manitoba,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,46,15
2016,Manitoba,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,46,16
2016,Manitoba,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,46,15
2016,Manitoba,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,46,16
2016,Manitoba,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,46,3
2016,Manitoba,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,46,3
2016,Manitoba,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,46,3
2016,Manitoba,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,46,4
2016,Manitoba,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,46,5
2016,Manitoba,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,46,3
2016,Manitoba,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,46,6
2016,Manitoba,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,46,7
2016,Manitoba,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,46,4
2016,Manitoba,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,46,5
2016,Manitoba,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,46,7
2016,Manitoba,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,46,4
2016,Manitoba,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,46,4
2016,Manitoba,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,46,4
2016,Manitoba,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,46,4
2016,Manitoba,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,46,7
2016,Manitoba,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,46,6
2016,Manitoba,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,46,8
2016,Manitoba,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,46,9
2016,Manitoba,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,46,8
2016,Manitoba,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,46,10
2016,Manitoba,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,46,10
2016,Manitoba,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,46,8
2016,Manitoba,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,46,12
2016,Saskatchewan,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,47,8
2016,Saskatchewan,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,47,9
2016,Saskatchewan,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,47,8
2016,Saskatchewan,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,47,12
2016,Saskatchewan,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,47,12
2016,Saskatchewan,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,47,11
2016,Saskatchewan,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,47,15
2016,Saskatchewan,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,47,16
2016,Saskatchewan,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,47,14
2016,Saskatchewan,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,47,15
2016,Saskatchewan,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,47,16
2016,Saskatchewan,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,47,14
2016,Saskatchewan,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,47,3
2016,Saskatchewan,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,47,4
2016,Saskatchewan,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,47,5
2016,Saskatchewan,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,47,6
2016,Saskatchewan,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,47,3
2016,Saskatchewan,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,47,6
2016,Saskatchewan,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,47,8
2016,Saskatchewan,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,47,4
2016,Saskatchewan,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,47,6
2016,Saskatchewan,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,47,9
2016,Saskatchewan,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,47,4
2016,Saskatchewan,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,47,5
2016,Saskatchewan,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,47,5
2016,Saskatchewan,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,47,7
2016,Saskatchewan,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,47,6
2016,Saskatchewan,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,47,8
2016,Saskatchewan,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,47,8
2016,Saskatchewan,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,47,7
2016,Saskatchewan,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,47,10
2016,Saskatchewan,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,47,8
2016,Saskatchewan,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,47,7
2016,Saskatchewan,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,47,10
2016,Alberta,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,48,6
2016,Alberta,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,48,7
2016,Alberta,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,48,5
2016,Alberta,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,48,11
2016,Alberta,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,48,12
2016,Alberta,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,48,10
2016,Alberta,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,48,14
2016,Alberta,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,48,15
2016,Alberta,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,48,13
2016,Alberta,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,48,15
2016,Alberta,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,48,16
2016,Alberta,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,48,14
2016,Alberta,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,48,3
2016,Alberta,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,48,5
2016,Alberta,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,48,5
2016,Alberta,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,48,7
2016,Alberta,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,48,3
2016,Alberta,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,48,7
2016,Alberta,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,48,9
2016,Alberta,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,48,4
2016,Alberta,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,48,7
2016,Alberta,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,48,9
2016,Alberta,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,48,4
2016,Alberta,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,48,3
2016,Alberta,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,48,3
2016,Alberta,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,48,6
2016,Alberta,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,48,5
2016,Alberta,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,48,7
2016,Alberta,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,48,8
2016,Alberta,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,48,6
2016,Alberta,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,48,9
2016,Alberta,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,48,9
2016,Alberta,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,48,7
2016,Alberta,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,48,10
2016,Colombie-Britannique,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,59,7
2016,Colombie-Britannique,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,59,8
2016,Colombie-Britannique,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,59,6
2016,Colombie-Britannique,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,59,10
2016,Colombie-Britannique,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,59,11
2016,Colombie-Britannique,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,59,9
2016,Colombie-Britannique,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,59,12
2016,Colombie-Britannique,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,59,13
2016,Colombie-Britannique,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,59,11
2016,Colombie-Britannique,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,59,12
2016,Colombie-Britannique,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,59,13
2016,Colombie-Britannique,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,59,11
2016,Colombie-Britannique,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,59,3
2016,Colombie-Britannique,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,59,3
2016,Colombie-Britannique,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,59,2
2016,Colombie-Britannique,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,59,4
2016,Colombie-Britannique,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,59,6
2016,Colombie-Britannique,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,59,3
2016,Colombie-Britannique,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,59,6
2016,Colombie-Britannique,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,59,7
2016,Colombie-Britannique,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,59,4
2016,Colombie-Britannique,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,59,6
2016,Colombie-Britannique,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,59,8
2016,Colombie-Britannique,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,59,4
2016,Colombie-Britannique,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,59,4
2016,Colombie-Britannique,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,59,5
2016,Colombie-Britannique,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,59,4
2016,Colombie-Britannique,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,59,5
2016,Colombie-Britannique,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,59,5
2016,Colombie-Britannique,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,59,6
2016,Colombie-Britannique,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,59,6
2016,Colombie-Britannique,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,59,5
2016,Colombie-Britannique,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,59,7
2016,Colombie-Britannique,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,59,6
2016,Colombie-Britannique,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,59,5
2016,Colombie-Britannique,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,59,7
2016,Yukon,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,60,13
2016,Yukon,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,60,14
2016,Yukon,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,60,11
2016,Yukon,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,60,18
2016,Yukon,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,60,21
2016,Yukon,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,60,15
2016,Yukon,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,60,19
2016,Yukon,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,60,21
2016,Yukon,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,60,6
2016,Yukon,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,60,9
