Year,Géographie,Genre,Identité autochtone,GeoCode,Value
2017,Colombie-Britannique,Toutes les identités de genre,Total,59,2.43
2017,Colombie-Britannique,Toutes les identités de genre,Identité autochtone,,3.97
2017,Colombie-Britannique,Toutes les identités de genre,Identité non autochtone,,2.33
2017,Colombie-Britannique,Homme,Total,,3.73
2017,Colombie-Britannique,Homme,Identité autochtone,,4.06
2017,Colombie-Britannique,Homme,Identité non autochtone,,3.71
2017,Colombie-Britannique,Femme,Total,,1.16
2017,Colombie-Britannique,Femme,Identité autochtone,,3.89
2017,Colombie-Britannique,Femme,Identité non autochtone,,0.98
2017,Yukon,Toutes les identités de genre,Total,60,20.2
2017,Yukon,Toutes les identités de genre,Identité autochtone,,65.3
2017,Yukon,Toutes les identités de genre,Identité non autochtone,,6.57
2017,Yukon,Homme,Total,,29.79
2017,Yukon,Homme,Identité autochtone,,88.59
2017,Yukon,Homme,Identité non autochtone,,12.8
2017,Yukon,Femme,Total,,10.27
2017,Yukon,Femme,Identité autochtone,,42.78
2017,Yukon,Femme,Identité non autochtone,,0.0
2017,Territoires du Nord-Ouest,Toutes les identités de genre,Total,61,4.46
2017,Territoires du Nord-Ouest,Toutes les identités de genre,Identité autochtone,,8.81
2017,Territoires du Nord-Ouest,Toutes les identités de genre,Identité non autochtone,,0.0
2017,Territoires du Nord-Ouest,Homme,Total,,8.66
2017,Territoires du Nord-Ouest,Homme,Identité autochtone,,17.53
2017,Territoires du Nord-Ouest,Homme,Identité non autochtone,,0.0
2017,Territoires du Nord-Ouest,Femme,Total,,0.0
2017,Territoires du Nord-Ouest,Femme,Identité autochtone,,0.0
2017,Territoires du Nord-Ouest,Femme,Identité non autochtone,,0.0
2017,Nunavut,Toutes les identités de genre,Total,62,15.98
2017,Nunavut,Toutes les identités de genre,Identité autochtone,,15.48
2017,Nunavut,Toutes les identités de genre,Identité non autochtone,,19.07
2017,Nunavut,Homme,Total,,20.72
2017,Nunavut,Homme,Identité autochtone,,18.22
2017,Nunavut,Homme,Identité non autochtone,,35.21
2017,Nunavut,Femme,Total,,10.97
2017,Nunavut,Femme,Identité autochtone,,12.63
2017,Nunavut,Femme,Identité non autochtone,,0.0
2018,Canada,Toutes les identités de genre,Identité autochtone,,7.5
2018,Canada,Toutes les identités de genre,Identité non autochtone,,1.47
2018,Canada,Homme,Total,,2.69
2018,Canada,Homme,Identité autochtone,,10.42
2018,Canada,Homme,Identité non autochtone,,2.26
2018,Canada,Femme,Total,,0.9
2018,Canada,Femme,Identité autochtone,,4.64
2018,Canada,Femme,Identité non autochtone,,0.69
2018,Terre-Neuve-et-Labrador,Toutes les identités de genre,Total,10,0.38
2018,Terre-Neuve-et-Labrador,Toutes les identités de genre,Identité autochtone,,0.0
2018,Terre-Neuve-et-Labrador,Toutes les identités de genre,Identité non autochtone,,0.21
2018,Terre-Neuve-et-Labrador,Homme,Total,,0.77
2018,Terre-Neuve-et-Labrador,Homme,Identité autochtone,,0.0
2018,Terre-Neuve-et-Labrador,Homme,Identité non autochtone,,0.42
2018,Terre-Neuve-et-Labrador,Femme,Total,,0.0
2018,Terre-Neuve-et-Labrador,Femme,Identité autochtone,,0.0
2018,Terre-Neuve-et-Labrador,Femme,Identité non autochtone,,0.0
2018,Île-du-Prince-Édouard,Toutes les identités de genre,Total,11,0.0
2018,Île-du-Prince-Édouard,Toutes les identités de genre,Identité autochtone,,0.0
2018,Île-du-Prince-Édouard,Toutes les identités de genre,Identité non autochtone,,0.0
2018,Île-du-Prince-Édouard,Homme,Total,,0.0
2018,Île-du-Prince-Édouard,Homme,Identité autochtone,,0.0
2018,Île-du-Prince-Édouard,Homme,Identité non autochtone,,0.0
2018,Île-du-Prince-Édouard,Femme,Total,,0.0
2018,Île-du-Prince-Édouard,Femme,Identité autochtone,,0.0
2018,Île-du-Prince-Édouard,Femme,Identité non autochtone,,0.0
2018,Nouvelle-Écosse,Toutes les identités de genre,Total,12,1.15
2018,Nouvelle-Écosse,Toutes les identités de genre,Identité autochtone,,0.0
2018,Nouvelle-Écosse,Toutes les identités de genre,Identité non autochtone,,1.22
2018,Nouvelle-Écosse,Homme,Total,,1.49
2018,Nouvelle-Écosse,Homme,Identité autochtone,,0.0
2018,Nouvelle-Écosse,Homme,Identité non autochtone,,1.59
2018,Nouvelle-Écosse,Femme,Total,,0.82
2018,Nouvelle-Écosse,Femme,Identité autochtone,,0.0
2018,Nouvelle-Écosse,Femme,Identité non autochtone,,0.87
2018,Nouveau-Brunswick,Toutes les identités de genre,Total,13,1.69
2018,Nouveau-Brunswick,Toutes les identités de genre,Identité autochtone,,3.03
2018,Nouveau-Brunswick,Toutes les identités de genre,Identité non autochtone,,1.63
2018,Nouveau-Brunswick,Homme,Total,,1.31
2018,Nouveau-Brunswick,Homme,Identité autochtone,,0.0
2018,Nouveau-Brunswick,Homme,Identité non autochtone,,1.37
2018,Nouveau-Brunswick,Femme,Total,,2.06
2018,Nouveau-Brunswick,Femme,Identité autochtone,,6.09
2018,Nouveau-Brunswick,Femme,Identité non autochtone,,1.88
2018,Québec,Toutes les identités de genre,Total,24,1.0
2018,Québec,Toutes les identités de genre,Identité autochtone,,2.33
2018,Québec,Toutes les identités de genre,Identité non autochtone,,0.96
2018,Québec,Homme,Total,,1.58
2018,Québec,Homme,Identité autochtone,,2.76
2018,Québec,Homme,Identité non autochtone,,1.54
2018,Québec,Femme,Total,,0.43
2018,Québec,Femme,Identité autochtone,,1.89
2018,Québec,Femme,Identité non autochtone,,0.39
2018,Ontario,Toutes les identités de genre,Total,35,1.9
2018,Ontario,Toutes les identités de genre,Identité autochtone,,3.9
2018,Ontario,Toutes les identités de genre,Identité non autochtone,,1.82
2018,Ontario,Homme,Total,,2.8
2018,Ontario,Homme,Identité autochtone,,4.2
2018,Ontario,Homme,Identité non autochtone,,2.75
2018,Ontario,Femme,Total,,1.02
2018,Ontario,Femme,Identité autochtone,,3.6
2018,Ontario,Femme,Identité non autochtone,,0.93
2018,Manitoba,Toutes les identités de genre,Total,46,4.07
2018,Manitoba,Toutes les identités de genre,Identité autochtone,,15.7
2018,Manitoba,Toutes les identités de genre,Identité non autochtone,,1.37
2018,Manitoba,Homme,Total,,6.36
2018,Manitoba,Homme,Identité autochtone,,23.73
2018,Manitoba,Homme,Identité non autochtone,,2.37
2018,Manitoba,Femme,Total,,1.77
2018,Manitoba,Femme,Identité autochtone,,7.79
2018,Manitoba,Femme,Identité non autochtone,,0.36
2018,Saskatchewan,Toutes les identités de genre,Total,47,3.01
2018,Saskatchewan,Toutes les identités de genre,Identité autochtone,,11.14
2018,Saskatchewan,Toutes les identités de genre,Identité non autochtone,,1.35
2018,Saskatchewan,Homme,Total,,4.61
2018,Saskatchewan,Homme,Identité autochtone,,18.33
2018,Saskatchewan,Homme,Identité non autochtone,,1.85
2018,Saskatchewan,Femme,Total,,1.39
2018,Saskatchewan,Femme,Identité autochtone,,4.03
2018,Saskatchewan,Femme,Identité non autochtone,,0.84
2018,Alberta,Toutes les identités de genre,Total,48,1.93
2018,Alberta,Toutes les identités de genre,Identité autochtone,,10.53
2018,Alberta,Toutes les identités de genre,Identité non autochtone,,1.27
2018,Alberta,Homme,Total,,2.86
2018,Alberta,Homme,Identité autochtone,,14.44
2018,Alberta,Homme,Identité non autochtone,,1.98
2018,Alberta,Femme,Total,,0.98
2018,Alberta,Femme,Identité autochtone,,6.71
2018,Alberta,Femme,Identité non autochtone,,0.55
2018,Colombie-Britannique,Toutes les identités de genre,Total,59,1.86
2018,Colombie-Britannique,Toutes les identités de genre,Identité autochtone,,4.17
2018,Colombie-Britannique,Toutes les identités de genre,Identité non autochtone,,1.7
2018,Colombie-Britannique,Homme,Total,,2.98
2018,Colombie-Britannique,Homme,Identité autochtone,,5.23
2018,Colombie-Britannique,Homme,Identité non autochtone,,2.84
2018,Colombie-Britannique,Femme,Total,,0.71
2018,Colombie-Britannique,Femme,Identité autochtone,,3.15
2018,Colombie-Britannique,Femme,Identité non autochtone,,0.55
2018,Yukon,Toutes les identités de genre,Total,60,7.4
2018,Yukon,Toutes les identités de genre,Identité autochtone,,21.49
2018,Yukon,Toutes les identités de genre,Identité non autochtone,,3.2
2018,Yukon,Homme,Total,,9.68
2018,Yukon,Homme,Identité autochtone,,21.84
2018,Yukon,Homme,Identité non autochtone,,6.22
2018,Yukon,Femme,Total,,5.03
2018,Yukon,Femme,Identité autochtone,,21.15
2018,Yukon,Femme,Identité non autochtone,,0.0
2018,Territoires du Nord-Ouest,Toutes les identités de genre,Total,61,13.34
2018,Territoires du Nord-Ouest,Toutes les identités de genre,Identité autochtone,,21.96
2018,Territoires du Nord-Ouest,Toutes les identités de genre,Identité non autochtone,,4.5
2018,Territoires du Nord-Ouest,Homme,Total,,25.89
2018,Territoires du Nord-Ouest,Homme,Identité autochtone,,43.54
2018,Territoires du Nord-Ouest,Homme,Identité non autochtone,,8.55
2018,Territoires du Nord-Ouest,Femme,Total,,0.0
2018,Territoires du Nord-Ouest,Femme,Identité autochtone,,0.0
2018,Territoires du Nord-Ouest,Femme,Identité non autochtone,,0.0
2018,Nunavut,Toutes les identités de genre,Total,62,20.97
2018,Nunavut,Toutes les identités de genre,Identité autochtone,,24.28
2018,Nunavut,Toutes les identités de genre,Identité non autochtone,,0.0
2018,Nunavut,Homme,Total,,20.42
2018,Nunavut,Homme,Identité autochtone,,23.84
2018,Nunavut,Homme,Identité non autochtone,,0.0
2018,Nunavut,Femme,Total,,21.56
2018,Nunavut,Femme,Identité autochtone,,24.74
2018,Nunavut,Femme,Identité non autochtone,,0.0
2019,Canada,Toutes les identités de genre,Identité autochtone,,9.08
2019,Canada,Toutes les identités de genre,Identité non autochtone,,1.34
2019,Canada,Homme,Total,,2.83
2019,Canada,Homme,Identité autochtone,,13.41
2019,Canada,Homme,Identité non autochtone,,2.14
2019,Canada,Femme,Total,,0.82
2019,Canada,Femme,Identité autochtone,,4.72
2019,Canada,Femme,Identité non autochtone,,0.56
2019,Terre-Neuve-et-Labrador,Toutes les identités de genre,Total,10,0.96
2019,Terre-Neuve-et-Labrador,Toutes les identités de genre,Identité autochtone,,3.94
2019,Terre-Neuve-et-Labrador,Toutes les identités de genre,Identité non autochtone,,0.63
2019,Terre-Neuve-et-Labrador,Homme,Total,,1.16
2019,Terre-Neuve-et-Labrador,Homme,Identité autochtone,,4.04
2019,Terre-Neuve-et-Labrador,Homme,Identité non autochtone,,0.85
2019,Terre-Neuve-et-Labrador,Femme,Total,,0.76
2019,Terre-Neuve-et-Labrador,Femme,Identité autochtone,,3.85
2019,Terre-Neuve-et-Labrador,Femme,Identité non autochtone,,0.42
2019,Île-du-Prince-Édouard,Toutes les identités de genre,Total,11,1.27
2019,Île-du-Prince-Édouard,Toutes les identités de genre,Identité autochtone,,0.0
2019,Île-du-Prince-Édouard,Toutes les identités de genre,Identité non autochtone,,1.3
2019,Île-du-Prince-Édouard,Homme,Total,,2.58
2019,Île-du-Prince-Édouard,Homme,Identité autochtone,,0.0
2019,Île-du-Prince-Édouard,Homme,Identité non autochtone,,2.63
2019,Île-du-Prince-Édouard,Femme,Total,,0.0
2019,Île-du-Prince-Édouard,Femme,Identité autochtone,,0.0
2019,Île-du-Prince-Édouard,Femme,Identité non autochtone,,0.0
2019,Nouvelle-Écosse,Toutes les identités de genre,Total,12,0.62
2019,Nouvelle-Écosse,Toutes les identités de genre,Identité autochtone,,3.19
2019,Nouvelle-Écosse,Toutes les identités de genre,Identité non autochtone,,0.33
2019,Nouvelle-Écosse,Homme,Total,,0.84
2019,Nouvelle-Écosse,Homme,Identité autochtone,,3.26
2019,Nouvelle-Écosse,Homme,Identité non autochtone,,0.68
2019,Nouvelle-Écosse,Femme,Total,,0.4
2019,Nouvelle-Écosse,Femme,Identité autochtone,,3.13
2019,Nouvelle-Écosse,Femme,Identité non autochtone,,0.0
2019,Nouveau-Brunswick,Toutes les identités de genre,Total,13,2.19
2019,Nouveau-Brunswick,Toutes les identités de genre,Identité autochtone,,2.92
2019,Nouveau-Brunswick,Toutes les identités de genre,Identité non autochtone,,2.15
2019,Nouveau-Brunswick,Homme,Total,,3.12
2019,Nouveau-Brunswick,Homme,Identité autochtone,,5.82
2019,Nouveau-Brunswick,Homme,Identité non autochtone,,2.99
2019,Nouveau-Brunswick,Femme,Total,,1.27
2019,Nouveau-Brunswick,Femme,Identité autochtone,,0.0
2019,Nouveau-Brunswick,Femme,Identité non autochtone,,1.33
2019,Québec,Toutes les identités de genre,Total,24,0.92
2019,Québec,Toutes les identités de genre,Identité autochtone,,4.06
2019,Québec,Toutes les identités de genre,Identité non autochtone,,0.8
2019,Québec,Homme,Total,,1.32
2019,Québec,Homme,Identité autochtone,,4.45
2019,Québec,Homme,Identité non autochtone,,1.19
2019,Québec,Femme,Total,,0.49
2019,Québec,Femme,Identité autochtone,,3.66
2019,Québec,Femme,Identité non autochtone,,0.41
2019,Ontario,Toutes les identités de genre,Total,35,1.74
2019,Ontario,Toutes les identités de genre,Identité autochtone,,5.78
2019,Ontario,Toutes les identités de genre,Identité non autochtone,,1.52
2019,Ontario,Homme,Total,,2.67
2019,Ontario,Homme,Identité autochtone,,7.24
2019,Ontario,Homme,Identité non autochtone,,2.43
2019,Ontario,Femme,Total,,0.79
2019,Ontario,Femme,Identité autochtone,,3.93
2019,Ontario,Femme,Identité non autochtone,,0.63
2019,Manitoba,Toutes les identités de genre,Total,46,5.33
2019,Manitoba,Toutes les identités de genre,Identité autochtone,,16.48
2019,Manitoba,Toutes les identités de genre,Identité non autochtone,,1.98
2019,Manitoba,Homme,Total,,9.2
2019,Manitoba,Homme,Identité autochtone,,29.37
2019,Manitoba,Homme,Identité non autochtone,,3.42
2019,Manitoba,Femme,Total,,1.46
2019,Manitoba,Femme,Identité autochtone,,3.8
2019,Manitoba,Femme,Identité non autochtone,,0.54
2019,Saskatchewan,Toutes les identités de genre,Total,47,4.69
2019,Saskatchewan,Toutes les identités de genre,Identité autochtone,,18.41
2019,Saskatchewan,Toutes les identités de genre,Identité non autochtone,,1.34
2019,Saskatchewan,Homme,Total,,7.45
2019,Saskatchewan,Homme,Identité autochtone,,29.01
2019,Saskatchewan,Homme,Identité non autochtone,,2.45
2019,Saskatchewan,Femme,Total,,1.72
2019,Saskatchewan,Femme,Identité autochtone,,7.92
2019,Saskatchewan,Femme,Identité non autochtone,,0.21
2019,Alberta,Toutes les identités de genre,Total,48,2.29
2019,Alberta,Toutes les identités de genre,Identité autochtone,,11.28
2019,Alberta,Toutes les identités de genre,Identité non autochtone,,1.63
2019,Alberta,Homme,Total,,3.42
2019,Alberta,Homme,Identité autochtone,,14.76
2019,Alberta,Homme,Identité non autochtone,,2.59
2019,Alberta,Femme,Total,,1.15
2019,Alberta,Femme,Identité autochtone,,7.87
2019,Alberta,Femme,Identité non autochtone,,0.65
2019,Colombie-Britannique,Toutes les identités de genre,Total,59,1.77
2019,Colombie-Britannique,Toutes les identités de genre,Identité autochtone,,4.68
2019,Colombie-Britannique,Toutes les identités de genre,Identité non autochtone,,1.55
2019,Colombie-Britannique,Homme,Total,,2.86
2019,Colombie-Britannique,Homme,Identité autochtone,,7.61
2019,Colombie-Britannique,Homme,Identité non autochtone,,2.5
2019,Colombie-Britannique,Femme,Total,,0.7
2019,Colombie-Britannique,Femme,Identité autochtone,,1.84
2019,Colombie-Britannique,Femme,Identité non autochtone,,0.62
2019,Yukon,Toutes les identités de genre,Total,60,2.42
2019,Yukon,Toutes les identités de genre,Identité autochtone,,10.61
2019,Yukon,Toutes les identités de genre,Identité non autochtone,,0.0
2019,Yukon,Homme,Total,,0.0
2019,Yukon,Homme,Identité autochtone,,0.0
2019,Yukon,Homme,Identité non autochtone,,0.0
2019,Yukon,Femme,Total,,4.93
2019,Yukon,Femme,Identité autochtone,,20.86
2019,Yukon,Femme,Identité non autochtone,,0.0
2019,Territoires du Nord-Ouest,Toutes les identités de genre,Total,61,4.44
2019,Territoires du Nord-Ouest,Toutes les identités de genre,Identité autochtone,,8.76
2019,Territoires du Nord-Ouest,Toutes les identités de genre,Identité non autochtone,,0.0
2019,Territoires du Nord-Ouest,Homme,Total,,8.63
2019,Territoires du Nord-Ouest,Homme,Identité autochtone,,17.34
2019,Territoires du Nord-Ouest,Homme,Identité non autochtone,,0.0
2019,Territoires du Nord-Ouest,Femme,Total,,0.0
2019,Territoires du Nord-Ouest,Femme,Identité autochtone,,0.0
2019,Territoires du Nord-Ouest,Femme,Identité non autochtone,,0.0
2019,Nunavut,Toutes les identités de genre,Total,62,18.14
2019,Nunavut,Toutes les identités de genre,Identité autochtone,,20.93
2019,Nunavut,Toutes les identités de genre,Identité non autochtone,,0.0
2019,Nunavut,Homme,Total,,20.2
2019,Nunavut,Homme,Identité autochtone,,23.46
2019,Nunavut,Homme,Identité non autochtone,,0.0
2019,Nunavut,Femme,Total,,15.97
2019,Nunavut,Femme,Identité autochtone,,18.3
2019,Nunavut,Femme,Identité non autochtone,,0.0
2020,Canada,Toutes les identités de genre,Identité autochtone,,10.43
2020,Canada,Toutes les identités de genre,Identité non autochtone,,1.45
2020,Canada,Homme,Total,,3.05
2020,Canada,Homme,Identité autochtone,,16.66
2020,Canada,Homme,Identité non autochtone,,2.16
2020,Canada,Femme,Total,,0.95
2020,Canada,Femme,Identité autochtone,,4.31
2020,Canada,Femme,Identité non autochtone,,0.71
2020,Terre-Neuve-et-Labrador,Toutes les identités de genre,Total,10,0.77
2020,Terre-Neuve-et-Labrador,Toutes les identités de genre,Identité autochtone,,1.94
2020,Terre-Neuve-et-Labrador,Toutes les identités de genre,Identité non autochtone,,0.43
2020,Terre-Neuve-et-Labrador,Homme,Total,,1.55
2020,Terre-Neuve-et-Labrador,Homme,Identité autochtone,,3.96
2020,Terre-Neuve-et-Labrador,Homme,Identité non autochtone,,0.86
2020,Terre-Neuve-et-Labrador,Femme,Total,,0.0
2020,Terre-Neuve-et-Labrador,Femme,Identité autochtone,,0.0
2020,Terre-Neuve-et-Labrador,Femme,Identité non autochtone,,0.0
2020,Île-du-Prince-Édouard,Toutes les identités de genre,Total,11,0.62
2020,Île-du-Prince-Édouard,Toutes les identités de genre,Identité autochtone,,0.0
2020,Île-du-Prince-Édouard,Toutes les identités de genre,Identité non autochtone,,0.63
2020,Île-du-Prince-Édouard,Homme,Total,,0.0
2020,Île-du-Prince-Édouard,Homme,Identité autochtone,,0.0
2020,Île-du-Prince-Édouard,Homme,Identité non autochtone,,0.0
2020,Île-du-Prince-Édouard,Femme,Total,,1.22
2020,Île-du-Prince-Édouard,Femme,Identité autochtone,,0.0
2020,Île-du-Prince-Édouard,Femme,Identité non autochtone,,1.25
2020,Nouvelle-Écosse,Toutes les identités de genre,Total,12,3.77
2020,Nouvelle-Écosse,Toutes les identités de genre,Identité autochtone,,1.53
2020,Nouvelle-Écosse,Toutes les identités de genre,Identité non autochtone,,3.71
2020,Nouvelle-Écosse,Homme,Total,,4.37
2020,Nouvelle-Écosse,Homme,Identité autochtone,,0.0
2020,Nouvelle-Écosse,Homme,Identité non autochtone,,4.46
2020,Nouvelle-Écosse,Femme,Total,,3.19
2020,Nouvelle-Écosse,Femme,Identité autochtone,,2.99
2020,Nouvelle-Écosse,Femme,Identité non autochtone,,2.99
2020,Nouveau-Brunswick,Toutes les identités de genre,Total,13,1.79
2020,Nouveau-Brunswick,Toutes les identités de genre,Identité autochtone,,5.66
2020,Nouveau-Brunswick,Toutes les identités de genre,Identité non autochtone,,1.6
2020,Nouveau-Brunswick,Homme,Total,,2.84
2020,Nouveau-Brunswick,Homme,Identité autochtone,,11.29
2020,Nouveau-Brunswick,Homme,Identité non autochtone,,2.43
2020,Nouveau-Brunswick,Femme,Total,,0.76
2020,Nouveau-Brunswick,Femme,Identité autochtone,,0.0
2020,Nouveau-Brunswick,Femme,Identité non autochtone,,0.79
2020,Québec,Toutes les identités de genre,Total,24,1.01
2020,Québec,Toutes les identités de genre,Identité autochtone,,5.22
2020,Québec,Toutes les identités de genre,Identité non autochtone,,0.89
2020,Québec,Homme,Total,,1.47
2020,Québec,Homme,Identité autochtone,,8.59
2020,Québec,Homme,Identité non autochtone,,1.25
2020,Québec,Femme,Total,,0.56
2020,Québec,Femme,Identité autochtone,,1.77
2020,Québec,Femme,Identité non autochtone,,0.53
2020,Ontario,Toutes les identités de genre,Total,35,1.65
2020,Ontario,Toutes les identités de genre,Identité autochtone,,5.62
2020,Ontario,Toutes les identités de genre,Identité non autochtone,,1.39
2020,Ontario,Homme,Total,,2.48
2020,Ontario,Homme,Identité autochtone,,8.79
2020,Ontario,Homme,Identité non autochtone,,2.13
2020,Ontario,Femme,Total,,0.8
2020,Ontario,Femme,Identité autochtone,,2.55
2020,Ontario,Femme,Identité non autochtone,,0.66
2020,Manitoba,Toutes les identités de genre,Total,46,4.49
2020,Manitoba,Toutes les identités de genre,Identité autochtone,,14.99
2020,Manitoba,Toutes les identités de genre,Identité non autochtone,,1.26
2020,Manitoba,Homme,Total,,7.4
2020,Manitoba,Homme,Identité autochtone,,24.19
2020,Manitoba,Homme,Identité non autochtone,,2.15
2020,Manitoba,Femme,Total,,1.45
2020,Manitoba,Femme,Identité autochtone,,5.94
2020,Manitoba,Femme,Identité non autochtone,,0.18
2020,Saskatchewan,Toutes les identités de genre,Total,47,5.43
2020,Saskatchewan,Toutes les identités de genre,Identité autochtone,,23.48
2020,Saskatchewan,Toutes les identités de genre,Identité non autochtone,,1.44
2020,Saskatchewan,Homme,Total,,8.59
2020,Saskatchewan,Homme,Identité autochtone,,37.36
2020,Saskatchewan,Homme,Identité non autochtone,,2.23
2020,Saskatchewan,Femme,Total,,2.22
2020,Saskatchewan,Femme,Identité autochtone,,9.74
2020,Saskatchewan,Femme,Identité non autochtone,,0.62
2020,Alberta,Toutes les identités de genre,Total,48,3.24
2020,Alberta,Toutes les identités de genre,Identité autochtone,,19.79
2020,Alberta,Toutes les identités de genre,Identité non autochtone,,1.99
2020,Alberta,Homme,Total,,5.26
2020,Alberta,Homme,Identité autochtone,,32.78
2020,Alberta,Homme,Identité non autochtone,,3.24
2020,Alberta,Femme,Total,,1.14
2020,Alberta,Femme,Identité autochtone,,7.07
2020,Alberta,Femme,Identité non autochtone,,0.69
2020,Colombie-Britannique,Toutes les identités de genre,Total,59,1.94
2020,Colombie-Britannique,Toutes les identités de genre,Identité autochtone,,3.95
2020,Colombie-Britannique,Toutes les identités de genre,Identité non autochtone,,1.8
2020,Colombie-Britannique,Homme,Total,,2.86
2020,Colombie-Britannique,Homme,Identité autochtone,,6.18
2020,Colombie-Britannique,Homme,Identité non autochtone,,2.64
2020,Colombie-Britannique,Femme,Total,,0.96
2020,Colombie-Britannique,Femme,Identité autochtone,,1.79
2020,Colombie-Britannique,Femme,Identité non autochtone,,0.9
2020,Yukon,Toutes les identités de genre,Total,60,0.0
2020,Yukon,Toutes les identités de genre,Identité autochtone,,0.0
2020,Yukon,Toutes les identités de genre,Identité non autochtone,,0.0
2020,Yukon,Homme,Total,,0.0
2020,Yukon,Homme,Identité autochtone,,0.0
2020,Yukon,Homme,Identité non autochtone,,0.0
2020,Yukon,Femme,Total,,0.0
2020,Yukon,Femme,Identité autochtone,,0.0
2020,Yukon,Femme,Identité non autochtone,,0.0
2020,Territoires du Nord-Ouest,Toutes les identités de genre,Total,61,13.22
2020,Territoires du Nord-Ouest,Toutes les identités de genre,Identité autochtone,,17.45
2020,Territoires du Nord-Ouest,Toutes les identités de genre,Identité non autochtone,,8.91
2020,Territoires du Nord-Ouest,Homme,Total,,12.87
2020,Territoires du Nord-Ouest,Homme,Identité autochtone,,17.29
2020,Territoires du Nord-Ouest,Homme,Identité non autochtone,,8.51
2020,Territoires du Nord-Ouest,Femme,Total,,13.6
2020,Territoires du Nord-Ouest,Femme,Identité autochtone,,17.61
2020,Territoires du Nord-Ouest,Femme,Identité non autochtone,,9.35
2020,Nunavut,Toutes les identités de genre,Total,62,7.66
2020,Nunavut,Toutes les identités de genre,Identité autochtone,,8.81
2020,Nunavut,Toutes les identités de genre,Identité non autochtone,,0.0
2020,Nunavut,Homme,Total,,10.0
2020,Nunavut,Homme,Identité autochtone,,11.57
2020,Nunavut,Homme,Identité non autochtone,,0.0
2020,Nunavut,Femme,Total,,5.22
2020,Nunavut,Femme,Identité autochtone,,5.97
2020,Nunavut,Femme,Identité non autochtone,,0.0
2021,Canada,Toutes les identités de genre,Identité autochtone,,9.68
2021,Canada,Toutes les identités de genre,Identité non autochtone,,1.57
2021,Canada,Homme,Total,,3.09
2021,Canada,Homme,Identité autochtone,,14.86
2021,Canada,Homme,Identité non autochtone,,2.31
2021,Canada,Femme,Total,,1.03
2021,Canada,Femme,Identité autochtone,,4.42
2021,Canada,Femme,Identité non autochtone,,0.81
2021,Terre-Neuve-et-Labrador,Toutes les identités de genre,Total,10,1.54
2021,Terre-Neuve-et-Labrador,Toutes les identités de genre,Identité autochtone,,8.26
2021,Terre-Neuve-et-Labrador,Toutes les identités de genre,Identité non autochtone,,0.85
2021,Terre-Neuve-et-Labrador,Homme,Total,,1.95
2021,Terre-Neuve-et-Labrador,Homme,Identité autochtone,,12.72
2021,Terre-Neuve-et-Labrador,Homme,Identité non autochtone,,0.86
2021,Terre-Neuve-et-Labrador,Femme,Total,,1.14
2021,Terre-Neuve-et-Labrador,Femme,Identité autochtone,,4.02
2021,Terre-Neuve-et-Labrador,Femme,Identité non autochtone,,0.84
2021,Île-du-Prince-Édouard,Toutes les identités de genre,Total,11,0.61
2021,Île-du-Prince-Édouard,Toutes les identités de genre,Identité autochtone,,27.2
2021,Île-du-Prince-Édouard,Toutes les identités de genre,Identité non autochtone,,0.0
2021,Île-du-Prince-Édouard,Homme,Total,,1.23
2021,Île-du-Prince-Édouard,Homme,Identité autochtone,,56.98
2021,Île-du-Prince-Édouard,Homme,Identité non autochtone,,0.0
2021,Île-du-Prince-Édouard,Femme,Total,,0.0
2021,Île-du-Prince-Édouard,Femme,Identité autochtone,,0.0
2021,Île-du-Prince-Édouard,Femme,Identité non autochtone,,0.0
2021,Nouvelle-Écosse,Toutes les identités de genre,Total,12,2.32
2021,Nouvelle-Écosse,Toutes les identités de genre,Identité autochtone,,3.64
2021,Nouvelle-Écosse,Toutes les identités de genre,Identité non autochtone,,1.92
2021,Nouvelle-Écosse,Homme,Total,,4.32
2021,Nouvelle-Écosse,Homme,Identité autochtone,,7.52
2021,Nouvelle-Écosse,Homme,Identité non autochtone,,3.7
2021,Nouvelle-Écosse,Femme,Total,,0.4
2021,Nouvelle-Écosse,Femme,Identité autochtone,,0.0
2021,Nouvelle-Écosse,Femme,Identité non autochtone,,0.21
2021,Nouveau-Brunswick,Toutes les identités de genre,Total,13,1.39
2021,Nouveau-Brunswick,Toutes les identités de genre,Identité autochtone,,2.9
2021,Nouveau-Brunswick,Toutes les identités de genre,Identité non autochtone,,1.32
2021,Nouveau-Brunswick,Homme,Total,,1.79
2021,Nouveau-Brunswick,Homme,Identité autochtone,,5.9
2021,Nouveau-Brunswick,Homme,Identité non autochtone,,1.6
2021,Nouveau-Brunswick,Femme,Total,,0.75
2021,Nouveau-Brunswick,Femme,Identité autochtone,,0.0
2021,Nouveau-Brunswick,Femme,Identité non autochtone,,0.79
2021,Québec,Toutes les identités de genre,Total,24,1.05
2021,Québec,Toutes les identités de genre,Identité autochtone,,5.14
2021,Québec,Toutes les identités de genre,Identité non autochtone,,0.92
2021,Québec,Homme,Total,,1.37
2021,Québec,Homme,Identité autochtone,,6.01
2021,Québec,Homme,Identité non autochtone,,1.22
2021,Québec,Femme,Total,,0.72
2021,Québec,Femme,Identité autochtone,,4.27
2021,Québec,Femme,Identité non autochtone,,0.62
2021,Ontario,Toutes les identités de genre,Total,35,1.9
