Year,Âge au décès,Sexe,Causes of death,Value
2016,15 à 24 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2016,15 à 24 ans,Hommes,Diabetes mellitus,0.3
2016,15 à 24 ans,Hommes,Diseases of heart,1.1
2016,15 à 24 ans,Hommes,Influenza and pneumonia,0.3
2016,15 à 24 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2016,15 à 24 ans,Hommes,Chronic lower respiratory diseases,0.1
2016,15 à 24 ans,Femmes,Malignant neoplasms,2.1
2016,15 à 24 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2016,15 à 24 ans,Femmes,Diabetes mellitus,0.2
2016,15 à 24 ans,Femmes,Diseases of heart,0.8
2016,15 à 24 ans,Femmes,Influenza and pneumonia,0.3
2016,15 à 24 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2016,15 à 24 ans,Femmes,Chronic lower respiratory diseases,0.0
2016,15 à 19 ans,Les deux sexes,Malignant neoplasms,2.8
2016,15 à 19 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.0
2016,15 à 19 ans,Les deux sexes,Diabetes mellitus,0.2
2016,15 à 19 ans,Les deux sexes,Diseases of heart,0.4
2016,15 à 19 ans,Les deux sexes,Influenza and pneumonia,0.3
2016,15 à 19 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2016,15 à 19 ans,Les deux sexes,Chronic lower respiratory diseases,0.1
2016,15 à 19 ans,Hommes,Malignant neoplasms,4.1
2016,15 à 19 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2016,15 à 19 ans,Hommes,Diabetes mellitus,0.3
2016,15 à 19 ans,Hommes,Diseases of heart,0.5
2016,15 à 19 ans,Hommes,Influenza and pneumonia,0.2
2016,15 à 19 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2016,15 à 19 ans,Hommes,Chronic lower respiratory diseases,0.1
2016,15 à 19 ans,Femmes,Malignant neoplasms,1.4
2016,15 à 19 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.0
2016,15 à 19 ans,Femmes,Diabetes mellitus,0.1
2016,15 à 19 ans,Femmes,Diseases of heart,0.4
2016,15 à 19 ans,Femmes,Influenza and pneumonia,0.4
2016,15 à 19 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2016,15 à 19 ans,Femmes,Chronic lower respiratory diseases,0.1
2016,20 à 24 ans,Les deux sexes,Malignant neoplasms,3.1
2016,20 à 24 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2016,20 à 24 ans,Les deux sexes,Diabetes mellitus,0.3
2016,20 à 24 ans,Les deux sexes,Diseases of heart,1.4
2016,20 à 24 ans,Les deux sexes,Influenza and pneumonia,0.3
2016,20 à 24 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2016,20 à 24 ans,Les deux sexes,Chronic lower respiratory diseases,0.1
2016,20 à 24 ans,Hommes,Malignant neoplasms,3.5
2016,20 à 24 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2016,20 à 24 ans,Hommes,Diabetes mellitus,0.2
2016,20 à 24 ans,Hommes,Diseases of heart,1.6
2016,20 à 24 ans,Hommes,Influenza and pneumonia,0.5
2016,20 à 24 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2016,20 à 24 ans,Hommes,Chronic lower respiratory diseases,0.2
2016,20 à 24 ans,Femmes,Malignant neoplasms,2.7
2016,20 à 24 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2016,20 à 24 ans,Femmes,Diabetes mellitus,0.3
2016,20 à 24 ans,Femmes,Diseases of heart,1.2
2016,20 à 24 ans,Femmes,Influenza and pneumonia,0.2
2016,20 à 24 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2016,20 à 24 ans,Femmes,Chronic lower respiratory diseases,0.0
2016,25 à 34 ans,Les deux sexes,Malignant neoplasms,6.9
2016,25 à 34 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2016,25 à 34 ans,Les deux sexes,Diabetes mellitus,0.8
2016,25 à 34 ans,Les deux sexes,Diseases of heart,3.1
2016,25 à 34 ans,Les deux sexes,Influenza and pneumonia,0.6
2016,25 à 34 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2016,25 à 34 ans,Les deux sexes,Chronic lower respiratory diseases,0.3
2016,25 à 34 ans,Hommes,Malignant neoplasms,6.3
2016,25 à 34 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2016,25 à 34 ans,Hommes,Diabetes mellitus,1.0
2016,25 à 34 ans,Hommes,Diseases of heart,4.2
2016,25 à 34 ans,Hommes,Influenza and pneumonia,0.7
2016,25 à 34 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2016,25 à 34 ans,Hommes,Chronic lower respiratory diseases,0.4
2016,25 à 34 ans,Femmes,Malignant neoplasms,7.4
2016,25 à 34 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.0
2016,25 à 34 ans,Femmes,Diabetes mellitus,0.5
2016,25 à 34 ans,Femmes,Diseases of heart,2.0
2016,25 à 34 ans,Femmes,Influenza and pneumonia,0.4
2016,25 à 34 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2016,25 à 34 ans,Femmes,Chronic lower respiratory diseases,0.2
2016,25 à 29 ans,Les deux sexes,Malignant neoplasms,5.0
2016,25 à 29 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.0
2016,25 à 29 ans,Les deux sexes,Diabetes mellitus,0.4
2016,25 à 29 ans,Les deux sexes,Diseases of heart,2.5
2016,25 à 29 ans,Les deux sexes,Influenza and pneumonia,0.6
2016,25 à 29 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2016,25 à 29 ans,Les deux sexes,Chronic lower respiratory diseases,0.3
2016,25 à 29 ans,Hommes,Malignant neoplasms,5.2
2016,25 à 29 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2016,25 à 29 ans,Hommes,Diabetes mellitus,0.5
2016,25 à 29 ans,Hommes,Diseases of heart,3.1
2016,25 à 29 ans,Hommes,Influenza and pneumonia,0.9
2016,25 à 29 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2016,25 à 29 ans,Hommes,Chronic lower respiratory diseases,0.5
2016,25 à 29 ans,Femmes,Malignant neoplasms,4.7
2016,25 à 29 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.0
2016,25 à 29 ans,Femmes,Diabetes mellitus,0.4
2016,25 à 29 ans,Femmes,Diseases of heart,1.9
2016,25 à 29 ans,Femmes,Influenza and pneumonia,0.2
2016,25 à 29 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2016,25 à 29 ans,Femmes,Chronic lower respiratory diseases,0.1
2016,30 à 34 ans,Les deux sexes,Malignant neoplasms,8.8
2016,30 à 34 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2016,30 à 34 ans,Les deux sexes,Diabetes mellitus,1.1
2016,30 à 34 ans,Les deux sexes,Diseases of heart,3.7
2016,30 à 34 ans,Les deux sexes,Influenza and pneumonia,0.5
2016,30 à 34 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2016,30 à 34 ans,Les deux sexes,Chronic lower respiratory diseases,0.4
2016,30 à 34 ans,Hommes,Malignant neoplasms,7.5
2016,30 à 34 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.4
2016,30 à 34 ans,Hommes,Diabetes mellitus,1.6
2016,30 à 34 ans,Hommes,Diseases of heart,5.3
2016,30 à 34 ans,Hommes,Influenza and pneumonia,0.5
2016,30 à 34 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2016,30 à 34 ans,Hommes,Chronic lower respiratory diseases,0.4
2016,30 à 34 ans,Femmes,Malignant neoplasms,10.1
2016,30 à 34 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.1
2016,30 à 34 ans,Femmes,Diabetes mellitus,0.6
2016,30 à 34 ans,Femmes,Diseases of heart,2.1
2016,30 à 34 ans,Femmes,Influenza and pneumonia,0.6
2016,30 à 34 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2016,30 à 34 ans,Femmes,Chronic lower respiratory diseases,0.3
2016,35 à 44 ans,Les deux sexes,Malignant neoplasms,24.3
2016,35 à 44 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.4
2016,35 à 44 ans,Les deux sexes,Diabetes mellitus,1.9
2016,35 à 44 ans,Les deux sexes,Diseases of heart,9.6
2016,35 à 44 ans,Les deux sexes,Influenza and pneumonia,1.5
2016,35 à 44 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2016,35 à 44 ans,Les deux sexes,Chronic lower respiratory diseases,0.4
2016,35 à 44 ans,Hommes,Malignant neoplasms,20.3
2016,35 à 44 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.4
2016,35 à 44 ans,Hommes,Diabetes mellitus,2.3
2016,35 à 44 ans,Hommes,Diseases of heart,13.7
2016,35 à 44 ans,Hommes,Influenza and pneumonia,1.5
2016,35 à 44 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2016,35 à 44 ans,Hommes,Chronic lower respiratory diseases,0.3
2016,35 à 44 ans,Femmes,Malignant neoplasms,28.3
2016,35 à 44 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2016,35 à 44 ans,Femmes,Diabetes mellitus,1.5
2016,35 à 44 ans,Femmes,Diseases of heart,5.5
2016,35 à 44 ans,Femmes,Influenza and pneumonia,1.5
2016,35 à 44 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2016,35 à 44 ans,Femmes,Chronic lower respiratory diseases,0.6
2016,35 à 39 ans,Les deux sexes,Malignant neoplasms,17.0
2016,35 à 39 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2016,35 à 39 ans,Les deux sexes,Diabetes mellitus,1.1
2016,35 à 39 ans,Les deux sexes,Diseases of heart,6.2
2016,35 à 39 ans,Les deux sexes,Influenza and pneumonia,1.0
2016,35 à 39 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2016,35 à 39 ans,Les deux sexes,Chronic lower respiratory diseases,0.2
2016,35 à 39 ans,Hommes,Malignant neoplasms,13.2
2016,35 à 39 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.6
2016,35 à 39 ans,Hommes,Diabetes mellitus,1.6
2016,35 à 39 ans,Hommes,Diseases of heart,8.7
2016,35 à 39 ans,Hommes,Influenza and pneumonia,0.9
2016,35 à 39 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2016,35 à 39 ans,Hommes,Chronic lower respiratory diseases,0.2
2016,35 à 39 ans,Femmes,Malignant neoplasms,20.8
2016,35 à 39 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.4
2016,35 à 39 ans,Femmes,Diabetes mellitus,0.7
2016,35 à 39 ans,Femmes,Diseases of heart,3.8
2016,35 à 39 ans,Femmes,Influenza and pneumonia,1.1
2016,35 à 39 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2016,35 à 39 ans,Femmes,Chronic lower respiratory diseases,0.2
2016,40 à 44 ans,Les deux sexes,Malignant neoplasms,32.0
2016,40 à 44 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.3
2016,40 à 44 ans,Les deux sexes,Diabetes mellitus,2.7
2016,40 à 44 ans,Les deux sexes,Diseases of heart,13.0
2016,40 à 44 ans,Les deux sexes,Influenza and pneumonia,2.0
2016,40 à 44 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2016,40 à 44 ans,Les deux sexes,Chronic lower respiratory diseases,0.6
2016,40 à 44 ans,Hommes,Malignant neoplasms,27.8
2016,40 à 44 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.2
2016,40 à 44 ans,Hommes,Diabetes mellitus,3.1
2016,40 à 44 ans,Hommes,Diseases of heart,18.9
2016,40 à 44 ans,Hommes,Influenza and pneumonia,2.1
2016,40 à 44 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2016,40 à 44 ans,Hommes,Chronic lower respiratory diseases,0.3
2016,40 à 44 ans,Femmes,Malignant neoplasms,36.2
2016,40 à 44 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.5
2016,40 à 44 ans,Femmes,Diabetes mellitus,2.4
2016,40 à 44 ans,Femmes,Diseases of heart,7.2
2016,40 à 44 ans,Femmes,Influenza and pneumonia,1.9
2016,40 à 44 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2016,40 à 44 ans,Femmes,Chronic lower respiratory diseases,0.9
2016,45 à 54 ans,Les deux sexes,Malignant neoplasms,85.3
2016,45 à 54 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",1.1
2016,45 à 54 ans,Les deux sexes,Diabetes mellitus,6.2
2016,45 à 54 ans,Les deux sexes,Diseases of heart,36.5
2016,45 à 54 ans,Les deux sexes,Influenza and pneumonia,3.5
2016,45 à 54 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2016,45 à 54 ans,Les deux sexes,Chronic lower respiratory diseases,3.1
2016,45 à 54 ans,Hommes,Malignant neoplasms,76.9
2016,45 à 54 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",1.2
2016,45 à 54 ans,Hommes,Diabetes mellitus,8.4
2016,45 à 54 ans,Hommes,Diseases of heart,55.1
2016,45 à 54 ans,Hommes,Influenza and pneumonia,4.1
2016,45 à 54 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2016,45 à 54 ans,Hommes,Chronic lower respiratory diseases,3.0
2016,45 à 54 ans,Femmes,Malignant neoplasms,93.9
2016,45 à 54 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",1.1
2016,45 à 54 ans,Femmes,Diabetes mellitus,4.0
2016,45 à 54 ans,Femmes,Diseases of heart,17.7
2016,45 à 54 ans,Femmes,Influenza and pneumonia,3.0
2016,45 à 54 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2016,45 à 54 ans,Femmes,Chronic lower respiratory diseases,3.2
2016,45 à 49 ans,Les deux sexes,Malignant neoplasms,56.4
2016,45 à 49 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",1.2
2016,45 à 49 ans,Les deux sexes,Diabetes mellitus,5.1
2016,45 à 49 ans,Les deux sexes,Diseases of heart,25.0
2016,45 à 49 ans,Les deux sexes,Influenza and pneumonia,2.6
2016,45 à 49 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2016,45 à 49 ans,Les deux sexes,Chronic lower respiratory diseases,1.4
2016,45 à 49 ans,Hommes,Malignant neoplasms,49.3
2016,45 à 49 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",1.1
2016,45 à 49 ans,Hommes,Diabetes mellitus,7.0
2016,45 à 49 ans,Hommes,Diseases of heart,37.0
2016,45 à 49 ans,Hommes,Influenza and pneumonia,2.9
2016,45 à 49 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2016,45 à 49 ans,Hommes,Chronic lower respiratory diseases,1.6
2016,45 à 49 ans,Femmes,Malignant neoplasms,63.5
2016,45 à 49 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",1.3
2016,45 à 49 ans,Femmes,Diabetes mellitus,3.1
2016,45 à 49 ans,Femmes,Diseases of heart,13.0
2016,45 à 49 ans,Femmes,Influenza and pneumonia,2.2
2016,45 à 49 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2016,45 à 49 ans,Femmes,Chronic lower respiratory diseases,1.2
2016,50 à 54 ans,Les deux sexes,Malignant neoplasms,111.1
2016,50 à 54 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",1.0
2016,50 à 54 ans,Les deux sexes,Diabetes mellitus,7.2
2016,50 à 54 ans,Les deux sexes,Diseases of heart,46.7
2016,50 à 54 ans,Les deux sexes,Influenza and pneumonia,4.4
2016,50 à 54 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2016,50 à 54 ans,Les deux sexes,Chronic lower respiratory diseases,4.6
2016,50 à 54 ans,Hommes,Malignant neoplasms,101.3
2016,50 à 54 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",1.2
2016,50 à 54 ans,Hommes,Diabetes mellitus,9.7
2016,50 à 54 ans,Hommes,Diseases of heart,71.3
2016,50 à 54 ans,Hommes,Influenza and pneumonia,5.1
2016,50 à 54 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2016,50 à 54 ans,Hommes,Chronic lower respiratory diseases,4.3
2016,50 à 54 ans,Femmes,Malignant neoplasms,121.0
2016,50 à 54 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",0.8
2016,50 à 54 ans,Femmes,Diabetes mellitus,4.7
2016,50 à 54 ans,Femmes,Diseases of heart,21.9
2016,50 à 54 ans,Femmes,Influenza and pneumonia,3.7
2016,50 à 54 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2016,50 à 54 ans,Femmes,Chronic lower respiratory diseases,5.0
2016,55 à 64 ans,Les deux sexes,Malignant neoplasms,262.5
2016,55 à 64 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",2.7
2016,55 à 64 ans,Les deux sexes,Diabetes mellitus,15.7
2016,55 à 64 ans,Les deux sexes,Diseases of heart,99.8
2016,55 à 64 ans,Les deux sexes,Influenza and pneumonia,8.3
2016,55 à 64 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2016,55 à 64 ans,Les deux sexes,Chronic lower respiratory diseases,19.3
2016,55 à 64 ans,Hommes,Malignant neoplasms,278.3
2016,55 à 64 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",2.7
2016,55 à 64 ans,Hommes,Diabetes mellitus,20.6
2016,55 à 64 ans,Hommes,Diseases of heart,150.3
2016,55 à 64 ans,Hommes,Influenza and pneumonia,10.1
2016,55 à 64 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2016,55 à 64 ans,Hommes,Chronic lower respiratory diseases,21.6
2016,55 à 64 ans,Femmes,Malignant neoplasms,247.0
2016,55 à 64 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",2.7
2016,55 à 64 ans,Femmes,Diabetes mellitus,10.8
2016,55 à 64 ans,Femmes,Diseases of heart,49.9
2016,55 à 64 ans,Femmes,Influenza and pneumonia,6.6
2016,55 à 64 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2016,55 à 64 ans,Femmes,Chronic lower respiratory diseases,17.1
2016,55 à 59 ans,Les deux sexes,Malignant neoplasms,198.2
2016,55 à 59 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",2.0
2016,55 à 59 ans,Les deux sexes,Diabetes mellitus,10.7
2016,55 à 59 ans,Les deux sexes,Diseases of heart,78.4
2016,55 à 59 ans,Les deux sexes,Influenza and pneumonia,7.5
2016,55 à 59 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2016,55 à 59 ans,Les deux sexes,Chronic lower respiratory diseases,12.1
2016,55 à 59 ans,Hommes,Malignant neoplasms,201.5
2016,55 à 59 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",2.0
2016,55 à 59 ans,Hommes,Diabetes mellitus,13.7
2016,55 à 59 ans,Hommes,Diseases of heart,120.6
2016,55 à 59 ans,Hommes,Influenza and pneumonia,9.2
2016,55 à 59 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2016,55 à 59 ans,Hommes,Chronic lower respiratory diseases,14.2
2016,55 à 59 ans,Femmes,Malignant neoplasms,194.9
2016,55 à 59 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",2.0
2016,55 à 59 ans,Femmes,Diabetes mellitus,7.7
2016,55 à 59 ans,Femmes,Diseases of heart,36.5
2016,55 à 59 ans,Femmes,Influenza and pneumonia,5.7
2016,55 à 59 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2016,55 à 59 ans,Femmes,Chronic lower respiratory diseases,10.1
2016,60 à 64 ans,Les deux sexes,Malignant neoplasms,336.8
2016,60 à 64 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",3.5
2016,60 à 64 ans,Les deux sexes,Diabetes mellitus,21.4
2016,60 à 64 ans,Les deux sexes,Diseases of heart,124.4
2016,60 à 64 ans,Les deux sexes,Influenza and pneumonia,9.3
2016,60 à 64 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.0
2016,60 à 64 ans,Les deux sexes,Chronic lower respiratory diseases,27.6
2016,60 à 64 ans,Hommes,Malignant neoplasms,367.8
2016,60 à 64 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",3.5
2016,60 à 64 ans,Hommes,Diabetes mellitus,28.7
2016,60 à 64 ans,Hommes,Diseases of heart,184.9
2016,60 à 64 ans,Hommes,Influenza and pneumonia,11.1
2016,60 à 64 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2016,60 à 64 ans,Hommes,Chronic lower respiratory diseases,30.2
2016,60 à 64 ans,Femmes,Malignant neoplasms,306.5
2016,60 à 64 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",3.5
2016,60 à 64 ans,Femmes,Diabetes mellitus,14.3
2016,60 à 64 ans,Femmes,Diseases of heart,65.3
2016,60 à 64 ans,Femmes,Influenza and pneumonia,7.6
2016,60 à 64 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2016,60 à 64 ans,Femmes,Chronic lower respiratory diseases,25.1
2016,65 à 74 ans,Les deux sexes,Malignant neoplasms,622.5
2016,65 à 74 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",8.4
2016,65 à 74 ans,Les deux sexes,Diabetes mellitus,42.9
2016,65 à 74 ans,Les deux sexes,Diseases of heart,240.4
2016,65 à 74 ans,Les deux sexes,Influenza and pneumonia,19.6
2016,65 à 74 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.1
2016,65 à 74 ans,Les deux sexes,Chronic lower respiratory diseases,77.1
2016,65 à 74 ans,Hommes,Malignant neoplasms,707.9
2016,65 à 74 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",10.5
2016,65 à 74 ans,Hommes,Diabetes mellitus,56.6
2016,65 à 74 ans,Hommes,Diseases of heart,334.3
2016,65 à 74 ans,Hommes,Influenza and pneumonia,24.2
2016,65 à 74 ans,Hommes,Acute bronchitis and bronchiolitis,0.1
2016,65 à 74 ans,Hommes,Chronic lower respiratory diseases,85.5
2016,65 à 74 ans,Femmes,Malignant neoplasms,542.5
2016,65 à 74 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",6.4
2016,65 à 74 ans,Femmes,Diabetes mellitus,30.2
2016,65 à 74 ans,Femmes,Diseases of heart,152.5
2016,65 à 74 ans,Femmes,Influenza and pneumonia,15.3
2016,65 à 74 ans,Femmes,Acute bronchitis and bronchiolitis,0.1
2016,65 à 74 ans,Femmes,Chronic lower respiratory diseases,69.2
2016,65 à 69 ans,Les deux sexes,Malignant neoplasms,519.1
2016,65 à 69 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",6.9
2016,65 à 69 ans,Les deux sexes,Diabetes mellitus,34.5
2016,65 à 69 ans,Les deux sexes,Diseases of heart,196.5
2016,65 à 69 ans,Les deux sexes,Influenza and pneumonia,15.8
2016,65 à 69 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.1
2016,65 à 69 ans,Les deux sexes,Chronic lower respiratory diseases,55.1
2016,65 à 69 ans,Hommes,Malignant neoplasms,587.9
2016,65 à 69 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",8.0
2016,65 à 69 ans,Hommes,Diabetes mellitus,45.2
2016,65 à 69 ans,Hommes,Diseases of heart,281.9
2016,65 à 69 ans,Hommes,Influenza and pneumonia,18.5
2016,65 à 69 ans,Hommes,Acute bronchitis and bronchiolitis,0.1
2016,65 à 69 ans,Hommes,Chronic lower respiratory diseases,59.7
2016,65 à 69 ans,Femmes,Malignant neoplasms,453.6
2016,65 à 69 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",5.9
2016,65 à 69 ans,Femmes,Diabetes mellitus,24.2
2016,65 à 69 ans,Femmes,Diseases of heart,115.1
2016,65 à 69 ans,Femmes,Influenza and pneumonia,13.2
2016,65 à 69 ans,Femmes,Acute bronchitis and bronchiolitis,0.0
2016,65 à 69 ans,Femmes,Chronic lower respiratory diseases,50.7
2016,70 à 74 ans,Les deux sexes,Malignant neoplasms,764.4
2016,70 à 74 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",10.4
2016,70 à 74 ans,Les deux sexes,Diabetes mellitus,54.6
2016,70 à 74 ans,Les deux sexes,Diseases of heart,300.7
2016,70 à 74 ans,Les deux sexes,Influenza and pneumonia,24.7
2016,70 à 74 ans,Les deux sexes,Acute bronchitis and bronchiolitis,0.1
2016,70 à 74 ans,Les deux sexes,Chronic lower respiratory diseases,107.3
2016,70 à 74 ans,Hommes,Malignant neoplasms,876.5
2016,70 à 74 ans,Hommes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",14.1
2016,70 à 74 ans,Hommes,Diabetes mellitus,72.5
2016,70 à 74 ans,Hommes,Diseases of heart,407.9
2016,70 à 74 ans,Hommes,Influenza and pneumonia,32.2
2016,70 à 74 ans,Hommes,Acute bronchitis and bronchiolitis,0.0
2016,70 à 74 ans,Hommes,Chronic lower respiratory diseases,121.7
2016,70 à 74 ans,Femmes,Malignant neoplasms,662.1
2016,70 à 74 ans,Femmes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",7.0
2016,70 à 74 ans,Femmes,Diabetes mellitus,38.2
2016,70 à 74 ans,Femmes,Diseases of heart,202.8
2016,70 à 74 ans,Femmes,Influenza and pneumonia,18.0
2016,70 à 74 ans,Femmes,Acute bronchitis and bronchiolitis,0.1
2016,70 à 74 ans,Femmes,Chronic lower respiratory diseases,94.2
2016,75 à 84 ans,Les deux sexes,Malignant neoplasms,1253.4
2016,75 à 84 ans,Les deux sexes,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour",27.1
2016,75 à 84 ans,Les deux sexes,Diabetes mellitus,108.9
2016,75 à 84 ans,Les deux sexes,Diseases of heart,724.4
