Year,Géographie,Personnes à faible revenu,GeoCode,Value
2016,"Toronto, Ontario",Hommes,,13.9
2016,"Toronto, Ontario","Hommes, moins de 18 ans",,16.8
2016,"Toronto, Ontario","Hommes, 18 à 64 ans",,12.8
2016,"Toronto, Ontario","Hommes, 65 ans et plus",,15.1
2016,"Toronto, Ontario",Femmes,,17.3
2016,"Toronto, Ontario","Femmes, moins de 18 ans",,21.5
2016,"Toronto, Ontario","Femmes, 18 à 64 ans",,16.4
2016,"Toronto, Ontario","Femmes, 65 ans et plus",,15.5
2016,"Winnipeg, Manitoba",Toutes les personnes,,13.3
2016,"Winnipeg, Manitoba",Personnes de moins de 18 ans,,18.6
2016,"Winnipeg, Manitoba",Personnes de 18 à 64 ans,,12.1
2016,"Winnipeg, Manitoba",Personnes de 65 ans et plus,,11.0
2016,"Winnipeg, Manitoba",Hommes,,13.1
2016,"Winnipeg, Manitoba","Hommes, moins de 18 ans",,19.9
2016,"Winnipeg, Manitoba","Hommes, 18 à 64 ans",,11.6
2016,"Winnipeg, Manitoba","Hommes, 65 ans et plus",,9.5
2016,"Winnipeg, Manitoba",Femmes,,13.4
2016,"Winnipeg, Manitoba","Femmes, moins de 18 ans",,17.3
2016,"Winnipeg, Manitoba","Femmes, 18 à 64 ans",,12.5
2016,"Winnipeg, Manitoba","Femmes, 65 ans et plus",,12.3
2016,"Calgary, Alberta",Toutes les personnes,,6.3
2016,"Calgary, Alberta",Personnes de moins de 18 ans,,5.4
2016,"Calgary, Alberta",Personnes de 18 à 64 ans,,6.6
2016,"Calgary, Alberta",Personnes de 65 ans et plus,,
2016,"Calgary, Alberta",Hommes,,6.5
2016,"Calgary, Alberta","Hommes, moins de 18 ans",,6.2
2016,"Calgary, Alberta","Hommes, 18 à 64 ans",,5.9
2016,"Calgary, Alberta","Hommes, 65 ans et plus",,
2016,"Calgary, Alberta",Femmes,,6.2
2016,"Calgary, Alberta","Femmes, moins de 18 ans",,
2016,"Calgary, Alberta","Femmes, 18 à 64 ans",,7.3
2016,"Calgary, Alberta","Femmes, 65 ans et plus",,
2016,"Edmonton, Alberta",Toutes les personnes,,6.0
2016,"Edmonton, Alberta",Personnes de moins de 18 ans,,
2016,"Edmonton, Alberta",Personnes de 18 à 64 ans,,7.3
2016,"Edmonton, Alberta",Personnes de 65 ans et plus,,
2016,"Edmonton, Alberta",Hommes,,6.4
2016,"Edmonton, Alberta","Hommes, moins de 18 ans",,
2016,"Edmonton, Alberta","Hommes, 18 à 64 ans",,8.0
2016,"Edmonton, Alberta","Hommes, 65 ans et plus",,
2016,"Edmonton, Alberta",Femmes,,5.6
2016,"Edmonton, Alberta","Femmes, moins de 18 ans",,
2016,"Edmonton, Alberta","Femmes, 18 à 64 ans",,6.6
2016,"Edmonton, Alberta","Femmes, 65 ans et plus",,
2016,"Vancouver, Colombie-Britannique",Toutes les personnes,,12.8
2016,"Vancouver, Colombie-Britannique",Personnes de moins de 18 ans,,11.8
2016,"Vancouver, Colombie-Britannique",Personnes de 18 à 64 ans,,13.0
2016,"Vancouver, Colombie-Britannique",Personnes de 65 ans et plus,,13.0
2016,"Vancouver, Colombie-Britannique",Hommes,,12.4
2016,"Vancouver, Colombie-Britannique","Hommes, moins de 18 ans",,11.4
2016,"Vancouver, Colombie-Britannique","Hommes, 18 à 64 ans",,13.6
2016,"Vancouver, Colombie-Britannique","Hommes, 65 ans et plus",,8.7
2016,"Vancouver, Colombie-Britannique",Femmes,,13.2
2016,"Vancouver, Colombie-Britannique","Femmes, moins de 18 ans",,12.3
2016,"Vancouver, Colombie-Britannique","Femmes, 18 à 64 ans",,12.4
2016,"Vancouver, Colombie-Britannique","Femmes, 65 ans et plus",,17.2
2017,Canada,Personnes de moins de 18 ans,,11.8
2017,Canada,Personnes de 18 à 64 ans,,12.1
2017,Canada,Personnes de 65 ans et plus,,15.4
2017,Canada,Hommes,,11.8
2017,Canada,"Hommes, moins de 18 ans",,11.3
2017,Canada,"Hommes, 18 à 64 ans",,11.8
2017,Canada,"Hommes, 65 ans et plus",,12.2
2017,Canada,Femmes,,13.4
2017,Canada,"Femmes, moins de 18 ans",,12.4
2017,Canada,"Femmes, 18 à 64 ans",,12.4
2017,Canada,"Femmes, 65 ans et plus",,18.2
2017,Provinces de l'Atlantique,Toutes les personnes,,16.3
2017,Provinces de l'Atlantique,Personnes de moins de 18 ans,,16.8
2017,Provinces de l'Atlantique,Personnes de 18 à 64 ans,,15.0
2017,Provinces de l'Atlantique,Personnes de 65 ans et plus,,19.7
2017,Provinces de l'Atlantique,Hommes,,15.0
2017,Provinces de l'Atlantique,"Hommes, moins de 18 ans",,16.3
2017,Provinces de l'Atlantique,"Hommes, 18 à 64 ans",,14.0
2017,Provinces de l'Atlantique,"Hommes, 65 ans et plus",,17.4
2017,Provinces de l'Atlantique,Femmes,,17.4
2017,Provinces de l'Atlantique,"Femmes, moins de 18 ans",,17.4
2017,Provinces de l'Atlantique,"Femmes, 18 à 64 ans",,16.0
2017,Provinces de l'Atlantique,"Femmes, 65 ans et plus",,21.7
2017,Terre-Neuve-et-Labrador,Toutes les personnes,10,15.0
2017,Terre-Neuve-et-Labrador,Personnes de moins de 18 ans,,12.7
2017,Terre-Neuve-et-Labrador,Personnes de 18 à 64 ans,,13.3
2017,Terre-Neuve-et-Labrador,Personnes de 65 ans et plus,,22.5
2017,Terre-Neuve-et-Labrador,Hommes,,13.8
2017,Terre-Neuve-et-Labrador,"Hommes, moins de 18 ans",,13.0
2017,Terre-Neuve-et-Labrador,"Hommes, 18 à 64 ans",,12.2
2017,Terre-Neuve-et-Labrador,"Hommes, 65 ans et plus",,20.1
2017,Terre-Neuve-et-Labrador,Femmes,,16.2
2017,Terre-Neuve-et-Labrador,"Femmes, moins de 18 ans",,12.4
2017,Terre-Neuve-et-Labrador,"Femmes, 18 à 64 ans",,14.4
2017,Terre-Neuve-et-Labrador,"Femmes, 65 ans et plus",,24.7
2017,Île-du-Prince-Édouard,Toutes les personnes,11,16.4
2017,Île-du-Prince-Édouard,Personnes de moins de 18 ans,,15.8
2017,Île-du-Prince-Édouard,Personnes de 18 à 64 ans,,15.4
2017,Île-du-Prince-Édouard,Personnes de 65 ans et plus,,20.3
2017,Île-du-Prince-Édouard,Hommes,,16.3
2017,Île-du-Prince-Édouard,"Hommes, moins de 18 ans",,17.8
2017,Île-du-Prince-Édouard,"Hommes, 18 à 64 ans",,15.1
2017,Île-du-Prince-Édouard,"Hommes, 65 ans et plus",,18.7
2017,Île-du-Prince-Édouard,Femmes,,16.5
2017,Île-du-Prince-Édouard,"Femmes, moins de 18 ans",,13.5
2017,Île-du-Prince-Édouard,"Femmes, 18 à 64 ans",,15.6
2017,Île-du-Prince-Édouard,"Femmes, 65 ans et plus",,21.8
2017,Nouvelle-Écosse,Toutes les personnes,12,17.5
2017,Nouvelle-Écosse,Personnes de moins de 18 ans,,19.9
2017,Nouvelle-Écosse,Personnes de 18 à 64 ans,,16.8
2017,Nouvelle-Écosse,Personnes de 65 ans et plus,,17.8
2017,Nouvelle-Écosse,Hommes,,16.0
2017,Nouvelle-Écosse,"Hommes, moins de 18 ans",,17.7
2017,Nouvelle-Écosse,"Hommes, 18 à 64 ans",,15.6
2017,Nouvelle-Écosse,"Hommes, 65 ans et plus",,15.8
2017,Nouvelle-Écosse,Femmes,,19.0
2017,Nouvelle-Écosse,"Femmes, moins de 18 ans",,22.3
2017,Nouvelle-Écosse,"Femmes, 18 à 64 ans",,17.9
2017,Nouvelle-Écosse,"Femmes, 65 ans et plus",,19.4
2017,Nouveau-Brunswick,Toutes les personnes,13,15.5
2017,Nouveau-Brunswick,Personnes de moins de 18 ans,,16.1
2017,Nouveau-Brunswick,Personnes de 18 à 64 ans,,13.9
2017,Nouveau-Brunswick,Personnes de 65 ans et plus,,20.0
2017,Nouveau-Brunswick,Hommes,,14.3
2017,Nouveau-Brunswick,"Hommes, moins de 18 ans",,16.3
2017,Nouveau-Brunswick,"Hommes, 18 à 64 ans",,12.9
2017,Nouveau-Brunswick,"Hommes, 65 ans et plus",,17.1
2017,Nouveau-Brunswick,Femmes,,16.6
2017,Nouveau-Brunswick,"Femmes, moins de 18 ans",,15.8
2017,Nouveau-Brunswick,"Femmes, 18 à 64 ans",,14.8
2017,Nouveau-Brunswick,"Femmes, 65 ans et plus",,22.5
2017,Québec,Toutes les personnes,24,14.2
2017,Québec,Personnes de moins de 18 ans,,10.5
2017,Québec,Personnes de 18 à 64 ans,,12.9
2017,Québec,Personnes de 65 ans et plus,,22.4
2017,Québec,Hommes,,12.9
2017,Québec,"Hommes, moins de 18 ans",,10.5
2017,Québec,"Hommes, 18 à 64 ans",,12.5
2017,Québec,"Hommes, 65 ans et plus",,17.2
2017,Québec,Femmes,,15.5
2017,Québec,"Femmes, moins de 18 ans",,10.5
2017,Québec,"Femmes, 18 à 64 ans",,13.4
2017,Québec,"Femmes, 65 ans et plus",,27.0
2017,Ontario,Toutes les personnes,35,12.7
2017,Ontario,Personnes de moins de 18 ans,,12.7
2017,Ontario,Personnes de 18 à 64 ans,,12.8
2017,Ontario,Personnes de 65 ans et plus,,12.4
2017,Ontario,Hommes,,12.3
2017,Ontario,"Hommes, moins de 18 ans",,11.7
2017,Ontario,"Hommes, 18 à 64 ans",,13.1
2017,Ontario,"Hommes, 65 ans et plus",,9.8
2017,Ontario,Femmes,,13.1
2017,Ontario,"Femmes, moins de 18 ans",,13.8
2017,Ontario,"Femmes, 18 à 64 ans",,12.5
2017,Ontario,"Femmes, 65 ans et plus",,14.5
2017,Provinces des Prairies,Toutes les personnes,,9.3
2017,Provinces des Prairies,Personnes de moins de 18 ans,,10.8
2017,Provinces des Prairies,Personnes de 18 à 64 ans,,8.9
2017,Provinces des Prairies,Personnes de 65 ans et plus,,8.8
2017,Provinces des Prairies,Hommes,,8.4
2017,Provinces des Prairies,"Hommes, moins de 18 ans",,9.7
2017,Provinces des Prairies,"Hommes, 18 à 64 ans",,8.2
2017,Provinces des Prairies,"Hommes, 65 ans et plus",,6.9
2017,Provinces des Prairies,Femmes,,10.3
2017,Provinces des Prairies,"Femmes, moins de 18 ans",,11.9
2017,Provinces des Prairies,"Femmes, 18 à 64 ans",,9.6
2017,Provinces des Prairies,"Femmes, 65 ans et plus",,10.4
2017,Manitoba,Toutes les personnes,46,14.6
2017,Manitoba,Personnes de moins de 18 ans,,19.1
2017,Manitoba,Personnes de 18 à 64 ans,,13.0
2017,Manitoba,Personnes de 65 ans et plus,,14.9
2017,Manitoba,Hommes,,13.3
2017,Manitoba,"Hommes, moins de 18 ans",,17.1
2017,Manitoba,"Hommes, 18 à 64 ans",,12.3
2017,Manitoba,"Hommes, 65 ans et plus",,11.8
2017,Manitoba,Femmes,,15.9
2017,Manitoba,"Femmes, moins de 18 ans",,21.1
2017,Manitoba,"Femmes, 18 à 64 ans",,13.7
2017,Manitoba,"Femmes, 65 ans et plus",,17.6
2017,Saskatchewan,Toutes les personnes,47,12.8
2017,Saskatchewan,Personnes de moins de 18 ans,,15.1
2017,Saskatchewan,Personnes de 18 à 64 ans,,11.2
2017,Saskatchewan,Personnes de 65 ans et plus,,15.5
2017,Saskatchewan,Hommes,,12.0
2017,Saskatchewan,"Hommes, moins de 18 ans",,14.7
2017,Saskatchewan,"Hommes, 18 à 64 ans",,10.9
2017,Saskatchewan,"Hommes, 65 ans et plus",,12.6
2017,Saskatchewan,Femmes,,13.5
2017,Saskatchewan,"Femmes, moins de 18 ans",,15.6
2017,Saskatchewan,"Femmes, 18 à 64 ans",,11.6
2017,Saskatchewan,"Femmes, 65 ans et plus",,18.0
2017,Alberta,Toutes les personnes,48,6.9
2017,Alberta,Personnes de moins de 18 ans,,7.2
2017,Alberta,Personnes de 18 à 64 ans,,7.2
2017,Alberta,Personnes de 65 ans et plus,,4.4
2017,Alberta,Hommes,,6.0
2017,Alberta,"Hommes, moins de 18 ans",,6.2
2017,Alberta,"Hommes, 18 à 64 ans",,6.4
2017,Alberta,"Hommes, 65 ans et plus",,3.4
2017,Alberta,Femmes,,7.7
2017,Alberta,"Femmes, moins de 18 ans",,8.2
2017,Alberta,"Femmes, 18 à 64 ans",,8.0
2017,Alberta,"Femmes, 65 ans et plus",,5.3
2017,Colombie-Britannique,Toutes les personnes,59,12.3
2017,Colombie-Britannique,Personnes de moins de 18 ans,,10.7
2017,Colombie-Britannique,Personnes de 18 à 64 ans,,11.8
2017,Colombie-Britannique,Personnes de 65 ans et plus,,15.6
2017,Colombie-Britannique,Hommes,,11.4
2017,Colombie-Britannique,"Hommes, moins de 18 ans",,12.0
2017,Colombie-Britannique,"Hommes, 18 à 64 ans",,11.0
2017,Colombie-Britannique,"Hommes, 65 ans et plus",,12.2
2017,Colombie-Britannique,Femmes,,13.1
2017,Colombie-Britannique,"Femmes, moins de 18 ans",,9.3
2017,Colombie-Britannique,"Femmes, 18 à 64 ans",,12.6
2017,Colombie-Britannique,"Femmes, 65 ans et plus",,18.7
2017,"Québec, Québec",Toutes les personnes,,8.7
2017,"Québec, Québec",Personnes de moins de 18 ans,,
2017,"Québec, Québec",Personnes de 18 à 64 ans,,7.0
2017,"Québec, Québec",Personnes de 65 ans et plus,,18.2
2017,"Québec, Québec",Hommes,,7.6
2017,"Québec, Québec","Hommes, moins de 18 ans",,
2017,"Québec, Québec","Hommes, 18 à 64 ans",,6.3
2017,"Québec, Québec","Hommes, 65 ans et plus",,14.2
2017,"Québec, Québec",Femmes,,9.8
2017,"Québec, Québec","Femmes, moins de 18 ans",,
2017,"Québec, Québec","Femmes, 18 à 64 ans",,7.6
2017,"Québec, Québec","Femmes, 65 ans et plus",,22.1
2017,"Montréal, Québec",Toutes les personnes,,15.4
2017,"Montréal, Québec",Personnes de moins de 18 ans,,12.6
2017,"Montréal, Québec",Personnes de 18 à 64 ans,,14.5
2017,"Montréal, Québec",Personnes de 65 ans et plus,,22.6
2017,"Montréal, Québec",Hommes,,14.4
2017,"Montréal, Québec","Hommes, moins de 18 ans",,13.2
2017,"Montréal, Québec","Hommes, 18 à 64 ans",,14.2
2017,"Montréal, Québec","Hommes, 65 ans et plus",,17.2
2017,"Montréal, Québec",Femmes,,16.3
2017,"Montréal, Québec","Femmes, moins de 18 ans",,11.9
2017,"Montréal, Québec","Femmes, 18 à 64 ans",,14.8
2017,"Montréal, Québec","Femmes, 65 ans et plus",,26.9
2017,"Ottawa-Gatineau, Ontario/Québec",Toutes les personnes,,10.8
2017,"Ottawa-Gatineau, Ontario/Québec",Personnes de moins de 18 ans,,10.9
2017,"Ottawa-Gatineau, Ontario/Québec",Personnes de 18 à 64 ans,,10.4
2017,"Ottawa-Gatineau, Ontario/Québec",Personnes de 65 ans et plus,,12.3
2017,"Ottawa-Gatineau, Ontario/Québec",Hommes,,10.6
2017,"Ottawa-Gatineau, Ontario/Québec","Hommes, moins de 18 ans",,11.8
2017,"Ottawa-Gatineau, Ontario/Québec","Hommes, 18 à 64 ans",,10.4
2017,"Ottawa-Gatineau, Ontario/Québec","Hommes, 65 ans et plus",,9.7
2017,"Ottawa-Gatineau, Ontario/Québec",Femmes,,11.0
2017,"Ottawa-Gatineau, Ontario/Québec","Femmes, moins de 18 ans",,10.0
2017,"Ottawa-Gatineau, Ontario/Québec","Femmes, 18 à 64 ans",,10.4
2017,"Ottawa-Gatineau, Ontario/Québec","Femmes, 65 ans et plus",,14.4
2017,"Toronto, Ontario",Toutes les personnes,,12.3
2017,"Toronto, Ontario",Personnes de moins de 18 ans,,12.2
2017,"Toronto, Ontario",Personnes de 18 à 64 ans,,12.5
2017,"Toronto, Ontario",Personnes de 65 ans et plus,,11.5
2017,"Toronto, Ontario",Hommes,,12.2
2017,"Toronto, Ontario","Hommes, moins de 18 ans",,10.5
2017,"Toronto, Ontario","Hommes, 18 à 64 ans",,13.1
2017,"Toronto, Ontario","Hommes, 65 ans et plus",,10.0
2017,"Toronto, Ontario",Femmes,,12.4
2017,"Toronto, Ontario","Femmes, moins de 18 ans",,14.0
2017,"Toronto, Ontario","Femmes, 18 à 64 ans",,11.9
2017,"Toronto, Ontario","Femmes, 65 ans et plus",,12.9
2017,"Winnipeg, Manitoba",Toutes les personnes,,14.6
2017,"Winnipeg, Manitoba",Personnes de moins de 18 ans,,18.5
2017,"Winnipeg, Manitoba",Personnes de 18 à 64 ans,,13.4
2017,"Winnipeg, Manitoba",Personnes de 65 ans et plus,,14.4
2017,"Winnipeg, Manitoba",Hommes,,13.4
2017,"Winnipeg, Manitoba","Hommes, moins de 18 ans",,15.4
2017,"Winnipeg, Manitoba","Hommes, 18 à 64 ans",,13.2
2017,"Winnipeg, Manitoba","Hommes, 65 ans et plus",,11.7
2017,"Winnipeg, Manitoba",Femmes,,15.7
2017,"Winnipeg, Manitoba","Femmes, moins de 18 ans",,21.4
2017,"Winnipeg, Manitoba","Femmes, 18 à 64 ans",,13.6
2017,"Winnipeg, Manitoba","Femmes, 65 ans et plus",,16.7
2017,"Calgary, Alberta",Toutes les personnes,,6.1
2017,"Calgary, Alberta",Personnes de moins de 18 ans,,7.8
2017,"Calgary, Alberta",Personnes de 18 à 64 ans,,6.3
2017,"Calgary, Alberta",Personnes de 65 ans et plus,,
2017,"Calgary, Alberta",Hommes,,5.4
2017,"Calgary, Alberta","Hommes, moins de 18 ans",,4.8
2017,"Calgary, Alberta","Hommes, 18 à 64 ans",,6.1
2017,"Calgary, Alberta","Hommes, 65 ans et plus",,
2017,"Calgary, Alberta",Femmes,,6.9
2017,"Calgary, Alberta","Femmes, moins de 18 ans",,10.2
2017,"Calgary, Alberta","Femmes, 18 à 64 ans",,6.4
2017,"Calgary, Alberta","Femmes, 65 ans et plus",,
2017,"Edmonton, Alberta",Toutes les personnes,,6.6
2017,"Edmonton, Alberta",Personnes de moins de 18 ans,,6.5
2017,"Edmonton, Alberta",Personnes de 18 à 64 ans,,6.8
2017,"Edmonton, Alberta",Personnes de 65 ans et plus,,5.5
2017,"Edmonton, Alberta",Hommes,,5.9
2017,"Edmonton, Alberta","Hommes, moins de 18 ans",,
2017,"Edmonton, Alberta","Hommes, 18 à 64 ans",,5.9
2017,"Edmonton, Alberta","Hommes, 65 ans et plus",,
2017,"Edmonton, Alberta",Femmes,,7.2
2017,"Edmonton, Alberta","Femmes, moins de 18 ans",,
2017,"Edmonton, Alberta","Femmes, 18 à 64 ans",,7.6
2017,"Edmonton, Alberta","Femmes, 65 ans et plus",,7.0
2017,"Vancouver, Colombie-Britannique",Toutes les personnes,,13.2
2017,"Vancouver, Colombie-Britannique",Personnes de moins de 18 ans,,10.9
2017,"Vancouver, Colombie-Britannique",Personnes de 18 à 64 ans,,12.6
2017,"Vancouver, Colombie-Britannique",Personnes de 65 ans et plus,,18.4
2017,"Vancouver, Colombie-Britannique",Hommes,,12.2
2017,"Vancouver, Colombie-Britannique","Hommes, moins de 18 ans",,13.1
2017,"Vancouver, Colombie-Britannique","Hommes, 18 à 64 ans",,11.7
2017,"Vancouver, Colombie-Britannique","Hommes, 65 ans et plus",,13.9
2017,"Vancouver, Colombie-Britannique",Femmes,,14.1
2017,"Vancouver, Colombie-Britannique","Femmes, moins de 18 ans",,
2017,"Vancouver, Colombie-Britannique","Femmes, 18 à 64 ans",,13.6
2017,"Vancouver, Colombie-Britannique","Femmes, 65 ans et plus",,22.1
2018,Canada,Personnes de moins de 18 ans,,12.0
2018,Canada,Personnes de 18 à 64 ans,,11.8
2018,Canada,Personnes de 65 ans et plus,,14.9
2018,Canada,Hommes,,11.9
2018,Canada,"Hommes, moins de 18 ans",,12.7
2018,Canada,"Hommes, 18 à 64 ans",,11.5
2018,Canada,"Hommes, 65 ans et plus",,12.2
2018,Canada,Femmes,,12.9
2018,Canada,"Femmes, moins de 18 ans",,11.2
2018,Canada,"Femmes, 18 à 64 ans",,12.1
2018,Canada,"Femmes, 65 ans et plus",,17.2
2018,Provinces de l'Atlantique,Toutes les personnes,,15.6
2018,Provinces de l'Atlantique,Personnes de moins de 18 ans,,15.8
2018,Provinces de l'Atlantique,Personnes de 18 à 64 ans,,13.6
2018,Provinces de l'Atlantique,Personnes de 65 ans et plus,,21.2
2018,Provinces de l'Atlantique,Hommes,,14.9
2018,Provinces de l'Atlantique,"Hommes, moins de 18 ans",,17.0
2018,Provinces de l'Atlantique,"Hommes, 18 à 64 ans",,13.4
2018,Provinces de l'Atlantique,"Hommes, 65 ans et plus",,17.7
2018,Provinces de l'Atlantique,Femmes,,16.2
2018,Provinces de l'Atlantique,"Femmes, moins de 18 ans",,14.7
2018,Provinces de l'Atlantique,"Femmes, 18 à 64 ans",,13.8
2018,Provinces de l'Atlantique,"Femmes, 65 ans et plus",,24.2
2018,Terre-Neuve-et-Labrador,Toutes les personnes,10,16.1
2018,Terre-Neuve-et-Labrador,Personnes de moins de 18 ans,,14.2
2018,Terre-Neuve-et-Labrador,Personnes de 18 à 64 ans,,14.1
2018,Terre-Neuve-et-Labrador,Personnes de 65 ans et plus,,23.9
2018,Terre-Neuve-et-Labrador,Hommes,,16.0
2018,Terre-Neuve-et-Labrador,"Hommes, moins de 18 ans",,15.4
2018,Terre-Neuve-et-Labrador,"Hommes, 18 à 64 ans",,14.9
2018,Terre-Neuve-et-Labrador,"Hommes, 65 ans et plus",,20.3
2018,Terre-Neuve-et-Labrador,Femmes,,16.2
2018,Terre-Neuve-et-Labrador,"Femmes, moins de 18 ans",,12.9
2018,Terre-Neuve-et-Labrador,"Femmes, 18 à 64 ans",,13.3
2018,Terre-Neuve-et-Labrador,"Femmes, 65 ans et plus",,27.3
2018,Île-du-Prince-Édouard,Toutes les personnes,11,16.1
2018,Île-du-Prince-Édouard,Personnes de moins de 18 ans,,17.3
2018,Île-du-Prince-Édouard,Personnes de 18 à 64 ans,,13.2
2018,Île-du-Prince-Édouard,Personnes de 65 ans et plus,,24.0
2018,Île-du-Prince-Édouard,Hommes,,15.3
2018,Île-du-Prince-Édouard,"Hommes, moins de 18 ans",,19.0
2018,Île-du-Prince-Édouard,"Hommes, 18 à 64 ans",,12.9
2018,Île-du-Prince-Édouard,"Hommes, 65 ans et plus",,19.9
2018,Île-du-Prince-Édouard,Femmes,,16.8
2018,Île-du-Prince-Édouard,"Femmes, moins de 18 ans",,15.6
2018,Île-du-Prince-Édouard,"Femmes, 18 à 64 ans",,13.6
2018,Île-du-Prince-Édouard,"Femmes, 65 ans et plus",,27.6
2018,Nouvelle-Écosse,Toutes les personnes,12,16.2
2018,Nouvelle-Écosse,Personnes de moins de 18 ans,,17.8
2018,Nouvelle-Écosse,Personnes de 18 à 64 ans,,14.4
2018,Nouvelle-Écosse,Personnes de 65 ans et plus,,20.5
2018,Nouvelle-Écosse,Hommes,,15.3
2018,Nouvelle-Écosse,"Hommes, moins de 18 ans",,19.2
2018,Nouvelle-Écosse,"Hommes, 18 à 64 ans",,13.7
2018,Nouvelle-Écosse,"Hommes, 65 ans et plus",,17.1
2018,Nouvelle-Écosse,Femmes,,17.0
2018,Nouvelle-Écosse,"Femmes, moins de 18 ans",,16.4
2018,Nouvelle-Écosse,"Femmes, 18 à 64 ans",,15.0
2018,Nouvelle-Écosse,"Femmes, 65 ans et plus",,23.4
2018,Nouveau-Brunswick,Toutes les personnes,13,14.2
2018,Nouveau-Brunswick,Personnes de moins de 18 ans,,14.2
2018,Nouveau-Brunswick,Personnes de 18 à 64 ans,,12.4
2018,Nouveau-Brunswick,Personnes de 65 ans et plus,,19.6
2018,Nouveau-Brunswick,Hommes,,13.5
2018,Nouveau-Brunswick,"Hommes, moins de 18 ans",,14.9
2018,Nouveau-Brunswick,"Hommes, 18 à 64 ans",,12.1
2018,Nouveau-Brunswick,"Hommes, 65 ans et plus",,16.3
2018,Nouveau-Brunswick,Femmes,,15.0
2018,Nouveau-Brunswick,"Femmes, moins de 18 ans",,13.4
2018,Nouveau-Brunswick,"Femmes, 18 à 64 ans",,12.7
2018,Nouveau-Brunswick,"Femmes, 65 ans et plus",,22.6
2018,Québec,Toutes les personnes,24,14.1
2018,Québec,Personnes de moins de 18 ans,,11.7
2018,Québec,Personnes de 18 à 64 ans,,12.7
2018,Québec,Personnes de 65 ans et plus,,21.4
2018,Québec,Hommes,,13.0
2018,Québec,"Hommes, moins de 18 ans",,11.5
2018,Québec,"Hommes, 18 à 64 ans",,12.3
2018,Québec,"Hommes, 65 ans et plus",,17.4
2018,Québec,Femmes,,15.2
2018,Québec,"Femmes, moins de 18 ans",,11.9
2018,Québec,"Femmes, 18 à 64 ans",,13.1
2018,Québec,"Femmes, 65 ans et plus",,25.0
2018,Ontario,Toutes les personnes,35,12.5
2018,Ontario,Personnes de moins de 18 ans,,13.2
2018,Ontario,Personnes de 18 à 64 ans,,12.4
2018,Ontario,Personnes de 65 ans et plus,,11.9
2018,Ontario,Hommes,,12.0
2018,Ontario,"Hommes, moins de 18 ans",,14.2
2018,Ontario,"Hommes, 18 à 64 ans",,11.9
2018,Ontario,"Hommes, 65 ans et plus",,9.7
2018,Ontario,Femmes,,12.9
2018,Ontario,"Femmes, moins de 18 ans",,12.1
2018,Ontario,"Femmes, 18 à 64 ans",,12.8
2018,Ontario,"Femmes, 65 ans et plus",,13.7
2018,Provinces des Prairies,Toutes les personnes,,9.4
2018,Provinces des Prairies,Personnes de moins de 18 ans,,10.7
2018,Provinces des Prairies,Personnes de 18 à 64 ans,,9.0
2018,Provinces des Prairies,Personnes de 65 ans et plus,,9.1
2018,Provinces des Prairies,Hommes,,9.0
2018,Provinces des Prairies,"Hommes, moins de 18 ans",,11.0
2018,Provinces des Prairies,"Hommes, 18 à 64 ans",,8.6
2018,Provinces des Prairies,"Hommes, 65 ans et plus",,7.4
2018,Provinces des Prairies,Femmes,,9.8
2018,Provinces des Prairies,"Femmes, moins de 18 ans",,10.4
2018,Provinces des Prairies,"Femmes, 18 à 64 ans",,9.5
2018,Provinces des Prairies,"Femmes, 65 ans et plus",,10.6
2018,Manitoba,Toutes les personnes,46,13.9
2018,Manitoba,Personnes de moins de 18 ans,,18.4
2018,Manitoba,Personnes de 18 à 64 ans,,12.1
2018,Manitoba,Personnes de 65 ans et plus,,15.1
2018,Manitoba,Hommes,,13.0
2018,Manitoba,"Hommes, moins de 18 ans",,19.0
2018,Manitoba,"Hommes, 18 à 64 ans",,11.4
2018,Manitoba,"Hommes, 65 ans et plus",,10.7
2018,Manitoba,Femmes,,14.9
2018,Manitoba,"Femmes, moins de 18 ans",,17.8
2018,Manitoba,"Femmes, 18 à 64 ans",,12.8
2018,Manitoba,"Femmes, 65 ans et plus",,18.9
2018,Saskatchewan,Toutes les personnes,47,12.9
2018,Saskatchewan,Personnes de moins de 18 ans,,14.5
2018,Saskatchewan,Personnes de 18 à 64 ans,,12.1
2018,Saskatchewan,Personnes de 65 ans et plus,,13.5
2018,Saskatchewan,Hommes,,12.0
2018,Saskatchewan,"Hommes, moins de 18 ans",,13.3
2018,Saskatchewan,"Hommes, 18 à 64 ans",,11.8
2018,Saskatchewan,"Hommes, 65 ans et plus",,11.0
2018,Saskatchewan,Femmes,,13.8
2018,Saskatchewan,"Femmes, moins de 18 ans",,15.7
2018,Saskatchewan,"Femmes, 18 à 64 ans",,12.5
2018,Saskatchewan,"Femmes, 65 ans et plus",,15.7
2018,Alberta,Toutes les personnes,48,7.1
2018,Alberta,Personnes de moins de 18 ans,,7.3
2018,Alberta,Personnes de 18 à 64 ans,,7.4
2018,Alberta,Personnes de 65 ans et plus,,5.5
2018,Alberta,Hommes,,7.0
2018,Alberta,"Hommes, moins de 18 ans",,8.0
2018,Alberta,"Hommes, 18 à 64 ans",,7.0
2018,Alberta,"Hommes, 65 ans et plus",,5.0
2018,Alberta,Femmes,,7.3
2018,Alberta,"Femmes, moins de 18 ans",,6.7
2018,Alberta,"Femmes, 18 à 64 ans",,7.7
